date,time,subject,blockcode,blocknum,trialcode,trialnum,values.primestim,values.targetstim,correct,latency,trial.prime_positive.totalpercentcorrect,trial.prime_negative.totalpercentcorrect
121418,15:11:00,239168551,practice,1,prime_negative_practice,4,0,0,0,848,0,0
121418,15:11:00,239168551,practice,1,prime_positive_practice,5,0,0,0,862,0,0
121418,15:11:00,239168551,practice,1,prime_positive_practice,6,0,0,1,594,0,0
121418,15:11:00,239168551,practice,1,prime_negative_practice,7,0,0,1,620,0,0
121418,15:11:00,239168551,practice,1,prime_positive_practice,8,0,0,1,631,0,0
121418,15:11:00,239168551,practice,1,prime_positive_practice,9,0,0,1,530,0,0
121418,15:11:00,239168551,practice,1,prime_negative_practice,10,0,0,1,359,0,0
121418,15:11:00,239168551,practice,1,prime_negative_practice,11,0,0,1,1846,0,0
121418,14:36:56,424435398,practice,1,prime_positive_practice,4,0,0,1,3191,0,0
121418,14:36:56,424435398,practice,1,prime_negative_practice,5,0,0,0,2552,0,0
121418,14:36:56,424435398,practice,1,prime_positive_practice,6,0,0,1,1184,0,0
121418,14:36:56,424435398,practice,1,prime_negative_practice,7,0,0,0,1224,0,0
121418,14:36:56,424435398,practice,1,prime_positive_practice,8,0,0,1,905,0,0
121418,14:36:56,424435398,practice,1,prime_negative_practice,9,0,0,0,1145,0,0
121418,14:36:56,424435398,practice,1,prime_negative_practice,10,0,0,0,917,0,0
121418,14:36:56,424435398,practice,1,prime_negative_practice,11,0,0,1,1260,0,0
121418,14:36:56,424435398,practice,1,prime_positive_practice,12,0,0,1,678,0,0
121418,14:36:56,424435398,practice,1,prime_positive_practice,13,0,0,0,687,0,0
121418,14:36:56,424435398,test,2,prime_negative,2,6,51,1,996,0,100
121418,14:36:56,424435398,test,2,prime_positive,3,5,18,0,661,0,100
121418,14:36:56,424435398,test,2,prime_negative,4,10,52,1,791,0,100
121418,14:36:56,424435398,test,2,prime_negative,5,12,44,1,557,0,100
121418,14:36:56,424435398,test,2,prime_negative,6,7,13,1,692,0,100
