"date","time","subject","blockcode","blocknum","trialcode","trialnum","values.primestim","values.targetstim","correct","latency","trial.prime_obama.totalpercentcorrect","trial.prime_trump.totalpercentcorrect"
"081218","09:01:02","523688081","test","2","prime_trump","5","4","62","0","721","0","0"
"081218","09:01:02","523688081","test","2","prime_obama","6","3","53","1","577","50","0"
"081218","09:01:02","523688081","test","2","prime_obama","7","4","64","0","760","33","0"
"081218","09:01:02","523688081","test","2","prime_obama","8","2","38","1","503","50","0"
"081218","09:01:02","523688081","test","2","prime_trump","9","2","70","1","496","50","25"
"081218","09:01:02","523688081","test","2","prime_obama","10","5","54","1","618","60","25"
"081218","09:01:02","523688081","test","2","prime_trump","11","1","28","0","719","60","20"
"081218","09:01:02","523688081","test","2","prime_obama","12","6","2","0","687","50","20"
"081218","09:01:02","523688081","test","2","prime_trump","13","3","47","0","689","50","16"
"081218","09:01:02","523688081","test","2","prime_trump","14","6","60","1","627","50","28"
"081218","09:01:02","523688081","test","2","prime_trump","15","4","51","1","616","50","37"
"081218","09:01:02","523688081","test","2","prime_obama","16","1","1","0","540","42","37"
"081218","09:01:02","523688081","test","2","prime_obama","17","3","29","1","564","50","37"
"081218","09:01:02","523688081","test","2","prime_obama","18","1","15","1","908","55","37"
"081218","09:01:02","523688081","test","2","prime_obama","19","4","49","1","565","60","37"
"081218","09:01:02","523688081","test","2","prime_trump","20","1","55","1","778","60","44"
"081218","09:01:02","523688081","test","2","prime_obama","21","6","63","1","665","63","44"
"081218","09:01:02","523688081","test","2","prime_trump","22","6","44","1","844","63","50"
"081218","09:01:02","523688081","test","2","prime_obama","23","5","40","1","616","66","50"
"081218","09:01:02","523688081","test","2","prime_obama","24","2","50","1","685","69","50"
"081218","09:01:02","523688081","test","2","prime_obama","25","1","65","1","639","71","50"
"081218","09:01:02","523688081","test","2","prime_trump","26","2","59","0","563","71","45"
"081218","09:01:02","523688081","test","2","prime_obama","27","3","24","1","586","73","45"
"081218","09:01:02","523688081","test","2","prime_trump","28","3","33","1","576","73","50"
"081218","09:01:02","523688081","test","2","prime_trump","29","5","16","0","583","73","46"
"081218","09:01:02","523688081","test","2","prime_obama","30","2","13","1","797","75","46"
"081218","09:01:02","523688081","test","2","prime_trump","31","4","6","0","619","75","42"
"081218","09:01:02","523688081","test","2","prime_obama","32","4","42","0","591","70","42"
"081218","09:01:02","523688081","test","2","prime_trump","33","5","8","0","613","70","40"
"081218","09:01:02","523688081","test","2","prime_trump","34","1","9","1","538","70","43"
"081218","09:01:02","523688081","test","2","prime_obama","35","5","21","1","561","72","43"
"081218","09:01:02","523688081","test","2","prime_trump","36","6","4","0","633","72","41"
"081218","09:01:02","523688081","test","2","prime_obama","37","6","5","0","541","68","41"
"081218","09:01:02","523688081","test","2","prime_trump","38","3","34","1","628","68","44"
"081218","09:01:02","523688081","test","2","prime_trump","39","2","10","1","617","68","47"
"081218","09:01:02","523688081","test","2","prime_trump","40","4","61","1","637","68","50"
"081218","09:01:02","523688081","test","2","prime_trump","41","1","18","1","721","68","52"
