subject,influence_rate,int_false_prime,int_true_prime,int_amp_effect,awareness,influence_general,intentionality,self_exclusion_1,self_exclusion_1other,unintentionality,std_false_prime,std_true_prime,std_amp_effect,unint_false_prime,unint_true_prime,unint_amp_effect,age,gender
363470281,-0.3194444444444444,0.5555555555555556,0.8055555555555556,0.25,6,4,1,"Yes, use my data",,4,0.8333333333333334,0.8055555555555556,-0.02777777777777779,0.6206896551724138,0.7666666666666667,0.1459770114942529,35,female
368594012,0.013888888888888888,0.16666666666666666,0.5,0.33333333333333337,7,4,4,"Yes, use my data",,3,0.3055555555555556,0.6666666666666666,0.36111111111111105,0.6666666666666666,0.3076923076923077,-0.3589743589743589,38,Male
370651236,0.5,0,0.6388888888888888,0.6388888888888888,7,7,5,"Yes, use my data",,7,0.05555555555555555,0.6111111111111112,0.5555555555555556,NA,NA,NA,24,Male
373367461,-0.4861111111111111,0.7777777777777778,0.8333333333333334,0.05555555555555558,7,2,1,"Yes, use my data",,2,0.7777777777777778,0.6111111111111112,-0.16666666666666663,0.8,0.8333333333333334,0.033333333333333326,32,male
386635382,-0.5,0.16666666666666666,0.25,0.08333333333333334,7,1,1,"Yes, use my data",,1,0.19444444444444445,0.25,0.05555555555555555,0.16666666666666666,0.25,0.08333333333333334,38,Male
387783740,-0.16666666666666666,0.19444444444444445,0.9166666666666666,0.7222222222222222,3,3,7,"Yes, use my data",,6,0.3888888888888889,0.9166666666666666,0.5277777777777777,0.20833333333333334,0.9583333333333334,0.75,41,male
388421664,-0.4027777777777778,0.6944444444444444,0.5555555555555556,-0.13888888888888884,7,3,2,"Yes, use my data",,2,0.75,0.6111111111111112,-0.13888888888888884,0.8275862068965517,0.5555555555555556,-0.27203065134099613,29,male
389217149,-0.18055555555555555,0.4444444444444444,0.5277777777777778,0.08333333333333337,7,4,3,"Yes, use my data",,5,0.5555555555555556,0.5833333333333334,0.02777777777777779,0.625,0.36,-0.265,23,Male
392174335,-0.1388888888888889,0.027777777777777776,0.7222222222222222,0.6944444444444444,4,5,4,"Yes, use my data",,3,0.1388888888888889,0.6944444444444444,0.5555555555555556,0.045454545454545456,0.5833333333333334,0.537878787878788,32,male
395053396,-0.4583333333333333,0.1111111111111111,0.9166666666666666,0.8055555555555556,5,5,4,"Yes, use my data",,6,0.1111111111111111,1,0.8888888888888888,0.08823529411764706,0.9142857142857143,0.8260504201680672,20,Male
401033296,0.4583333333333333,0.2777777777777778,0.9166666666666666,0.6388888888888888,2,5,6,"Yes, use my data",,6,0.16666666666666666,0.8333333333333334,0.6666666666666667,0.6666666666666666,NA,NA,23,female
413147342,-0.5,0.5833333333333334,0.3888888888888889,-0.19444444444444448,7,1,1,"Yes, use my data",,1,0.5,0.5277777777777778,0.02777777777777779,0.5833333333333334,0.3888888888888889,-0.19444444444444448,21,Male
426804087,-0.5,0.05555555555555555,0,-0.05555555555555555,2,1,2,"Yes, use my data",,2,0.027777777777777776,0.16666666666666666,0.1388888888888889,0.05555555555555555,0,-0.05555555555555555,44,female
431792373,0.4861111111111111,0,0.9166666666666666,0.9166666666666666,1,6,6,"Yes, use my data",,6,0.027777777777777776,0.8611111111111112,0.8333333333333334,NA,1,NA,38,Male
433960753,0.2916666666666667,0.2222222222222222,0.5277777777777778,0.3055555555555556,1,6,6,"Yes, use my data",,6,0.1111111111111111,0.1111111111111111,0,0.14285714285714285,0.375,0.23214285714285715,63,female
446624219,0.1388888888888889,0.6111111111111112,1,0.38888888888888884,7,6,5,"Yes, use my data",,6,0.6666666666666666,1,0.33333333333333337,1,1,0,39,male
463882110,-0.4305555555555556,0.4444444444444444,0.8333333333333334,0.38888888888888895,7,2,2,"Yes, use my data",,4,0.5,0.5833333333333334,0.08333333333333337,0.48484848484848486,0.8235294117647058,0.338680926916221,20,Female
464142070,0.4861111111111111,0.19444444444444445,0.7222222222222222,0.5277777777777778,7,6,4,"Yes, use my data",,4,0.4444444444444444,0.6388888888888888,0.19444444444444442,0,NA,NA,25,female
469341127,0.2638888888888889,0.5555555555555556,0.5,-0.05555555555555558,7,6,4,"Yes, use my data",,4,0.6388888888888888,0.6666666666666666,0.02777777777777779,1,0.4444444444444444,-0.5555555555555556,25,male
474334397,-0.3611111111111111,0.6388888888888888,0.6944444444444444,0.05555555555555558,7,3,2,"Yes, use my data",,5,0.8055555555555556,0.4166666666666667,-0.3888888888888889,0.7333333333333333,0.71875,-0.014583333333333282,53,female
477795391,-0.041666666666666664,0.3055555555555556,0.8055555555555556,0.5,7,5,2,"Yes, use my data",,5,0,0.8611111111111112,0.8611111111111112,0.47619047619047616,0.7222222222222222,0.24603174603174605,19,female 
487741973,0.375,0.2222222222222222,0.9444444444444444,0.7222222222222222,6,6,6,"Yes, use my data",,6,0.08333333333333333,0.9166666666666666,0.8333333333333333,0.3333333333333333,1,0.6666666666666667,30,female
491513110,-0.5,0.9444444444444444,0.9166666666666666,-0.02777777777777779,7,1,1,"Yes, use my data",,1,1,0.8611111111111112,-0.13888888888888884,0.9444444444444444,0.9166666666666666,-0.02777777777777779,60,female
494116681,-0.5,0.4166666666666667,0.5,0.08333333333333331,7,1,1,"Yes, use my data",,2,0.5555555555555556,0.4722222222222222,-0.08333333333333337,0.4166666666666667,0.5,0.08333333333333331,45,female
498350692,-0.1111111111111111,0.3611111111111111,0.8055555555555556,0.4444444444444445,3,4,2,"Yes, use my data",,2,0.2777777777777778,0.6666666666666666,0.38888888888888884,0.6842105263157895,0.72,0.03578947368421048,38,Female
512852936,-0.19444444444444445,0.5,0.5277777777777778,0.02777777777777779,7,3,1,"Yes, use my data",,4,0.5,0.4722222222222222,-0.02777777777777779,0.782608695652174,0.4074074074074074,-0.37520128824476656,25,female
515307612,-0.4027777777777778,0.5833333333333334,0.8055555555555556,0.2222222222222222,7,3,1,"Yes, use my data",,3,0.6944444444444444,0.3888888888888889,-0.3055555555555555,0.65625,0.7878787878787878,0.13162878787878785,51,male
524847251,-0.2916666666666667,0.5833333333333334,1,0.41666666666666663,7,3,6,"Yes, use my data",,5,0.4722222222222222,0.7777777777777778,0.3055555555555556,0.9130434782608695,1,0.08695652173913049,33,Female
568258466,0.4027777777777778,0.1388888888888889,0.7222222222222222,0.5833333333333333,7,6,7,"Yes, use my data",,7,0.05555555555555555,0.6944444444444444,0.6388888888888888,0.8,1,0.19999999999999996,44,Female
589498455,0.4861111111111111,0.027777777777777776,0.7777777777777778,0.75,7,7,1,"Yes, use my data",,7,0.4722222222222222,0.3888888888888889,-0.08333333333333331,NA,0,NA,29,female
590008967,0,0.2777777777777778,1,0.7222222222222222,7,6,7,"Yes, use my data",,6,0.25,1,0.75,0.10714285714285714,1,0.8928571428571429,37,female
600769455,-0.4027777777777778,0.05555555555555555,0.8333333333333334,0.7777777777777778,2,2,2,"Yes, use my data",,3,0.2777777777777778,0.75,0.4722222222222222,0.06896551724137931,0.8333333333333334,0.764367816091954,23,female
601113332,-0.5,0.08333333333333333,0.25,0.16666666666666669,7,1,1,"Yes, use my data",,1,0.2222222222222222,0.05555555555555555,-0.16666666666666666,0.08333333333333333,0.25,0.16666666666666669,48,female
601178662,-0.2916666666666667,1,1,0,6,2,2,"Yes, use my data",,2,0,0,0,1,1,0,42,female
603072255,0.3194444444444444,0.16666666666666666,0.8888888888888888,0.7222222222222222,7,5,4,"Yes, use my data",,4,0.4166666666666667,0.8333333333333334,0.4166666666666667,0.8333333333333334,0.7142857142857143,-0.11904761904761907,38,female
608020386,0.375,0.19444444444444445,0.9722222222222222,0.7777777777777778,7,5,4,"Yes, use my data",,3,0.16666666666666666,0.9722222222222222,0.8055555555555556,0.14285714285714285,1,0.8571428571428572,30,female
608526962,-0.5,0.6666666666666666,0.4722222222222222,-0.19444444444444442,4,1,7,"Yes, use my data",,1,0.3333333333333333,0.3611111111111111,0.02777777777777779,0.6666666666666666,0.4722222222222222,-0.19444444444444442,29,male
626816346,-0.4444444444444444,0.25,0.2777777777777778,0.02777777777777779,7,2,2,"Yes, use my data",,2,0.16666666666666666,0.1111111111111111,-0.05555555555555555,0.22857142857142856,0.24242424242424243,0.013852813852813867,23,Female
627533922,-0.06944444444444445,0.6111111111111112,0.75,0.13888888888888884,6,4,2,"Yes, use my data",,3,0.5555555555555556,0.5277777777777778,-0.02777777777777779,0.8461538461538461,0.8,-0.0461538461538461,39,female
637784548,-0.5,0.3888888888888889,0.25,-0.1388888888888889,7,1,1,"Yes, use my data",,2,0.4444444444444444,0.4444444444444444,0,0.3888888888888889,0.25,-0.1388888888888889,21,Male
642571861,-0.2222222222222222,0.4444444444444444,0.7777777777777778,0.33333333333333337,7,2,1,"Yes, use my data",,2,0.6388888888888888,0.4722222222222222,-0.16666666666666663,0.64,0.7037037037037037,0.0637037037037037,29,male
644857832,-0.2777777777777778,0.4444444444444444,0.5277777777777778,0.08333333333333337,7,3,2,"Yes, use my data",,4,0.5833333333333334,0.9166666666666666,0.33333333333333326,0.6956521739130435,0.48484848484848486,-0.2108036890645586,24,Male
648546876,-0.4861111111111111,0.3888888888888889,0.4166666666666667,0.02777777777777779,7,2,1,"Yes, use my data",,2,0.5277777777777778,0.5555555555555556,0.02777777777777779,0.3888888888888889,0.42857142857142855,0.03968253968253965,23,Female 
649949448,-0.25,0.1111111111111111,0.8888888888888888,0.7777777777777777,5,4,3,"Yes, use my data",,3,0.08333333333333333,0.8333333333333334,0.75,0.2222222222222222,0.8888888888888888,0.6666666666666666,26,female
651077529,-0.3194444444444444,0.5,0.3611111111111111,-0.1388888888888889,7,2,2,"Yes, use my data",,2,0.6666666666666666,0.6111111111111112,-0.05555555555555547,0.5172413793103449,0.23333333333333334,-0.2839080459770115,27,male
654107985,-0.5,0.5277777777777778,0.4444444444444444,-0.08333333333333337,7,2,1,"Yes, use my data",,1,0.5277777777777778,0.5277777777777778,0,0.5277777777777778,0.4444444444444444,-0.08333333333333337,36,Male
664958237,0.4027777777777778,0.1111111111111111,0.75,0.6388888888888888,7,6,5,"Yes, use my data",,6,0.1388888888888889,0.7222222222222222,0.5833333333333333,0.3333333333333333,0.5,0.16666666666666669,35,Female
671481412,0.20833333333333334,0.3055555555555556,0.9722222222222222,0.6666666666666666,,4,4,"Yes, use my data",,4,0.3611111111111111,1,0.6388888888888888,0.2727272727272727,0.9,0.6272727272727273,31,female
688527417,-0.3472222222222222,0.3333333333333333,0.5277777777777778,0.19444444444444448,7,3,1,"Yes, use my data",,2,0.4166666666666667,0.7222222222222222,0.3055555555555555,0.36666666666666664,0.45161290322580644,0.0849462365591398,22,Female
688557942,-0.20833333333333334,0.3611111111111111,0.7222222222222222,0.3611111111111111,7,3,2,"Yes, use my data",,2,0.3333333333333333,0.9444444444444444,0.6111111111111112,0.6190476190476191,0.7,0.08095238095238089,39,Female
689198556,0.2361111111111111,0.027777777777777776,0.6388888888888888,0.611111111111111,4,6,4,"Yes, use my data",,4,0,0.75,0.75,0.125,0.45454545454545453,0.32954545454545453,24,female
689281609,-0.5,0.1111111111111111,0.3888888888888889,0.2777777777777778,7,1,1,"Yes, use my data",,2,0.2777777777777778,0.4166666666666667,0.1388888888888889,0.1111111111111111,0.3888888888888889,0.2777777777777778,27,Male
691114029,0.4722222222222222,0.05555555555555555,0.8888888888888888,0.8333333333333333,7,6,4,"Yes, use my data",,4,0.3333333333333333,0.8333333333333334,0.5,NA,0.5,NA,19,Male
694193812,0.1388888888888889,0.1111111111111111,0.6666666666666666,0.5555555555555556,1,5,2,"Yes, use my data",,3,0.3333333333333333,0.9166666666666666,0.5833333333333333,0.25,0.14285714285714285,-0.10714285714285715,28,Female
698994348,0.4444444444444444,0.5555555555555556,0.5277777777777778,-0.02777777777777779,3,6,6,"Yes, use my data",,6,0.5833333333333334,0.5833333333333334,0,1,0.3333333333333333,-0.6666666666666667,50,male
704053711,0,0.4166666666666667,0.75,0.3333333333333333,7,4,4,"Yes, use my data",,5,0.4722222222222222,0.5,0.02777777777777779,0.6190476190476191,0.5333333333333333,-0.08571428571428574,26,Female
709057711,0.4583333333333333,0.6666666666666666,0.5277777777777778,-0.13888888888888884,4,4,3,"Yes, use my data",,5,0.5833333333333334,0.5555555555555556,-0.02777777777777779,0,1,1,27,F
710030814,-0.3472222222222222,0.3611111111111111,0.5,0.1388888888888889,7,2,2,"Yes, use my data",,3,0.3888888888888889,0.5555555555555556,0.16666666666666669,0.43333333333333335,0.41935483870967744,-0.013978494623655913,39,male
722688639,-0.5,1,1,0,3,1,1,"No, exclude my data (please specify why):","I find all Chinese characters aesthetically attractive and hit pleasant for all of them. I think that the intention of the study was to see whether the images before/after influenced the participants view of the character which I completely disregarded. Therefore, my data is not very useful (if that is the goal of the study). ",1,1,1,0,1,1,0,23,Male
725161810,0.3055555555555556,0.6388888888888888,0.7777777777777778,0.13888888888888895,7,5,1,"Yes, use my data",,5,0.05555555555555555,0.8888888888888888,0.8333333333333333,0.5714285714285714,1,0.4285714285714286,30,Male
726957240,-0.013888888888888888,0.2777777777777778,0.7777777777777778,0.5,4,3,2,"Yes, use my data",,3,0.2777777777777778,0.6666666666666666,0.38888888888888884,0.5263157894736842,0.6666666666666666,0.14035087719298245,21,Female
745230009,-0.1111111111111111,0.5,0.7777777777777778,0.2777777777777778,7,3,1,"Yes, use my data",,2,0.6111111111111112,0.6944444444444444,0.08333333333333326,0.9,0.75,-0.15000000000000002,29,Female
752626183,-0.09722222222222222,0.3888888888888889,0.9444444444444444,0.5555555555555556,6,4,2,"Yes, use my data",,4,0.7777777777777778,0.5833333333333334,-0.19444444444444442,0.6875,0.9259259259259259,0.23842592592592593,23,male
754556216,-0.18055555555555555,0.5,0.6666666666666666,0.16666666666666663,7,4,2,"Yes, use my data",,3,0.4722222222222222,0.5,0.02777777777777779,0.5217391304347826,0.6538461538461539,0.13210702341137126,27,female
756267867,0.013888888888888888,0.5833333333333334,0.6111111111111112,0.02777777777777779,7,5,2,"Yes, use my data",,5,0.5,0.5,0,0.6521739130434783,0.5833333333333334,-0.0688405797101449,22,Male
765338899,-0.4722222222222222,0.08333333333333333,1,0.9166666666666666,6,2,1,"Yes, use my data",,1,0.027777777777777776,0.9722222222222222,0.9444444444444444,0.08823529411764706,1,0.9117647058823529,47,female
773202440,0.4861111111111111,0.05555555555555555,0.9166666666666666,0.861111111111111,7,6,6,"Yes, use my data",,7,0.1388888888888889,0.8611111111111112,0.7222222222222223,NA,0,NA,42,Male
778083163,-0.2777777777777778,0.8055555555555556,0.8333333333333334,0.02777777777777779,7,3,1,"Yes, use my data",,4,0.6388888888888888,0.5,-0.13888888888888884,0.8,0.7142857142857143,-0.08571428571428574,29,female
787311848,0.1111111111111111,0.05555555555555555,0.6388888888888888,0.5833333333333333,7,5,4,"Yes, use my data",,4,0.1111111111111111,0.6944444444444444,0.5833333333333333,0.2222222222222222,0.6842105263157895,0.4619883040935673,35,female
791742299,-0.4027777777777778,0.5555555555555556,0.8333333333333334,0.2777777777777778,7,2,1,"Yes, use my data",,2,0.5277777777777778,0.6388888888888888,0.11111111111111105,0.6666666666666666,0.8571428571428571,0.19047619047619047,38,female
795100721,0.20833333333333334,0.3333333333333333,0.75,0.4166666666666667,7,5,5,"Yes, use my data",,6,0.3888888888888889,0.5555555555555556,0.16666666666666669,0.18181818181818182,0.8,0.6181818181818182,19,Male
795643111,0.3194444444444444,0.1111111111111111,0.7777777777777778,0.6666666666666667,4,5,6,"Yes, use my data",,2,0.6111111111111112,0.6111111111111112,0,0,0.8,0.8,27,male
809437455,0.4861111111111111,0.1388888888888889,0.8888888888888888,0.75,6,6,6,"Yes, use my data",,2,0.5277777777777778,0.8888888888888888,0.36111111111111105,1,NA,NA,51,Female
821794310,-0.5,1,1,0,7,1,1,"No, exclude my data (please specify why):","Early on in the test i realised that i like chinese symbols regardless of design and found myself answering each question with a ""Pleasent"" responce, i do not know if this will negatively effect the results of your study which is why i selected this option. also i found the images to flash by so fast i focused my attention on seeing the symbol and not the first image which is why it was easy not to let the image effect my judgement of the symbol.",1,0.9722222222222222,1,0.02777777777777779,1,1,0,32,Male
824618497,0.5,0.1388888888888889,0.9166666666666666,0.7777777777777777,7,7,6,"Yes, use my data",,4,0.2777777777777778,0.8333333333333334,0.5555555555555556,NA,NA,NA,64,male
840036172,0.3055555555555556,0.8055555555555556,0.8333333333333334,0.02777777777777779,7,7,1,"Yes, use my data",,1,0.9722222222222222,0.9722222222222222,0,0.5555555555555556,0.6,0.0444444444444444,26,Male
841910949,0.1388888888888889,0.3055555555555556,0.8611111111111112,0.5555555555555556,7,5,5,"Yes, use my data",,2,0.3888888888888889,0.8888888888888888,0.49999999999999994,0.7333333333333333,0.9090909090909091,0.17575757575757578,37,female
842029900,-0.4027777777777778,0.027777777777777776,0.8888888888888888,0.861111111111111,6,3,2,"Yes, use my data",,1,0.08333333333333333,0.9722222222222222,0.8888888888888888,0.03333333333333333,0.8857142857142857,0.8523809523809524,26 ,male
