subject,prime_type,rating,self_exclusion_1,complete_data
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,1,NA,FALSE
424435398,prime_type_B,0,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
424435398,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_A,1,NA,FALSE
75924109,prime_type_A,0,NA,FALSE
75924109,prime_type_B,1,NA,FALSE
101262426,prime_type_B,1,NA,FALSE
101262426,prime_type_A,1,NA,FALSE
101262426,prime_type_A,0,NA,FALSE
101262426,prime_type_B,1,NA,FALSE
101262426,prime_type_A,0,NA,FALSE
101262426,prime_type_A,0,NA,FALSE
101262426,prime_type_A,0,NA,FALSE
101262426,prime_type_B,1,NA,FALSE
101262426,prime_type_A,0,NA,FALSE
101262426,prime_type_A,1,NA,FALSE
