date,time,subject,blockcode,blocknum,prime_type,trialnum,values.primestim,values.targetstim,correct,latency,trial.prime_positive.totalpercentcorrect,trial.prime_negative.totalpercentcorrect,influenced
71618,13:33:40,387783740,test,2,0.5,62,10,25,1,672,90,18,-0.5
71618,13:33:40,387783740,test,2,0.5,64,9,51,1,474,90,18,-0.5
71618,13:33:40,387783740,test,2,-0.5,66,7,58,0,424,90,16,0.5
71618,13:33:40,387783740,test,2,0.5,68,3,17,1,251,90,16,-0.5
71618,13:33:40,387783740,test,2,0.5,70,12,34,1,481,91,16,-0.5
71618,13:33:40,387783740,test,2,-0.5,72,3,37,0,459,91,15,-0.5
71618,13:33:40,387783740,test,2,-0.5,74,12,15,0,970,91,14,-0.5
71618,13:33:40,387783740,test,2,-0.5,76,4,49,0,644,91,13,-0.5
71618,13:33:40,387783740,test,2,-0.5,78,5,7,1,1441,91,18,0.5
71618,13:33:40,387783740,test,2,-0.5,80,11,20,1,1375,91,23,0.5
71618,13:33:40,387783740,test,2,0.5,82,5,30,1,331,91,23,0.5
71618,13:33:40,387783740,test,2,-0.5,84,2,59,0,418,91,22,-0.5
71618,13:33:40,387783740,test,2,-0.5,86,6,41,0,318,91,21,-0.5
71618,13:33:40,387783740,test,2,0.5,88,6,69,1,188,92,21,-0.5
71618,13:33:40,387783740,test,2,0.5,90,11,64,1,289,92,21,-0.5
71618,13:33:40,387783740,test,2,0.5,92,8,27,1,304,92,21,-0.5
71618,13:33:40,387783740,test,2,-0.5,94,11,39,1,212,92,25,-0.5
71618,13:33:40,387783740,test,2,-0.5,96,5,18,0,384,92,23,-0.5
71618,13:33:40,387783740,test,2,-0.5,98,3,1,0,447,92,22,-0.5
71618,13:33:40,387783740,test,2,0.5,100,1,40,1,348,92,22,-0.5
71618,13:33:40,387783740,test,2,-0.5,102,10,57,0,492,92,21,-0.5
71618,13:33:40,387783740,test,2,-0.5,104,9,2,0,1735,92,20,-0.5
71618,13:33:40,387783740,test,2,0.5,106,2,32,1,338,93,20,-0.5
71618,13:33:40,387783740,test,2,-0.5,108,12,48,1,943,93,24,-0.5
71618,13:33:40,387783740,test,2,-0.5,110,6,46,0,799,93,23,-0.5
71618,13:33:40,387783740,test,2,0.5,112,7,71,1,338,93,23,0.5
71618,13:33:40,387783740,test,2,-0.5,114,2,9,0,844,93,22,-0.5
71618,13:33:40,387783740,test,2,0.5,116,4,33,0,427,90,22,-0.5
71618,13:33:40,387783740,test,2,0.5,118,3,60,1,229,90,22,-0.5
71618,13:33:40,387783740,test,2,-0.5,120,8,43,0,415,90,21,-0.5
71618,13:33:40,387783740,test,2,0.5,122,6,45,1,236,90,21,-0.5
71618,13:33:40,387783740,test,2,0.5,124,2,65,1,319,91,21,-0.5
71618,13:33:40,387783740,test,2,-0.5,126,7,40,0,503,91,20,-0.5
71618,13:33:40,387783740,test,2,-0.5,128,1,65,0,608,91,20,-0.5
71618,13:33:40,387783740,test,2,-0.5,130,4,70,0,453,91,19,-0.5
71618,13:33:40,387783740,test,2,-0.5,132,10,50,0,626,91,18,-0.5
71618,13:33:40,387783740,test,2,-0.5,134,2,1,0,1192,91,18,0.5
71618,13:33:40,387783740,test,2,-0.5,136,3,53,0,1474,91,17,0.5
71618,13:33:40,387783740,test,2,0.5,138,10,8,1,751,91,17,-0.5
71618,13:33:40,387783740,test,2,0.5,140,12,17,1,602,91,17,-0.5
71618,13:33:40,387783740,test,2,-0.5,142,11,24,1,1021,91,20,-0.5
71618,13:33:40,387783740,test,2,-0.5,144,9,10,0,514,91,19,0.5
71618,07:34:33,608526962,test,2,0.5,2,8,59,0,547,0,0,-0.5
71618,07:34:33,608526962,test,2,0.5,4,6,48,0,465,0,0,-0.5
71618,07:34:33,608526962,test,2,0.5,6,5,64,0,577,0,0,-0.5
71618,07:34:33,608526962,test,2,-0.5,8,10,1,0,613,0,0,-0.5
71618,07:34:33,608526962,test,2,0.5,10,12,49,1,528,25,0,-0.5
71618,07:34:33,608526962,test,2,0.5,12,4,7,1,414,40,0,-0.5
71618,07:34:33,608526962,test,2,0.5,14,9,68,1,497,50,0,-0.5
71618,07:34:33,608526962,test,2,0.5,16,11,25,1,402,57,0,-0.5
71618,07:34:33,608526962,test,2,-0.5,18,5,71,0,474,57,0,-0.5
71618,07:34:33,608526962,test,2,0.5,20,2,60,0,690,50,0,-0.5
71618,07:34:33,608526962,test,2,0.5,22,8,33,1,521,55,0,-0.5
71618,07:34:33,608526962,test,2,0.5,24,12,44,1,609,60,0,-0.5
71618,07:34:33,608526962,test,2,0.5,26,11,61,1,531,63,0,-0.5
71618,07:34:33,608526962,test,2,0.5,28,7,8,0,512,58,0,-0.5
71618,07:34:33,608526962,test,2,-0.5,30,12,42,0,671,58,0,-0.5
71618,07:34:33,608526962,test,2,0.5,32,5,55,0,616,53,0,-0.5
71618,07:34:33,608526962,test,2,-0.5,34,7,18,0,594,53,0,-0.5
71618,07:34:33,608526962,test,2,0.5,36,10,14,0,565,50,0,-0.5
71618,07:34:33,608526962,test,2,0.5,38,6,11,0,426,46,0,-0.5
71618,07:34:33,608526962,test,2,-0.5,40,8,22,1,788,46,20,-0.5
71618,07:34:33,608526962,test,2,-0.5,42,11,35,1,472,46,33,-0.5
71618,07:34:33,608526962,test,2,-0.5,44,4,19,1,800,46,42,-0.5
71618,07:34:33,608526962,test,2,0.5,46,1,34,0,2075,43,42,-0.5
71618,07:34:33,608526962,test,2,0.5,48,9,31,0,435,41,42,-0.5
71618,07:34:33,608526962,test,2,-0.5,50,8,45,0,549,41,37,-0.5
71618,07:34:33,608526962,test,2,0.5,52,3,29,1,529,44,37,-0.5
71618,07:34:33,608526962,test,2,-0.5,54,9,2,1,416,44,44,-0.5
71618,07:34:33,608526962,test,2,-0.5,56,1,52,1,538,44,50,-0.5
71618,07:34:33,608526962,test,2,-0.5,58,2,23,1,407,44,54,-0.5
71618,07:34:33,608526962,test,2,0.5,60,4,46,1,458,47,54,-0.5
71618,07:34:33,608526962,test,2,-0.5,62,7,27,1,538,47,58,-0.5
71618,07:34:33,608526962,test,2,-0.5,64,4,9,1,392,47,61,-0.5
71618,07:34:33,608526962,test,2,-0.5,66,12,72,1,524,47,64,-0.5
71618,07:34:33,608526962,test,2,-0.5,68,3,32,1,649,47,66,-0.5
71618,07:34:33,608526962,test,2,0.5,70,9,57,1,578,50,66,-0.5
71618,07:34:33,608526962,test,2,0.5,72,7,21,1,616,52,66,-0.5
71618,07:34:33,608526962,test,2,-0.5,74,5,17,1,457,52,68,-0.5
71618,07:34:33,608526962,test,2,-0.5,76,10,66,1,506,52,70,-0.5
71618,07:34:33,608526962,test,2,0.5,78,6,56,0,641,50,70,-0.5
71618,07:34:33,608526962,test,2,-0.5,80,11,26,0,474,50,66,-0.5
71618,07:34:33,608526962,test,2,-0.5,82,6,69,0,586,50,63,-0.5
71618,07:34:33,608526962,test,2,0.5,84,12,41,1,661,52,63,-0.5
71618,07:34:33,608526962,test,2,0.5,86,4,39,1,438,54,63,-0.5
71618,07:34:33,608526962,test,2,0.5,88,3,63,0,519,52,63,-0.5
71618,07:34:33,608526962,test,2,-0.5,90,4,36,1,486,52,65,-0.5
71618,07:34:33,608526962,test,2,0.5,92,1,37,0,597,50,65,-0.5
71618,07:34:33,608526962,test,2,-0.5,94,7,30,0,536,50,61,-0.5
71618,07:34:33,608526962,test,2,-0.5,96,2,65,0,422,50,59,-0.5
71618,07:34:33,608526962,test,2,-0.5,98,10,6,1,513,50,60,-0.5
71618,07:34:33,608526962,test,2,0.5,100,5,62,1,551,51,60,-0.5
71618,07:34:33,608526962,test,2,0.5,102,11,58,1,460,53,60,-0.5
71618,07:34:33,608526962,test,2,0.5,104,2,20,0,1604,51,60,-0.5
71618,07:34:33,608526962,test,2,-0.5,106,6,40,1,472,51,62,-0.5
71618,07:34:33,608526962,test,2,0.5,108,10,24,1,591,53,62,-0.5
71618,07:34:33,608526962,test,2,-0.5,110,1,15,1,571,53,64,-0.5
71618,07:34:33,608526962,test,2,0.5,112,8,51,1,616,54,64,-0.5
71618,07:34:33,608526962,test,2,-0.5,114,11,13,1,490,54,65,-0.5
71618,07:34:33,608526962,test,2,-0.5,116,3,70,1,393,54,66,-0.5
71618,07:34:33,608526962,test,2,-0.5,118,5,12,0,469,54,64,-0.5
71618,07:34:33,608526962,test,2,-0.5,120,9,5,0,508,54,62,-0.5
71618,07:34:33,608526962,test,2,-0.5,122,8,43,1,419,54,63,-0.5
71618,07:34:33,608526962,test,2,-0.5,124,12,67,1,677,54,64,-0.5
71618,07:34:33,608526962,test,2,-0.5,126,9,4,1,466,54,65,-0.5
71618,07:34:33,608526962,test,2,-0.5,128,10,10,1,445,54,66,-0.5
71618,07:34:33,608526962,test,2,0.5,130,10,31,0,535,53,66,-0.5
71618,07:34:33,608526962,test,2,0.5,132,4,58,0,540,51,66,-0.5
71618,07:34:33,608526962,test,2,-0.5,134,12,72,1,538,51,67,-0.5
71618,07:34:33,608526962,test,2,-0.5,136,7,40,1,399,51,68,-0.5
71618,07:34:33,608526962,test,2,0.5,138,11,12,0,722,50,68,-0.5
71618,07:34:33,608526962,test,2,0.5,140,8,71,0,672,48,68,-0.5
71618,07:34:33,608526962,test,2,0.5,142,5,69,0,712,47,68,-0.5
71618,07:34:33,608526962,test,2,-0.5,144,6,50,0,431,47,66,-0.5
71618,22:33:10,187488134,test,2,-0.5,2,10,57,1,1174,0,100,0.5
71618,22:33:10,187488134,test,2,0.5,4,11,35,1,4369,100,100,0.5
71618,22:33:10,187488134,test,2,0.5,6,3,21,1,563,100,100,-0.5
71618,22:33:10,187488134,test,2,0.5,8,5,51,1,406,100,100,-0.5
71618,22:33:10,187488134,test,2,-0.5,10,9,71,1,79,100,100,0.5
71618,22:33:10,187488134,test,2,0.5,12,6,53,1,405,100,100,0.5
71618,22:33:10,187488134,test,2,-0.5,14,1,59,0,255,100,66,0.5
71618,22:33:10,187488134,test,2,-0.5,16,5,45,0,350,100,50,0.5
71618,22:33:10,187488134,test,2,-0.5,18,2,43,0,545,100,40,0.5
71618,22:33:10,187488134,test,2,-0.5,20,7,9,0,19269,100,33,0.5
71618,22:33:10,187488134,test,2,0.5,22,1,70,0,604,80,33,-0.5
71618,22:33:10,187488134,test,2,-0.5,24,11,54,0,468,80,28,-0.5
71618,22:33:10,187488134,test,2,0.5,26,2,32,0,91,66,28,-0.5
71618,22:33:10,187488134,test,2,0.5,28,9,17,0,7864,57,28,-0.5
71618,22:33:10,187488134,test,2,0.5,30,8,37,1,3014,62,28,-0.5
71618,22:33:10,187488134,test,2,-0.5,32,4,6,0,23,62,25,-0.5
71618,22:33:10,187488134,test,2,-0.5,34,7,22,0,2543,62,22,-0.5
71618,22:33:10,187488134,test,2,0.5,36,9,29,0,2210,55,22,-0.5
71618,22:33:10,187488134,test,2,0.5,38,2,11,1,195,60,22,-0.5
71618,22:33:10,187488134,test,2,0.5,40,3,44,1,92,63,22,-0.5
71618,22:33:10,187488134,test,2,-0.5,42,12,2,1,89,63,30,-0.5
71618,22:33:10,187488134,test,2,-0.5,44,6,50,1,79,63,36,-0.5
71618,22:33:10,187488134,test,2,-0.5,46,3,28,0,4861,63,33,-0.5
71618,22:33:10,187488134,test,2,0.5,48,5,14,0,3019,58,33,-0.5
71618,22:33:10,187488134,test,2,-0.5,50,8,58,0,3899,58,30,0.5
71618,22:33:10,187488134,test,2,0.5,52,11,4,0,408,53,30,0.5
71618,22:33:10,187488134,test,2,-0.5,54,11,40,0,458,53,28,0.5
71618,22:33:10,187488134,test,2,-0.5,56,9,69,0,513,53,26,0.5
71618,22:33:10,187488134,test,2,-0.5,58,2,20,0,4518,53,25,-0.5
71618,22:33:10,187488134,test,2,-0.5,60,10,36,1,970,53,29,-0.5
71618,22:33:10,187488134,test,2,-0.5,62,1,47,0,180,53,27,0.5
71618,22:33:10,187488134,test,2,-0.5,64,5,65,0,207,53,26,0.5
71618,22:33:10,187488134,test,2,-0.5,66,3,42,0,312,53,25,0.5
71618,22:33:10,187488134,test,2,-0.5,68,11,61,0,326,53,23,0.5
71618,22:33:10,187488134,test,2,0.5,70,7,23,1,290,57,23,0.5
71618,22:33:10,187488134,test,2,-0.5,72,10,12,0,368,57,22,0.5
71618,22:33:10,187488134,test,2,-0.5,74,6,8,0,675,57,21,0.5
71618,22:33:10,187488134,test,2,0.5,76,6,18,1,305,60,21,0.5
71618,22:33:10,187488134,test,2,0.5,78,1,1,0,607,56,21,0.5
71618,22:33:10,187488134,test,2,0.5,80,4,27,0,80,52,21,0.5
71618,22:33:10,187488134,test,2,-0.5,82,4,3,0,951,52,20,0.5
71618,22:33:10,187488134,test,2,0.5,84,12,33,0,418,50,20,0.5
71618,22:33:10,187488134,test,2,0.5,86,10,39,1,451,52,20,0.5
71618,22:33:10,187488134,test,2,-0.5,88,5,48,0,370,52,20,0.5
71618,22:33:10,187488134,test,2,-0.5,90,8,16,0,357,52,19,0.5
71618,22:33:10,187488134,test,2,-0.5,92,12,41,0,416,52,18,0.5
71618,22:33:10,187488134,test,2,0.5,94,8,56,1,617,55,18,0.5
71618,22:33:10,187488134,test,2,0.5,96,1,25,1,737,57,18,0.5
71618,22:33:10,187488134,test,2,0.5,98,12,38,1,4285,59,18,0.5
71618,22:33:10,187488134,test,2,0.5,100,9,26,0,1539,56,18,-0.5
71618,22:33:10,187488134,test,2,-0.5,102,2,46,1,1430,56,21,-0.5
71618,22:33:10,187488134,test,2,-0.5,104,9,64,0,2494,56,20,-0.5
71618,22:33:10,187488134,test,2,0.5,106,7,52,1,260,58,20,-0.5
71618,22:33:10,187488134,test,2,-0.5,108,1,55,0,186,58,20,0.5
71618,22:33:10,187488134,test,2,0.5,110,3,24,0,548,56,20,0.5
71618,22:33:10,187488134,test,2,0.5,112,10,7,0,784,53,20,0.5
71618,22:33:10,187488134,test,2,0.5,114,4,31,1,442,55,20,0.5
71618,22:33:10,187488134,test,2,-0.5,116,7,72,0,450,55,19,0.5
71618,22:33:10,187488134,test,2,0.5,118,6,60,0,466,53,19,0.5
71618,22:33:10,187488134,test,2,0.5,120,5,5,0,696,51,19,0.5
71618,22:33:10,187488134,test,2,-0.5,122,11,30,1,1582,51,21,-0.5
71618,22:33:10,187488134,test,2,0.5,124,11,49,1,584,53,21,0.5
71618,22:33:10,187488134,test,2,0.5,126,2,24,1,426,54,21,-0.5
71618,22:33:10,187488134,test,2,-0.5,128,7,17,0,258,54,21,0.5
71618,22:33:10,187488134,test,2,-0.5,130,1,56,0,545,54,20,0.5
71618,22:33:10,187488134,test,2,-0.5,132,2,16,0,5901,54,20,-0.5
71618,22:33:10,187488134,test,2,0.5,134,12,18,0,1626,53,20,-0.5
71618,22:33:10,187488134,test,2,0.5,136,7,15,1,1282,54,20,-0.5
71618,22:33:10,187488134,test,2,0.5,138,4,35,1,272,55,20,0.5
71618,22:33:10,187488134,test,2,0.5,140,6,44,1,758,57,20,-0.5
71618,22:33:10,187488134,test,2,-0.5,142,10,47,0,913,57,19,-0.5
71618,22:33:10,187488134,test,2,0.5,144,11,60,1,246,58,19,0.5
71618,05:36:06,3545965,test,2,0.5,2,1,53,1,412,100,0,0.5
71618,05:36:06,3545965,test,2,0.5,4,4,15,0,662,50,0,0.5
71618,05:36:06,3545965,test,2,0.5,6,5,3,1,369,66,0,0.5
71618,05:36:06,3545965,test,2,-0.5,8,10,19,0,780,66,0,0.5
71618,05:36:06,3545965,test,2,0.5,10,12,52,1,421,75,0,0.5
71618,05:36:06,3545965,test,2,0.5,12,11,39,1,335,80,0,0.5
71618,05:36:06,3545965,test,2,-0.5,14,8,65,0,551,80,0,0.5
71618,05:36:06,3545965,test,2,0.5,16,2,14,1,390,83,0,0.5
71618,05:36:06,3545965,test,2,0.5,18,10,28,1,361,85,0,0.5
71618,05:36:06,3545965,test,2,0.5,20,5,57,1,511,87,0,0.5
71618,05:36:06,3545965,test,2,-0.5,22,11,63,0,470,87,0,0.5
71618,05:36:06,3545965,test,2,-0.5,24,12,41,0,658,87,0,0.5
71618,05:36:06,3545965,test,2,0.5,26,11,5,1,425,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,28,5,64,0,327,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,30,6,10,0,422,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,32,6,35,1,382,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,34,9,17,1,390,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,36,3,1,0,369,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,38,1,70,0,323,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,40,7,4,0,387,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,42,5,36,0,326,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,44,11,61,0,434,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,46,4,34,0,438,83,0,0.5
71618,05:36:06,3545965,test,2,0.5,48,7,56,1,399,84,0,0.5
71618,05:36:06,3545965,test,2,0.5,50,2,26,1,624,85,0,0.5
71618,05:36:06,3545965,test,2,-0.5,52,8,49,0,314,85,0,0.5
71618,05:36:06,3545965,test,2,0.5,54,8,60,1,506,86,0,0.5
71618,05:36:06,3545965,test,2,0.5,56,3,38,1,347,87,0,0.5
71618,05:36:06,3545965,test,2,-0.5,58,9,8,0,366,87,0,0.5
71618,05:36:06,3545965,test,2,0.5,60,12,45,1,347,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,62,12,25,0,498,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,64,1,32,1,343,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,66,2,40,0,342,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,68,10,29,1,244,89,0,0.5
71618,05:36:06,3545965,test,2,-0.5,70,3,23,0,287,89,0,0.5
71618,05:36:06,3545965,test,2,-0.5,72,6,59,0,385,89,0,0.5
71618,05:36:06,3545965,test,2,-0.5,74,4,50,0,373,89,0,0.5
71618,05:36:06,3545965,test,2,-0.5,76,10,18,0,349,89,0,0.5
71618,05:36:06,3545965,test,2,-0.5,78,5,24,0,259,89,0,0.5
71618,05:36:06,3545965,test,2,0.5,80,3,37,1,343,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,82,12,68,1,342,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,84,1,42,0,271,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,86,3,21,0,315,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,88,10,67,0,314,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,90,6,47,0,373,90,0,0.5
71618,05:36:06,3545965,test,2,-0.5,92,11,31,0,338,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,94,8,43,1,366,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,96,1,16,1,281,91,0,0.5
71618,05:36:06,3545965,test,2,-0.5,98,8,11,0,267,91,0,0.5
71618,05:36:06,3545965,test,2,0.5,100,4,33,0,383,87,0,0.5
71618,05:36:06,3545965,test,2,-0.5,102,7,30,0,353,87,0,0.5
71618,05:36:06,3545965,test,2,0.5,104,11,44,1,270,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,106,2,20,1,336,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,108,6,9,1,389,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,110,9,22,1,281,89,0,0.5
71618,05:36:06,3545965,test,2,0.5,112,10,58,1,320,89,0,0.5
71618,05:36:06,3545965,test,2,-0.5,114,4,13,0,380,89,0,0.5
71618,05:36:06,3545965,test,2,0.5,116,5,62,1,338,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,118,7,66,1,336,90,0,0.5
71618,05:36:06,3545965,test,2,0.5,120,4,48,0,363,87,0,0.5
71618,05:36:06,3545965,test,2,0.5,122,10,71,1,374,87,0,0.5
71618,05:36:06,3545965,test,2,0.5,124,12,55,1,375,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,126,5,11,1,349,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,128,2,63,0,399,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,130,9,13,0,397,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,132,12,29,0,717,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,134,9,1,0,583,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,136,12,12,0,443,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,138,11,23,0,439,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,140,1,32,0,289,88,0,0.5
71618,05:36:06,3545965,test,2,-0.5,142,10,43,0,260,88,0,0.5
71618,05:36:06,3545965,test,2,0.5,144,6,68,1,404,88,0,0.5
71618,08:50:13,689281609,test,2,0.5,2,6,48,0,1379,0,0,-0.5
71618,08:50:13,689281609,test,2,-0.5,4,9,28,0,502,0,0,-0.5
71618,08:50:13,689281609,test,2,0.5,6,8,49,1,634,50,0,-0.5
71618,08:50:13,689281609,test,2,0.5,8,5,33,0,649,33,0,-0.5
71618,08:50:13,689281609,test,2,-0.5,10,3,61,0,496,33,0,-0.5
71618,08:50:13,689281609,test,2,-0.5,12,8,35,0,894,33,0,-0.5
71618,08:50:13,689281609,test,2,-0.5,14,4,65,0,467,33,0,-0.5
71618,08:50:13,689281609,test,2,-0.5,16,11,2,1,417,33,20,-0.5
71618,08:50:13,689281609,test,2,-0.5,18,10,58,0,490,33,16,-0.5
71618,08:50:13,689281609,test,2,0.5,20,10,19,1,631,50,16,-0.5
71618,08:50:13,689281609,test,2,-0.5,22,7,37,0,951,50,14,-0.5
71618,08:50:13,689281609,test,2,0.5,24,4,34,0,994,40,14,-0.5
71618,08:50:13,689281609,test,2,-0.5,26,10,54,1,1396,40,25,-0.5
71618,08:50:13,689281609,test,2,0.5,28,7,9,1,469,50,25,-0.5
71618,08:50:13,689281609,test,2,-0.5,30,4,64,0,483,50,22,-0.5
71618,08:50:13,689281609,test,2,-0.5,32,12,18,0,744,50,20,-0.5
71618,08:50:13,689281609,test,2,-0.5,34,8,3,0,556,50,18,-0.5
71618,08:50:13,689281609,test,2,0.5,36,12,21,0,455,42,18,-0.5
71618,08:50:13,689281609,test,2,-0.5,38,11,41,0,1006,42,16,-0.5
71618,08:50:13,689281609,test,2,0.5,40,1,70,1,647,50,16,-0.5
71618,08:50:13,689281609,test,2,0.5,42,12,63,0,582,44,16,-0.5
71618,08:50:13,689281609,test,2,0.5,44,10,26,0,560,40,16,-0.5
71618,08:50:13,689281609,test,2,0.5,46,2,27,0,818,36,16,-0.5
71618,08:50:13,689281609,test,2,-0.5,48,1,13,0,675,36,15,-0.5
71618,08:50:13,689281609,test,2,-0.5,50,3,25,0,553,36,14,-0.5
71618,08:50:13,689281609,test,2,-0.5,52,9,11,0,540,36,13,-0.5
71618,08:50:13,689281609,test,2,-0.5,54,5,38,0,871,36,12,-0.5
71618,08:50:13,689281609,test,2,0.5,56,5,4,1,550,41,12,-0.5
71618,08:50:13,689281609,test,2,-0.5,58,7,56,0,528,41,11,-0.5
71618,08:50:13,689281609,test,2,0.5,60,11,6,1,468,46,11,-0.5
71618,08:50:13,689281609,test,2,-0.5,62,2,53,0,451,46,11,-0.5
71618,08:50:13,689281609,test,2,0.5,64,6,47,1,602,50,11,-0.5
71618,08:50:13,689281609,test,2,0.5,66,8,57,0,986,46,11,-0.5
71618,08:50:13,689281609,test,2,0.5,68,7,36,1,452,50,11,-0.5
71618,08:50:13,689281609,test,2,0.5,70,9,22,0,651,47,11,-0.5
71618,08:50:13,689281609,test,2,-0.5,72,6,60,0,761,47,10,-0.5
71618,08:50:13,689281609,test,2,0.5,74,3,50,0,2156,44,10,-0.5
71618,08:50:13,689281609,test,2,-0.5,76,9,10,0,487,44,10,-0.5
71618,08:50:13,689281609,test,2,-0.5,78,7,14,0,613,44,9,-0.5
71618,08:50:13,689281609,test,2,-0.5,80,11,42,0,582,44,9,-0.5
71618,08:50:13,689281609,test,2,0.5,82,4,66,1,704,47,9,-0.5
71618,08:50:13,689281609,test,2,0.5,84,6,1,1,605,50,9,-0.5
71618,08:50:13,689281609,test,2,-0.5,86,12,45,0,862,50,8,-0.5
71618,08:50:13,689281609,test,2,0.5,88,5,55,0,564,47,8,-0.5
71618,08:50:13,689281609,test,2,-0.5,90,10,72,0,687,47,8,-0.5
71618,08:50:13,689281609,test,2,0.5,92,11,23,0,660,45,8,-0.5
71618,08:50:13,689281609,test,2,0.5,94,3,15,0,635,43,8,-0.5
71618,08:50:13,689281609,test,2,0.5,96,9,5,0,626,41,8,-0.5
71618,08:50:13,689281609,test,2,0.5,98,7,20,0,466,40,8,-0.5
71618,08:50:13,689281609,test,2,-0.5,100,6,52,0,369,40,8,-0.5
71618,08:50:13,689281609,test,2,0.5,102,10,16,1,803,42,8,-0.5
71618,08:50:13,689281609,test,2,-0.5,104,5,39,1,492,42,11,-0.5
71618,08:50:13,689281609,test,2,-0.5,106,2,67,0,449,42,11,-0.5
71618,08:50:13,689281609,test,2,0.5,108,1,46,1,528,44,11,-0.5
71618,08:50:13,689281609,test,2,0.5,110,12,30,1,524,46,11,-0.5
