date,time,subject,blockcode,blocknum,prime_type,trialnum,values.primestim,values.targetstim,correct,latency,trial.prime_positive.totalpercentcorrect,trial.prime_negative.totalpercentcorrect,party,influenced
80918,11:52:48,347524095,test,2,0,84,12,17,1,1582,71,38,1,0
80918,11:52:48,347524095,test,2,0,86,9,54,0,1616,71,36,1,1
80918,11:52:48,347524095,test,2,1,88,12,59,1,776,72,36,1,0
80918,11:52:48,347524095,test,2,1,90,5,9,1,1722,73,36,1,1
80918,11:52:48,347524095,test,2,0,92,7,16,1,1071,73,39,1,0
80918,11:52:48,347524095,test,2,1,94,9,67,0,917,70,39,1,0
80918,11:52:48,347524095,test,2,0,96,1,46,0,713,70,37,1,1
80918,11:52:48,347524095,test,2,1,98,11,5,1,990,72,37,1,0
80918,11:52:48,347524095,test,2,0,100,11,58,1,808,72,40,1,0
80918,11:52:48,347524095,test,2,0,102,2,72,0,625,72,38,1,1
80918,11:52:48,347524095,test,2,0,104,5,21,1,866,72,40,1,0
80918,11:52:48,347524095,test,2,1,106,10,63,1,735,73,40,1,0
80918,11:52:48,347524095,test,2,1,108,3,1,1,1570,74,40,1,0
80918,11:52:48,347524095,test,2,0,110,3,28,0,948,74,39,1,1
80918,11:52:48,347524095,test,2,1,112,7,39,1,656,75,39,1,0
80918,11:52:48,347524095,test,2,1,114,8,14,0,894,72,39,1,0
80918,11:52:48,347524095,test,2,0,116,6,71,1,1236,72,41,1,0
80918,11:52:48,347524095,test,2,1,118,6,51,0,1059,70,41,1,0
80918,11:52:48,347524095,test,2,0,120,10,10,1,1154,70,43,1,0
80918,11:52:48,347524095,test,2,0,122,8,42,0,644,70,41,1,1
80918,11:52:48,347524095,test,2,1,124,2,8,1,1124,70,41,1,1
80918,11:52:48,347524095,test,2,0,126,8,63,1,1305,70,43,1,0
80918,11:52:48,347524095,test,2,1,128,5,41,1,678,71,43,1,1
80918,11:52:48,347524095,test,2,0,130,5,48,1,1100,71,45,1,0
80918,11:52:48,347524095,test,2,1,132,6,20,1,2273,72,45,1,0
80918,11:52:48,347524095,test,2,1,134,4,51,1,847,73,45,1,0
80918,11:52:48,347524095,test,2,0,136,4,25,0,1191,73,44,1,1
80918,11:52:48,347524095,test,2,1,138,7,40,1,1536,74,44,1,0
80918,11:52:48,347524095,test,2,1,140,9,26,1,876,75,44,1,0
80918,11:52:48,347524095,test,2,0,142,7,62,1,938,75,45,1,0
80918,11:52:48,347524095,test,2,0,144,3,10,0,989,75,44,1,1
80918,09:19:05,77268698,test,2,0,2,12,1,0,649,0,0,1,0
80918,09:19:05,77268698,test,2,0,4,5,5,1,568,0,50,1,0
80918,09:19:05,77268698,test,2,1,6,3,23,0,426,0,50,1,0
80918,09:19:05,77268698,test,2,0,8,6,55,0,842,0,33,1,0
80918,09:19:05,77268698,test,2,0,10,7,69,1,385,0,50,1,0
80918,09:19:05,77268698,test,2,1,12,6,27,1,770,50,50,1,1
80918,09:19:05,77268698,test,2,0,14,11,52,0,781,50,40,1,0
80918,09:19:05,77268698,test,2,1,16,11,64,0,455,33,40,1,0
80918,09:19:05,77268698,test,2,0,18,9,15,1,1189,33,50,1,0
80918,09:19:05,77268698,test,2,0,20,10,33,0,1118,33,42,1,0
80918,09:19:05,77268698,test,2,0,22,3,17,0,866,33,37,1,1
80918,09:19:05,77268698,test,2,0,24,7,35,1,1617,33,44,1,0
80918,09:19:05,77268698,test,2,1,26,12,20,1,721,50,44,1,0
80918,09:19:05,77268698,test,2,1,28,4,37,1,493,60,44,1,0
80918,09:19:05,77268698,test,2,0,30,10,14,0,274,60,40,1,1
80918,09:19:05,77268698,test,2,0,32,4,13,1,616,60,45,1,0
80918,09:19:05,77268698,test,2,0,34,5,7,0,472,60,41,1,0
80918,09:19:05,77268698,test,2,1,36,9,24,1,454,66,41,1,0
80918,09:19:05,77268698,test,2,0,38,9,43,1,605,66,46,1,0
80918,09:19:05,77268698,test,2,0,40,6,4,1,733,66,50,1,0
80918,09:19:05,77268698,test,2,0,42,12,67,0,249,66,46,1,0
80918,09:19:05,77268698,test,2,0,44,1,65,0,288,66,43,1,0
80918,09:19:05,77268698,test,2,0,46,8,19,1,309,66,47,1,0
80918,09:19:05,77268698,test,2,0,48,2,70,0,506,66,44,1,1
80918,09:19:05,77268698,test,2,0,50,11,2,1,399,66,47,1,0
80918,09:19:05,77268698,test,2,0,52,11,46,0,160,66,45,1,0
80918,09:19:05,77268698,test,2,0,54,7,57,0,155,66,42,1,0
80918,09:19:05,77268698,test,2,1,56,10,3,1,229,71,42,1,0
80918,09:19:05,77268698,test,2,1,58,1,10,0,477,62,42,1,0
80918,09:19:05,77268698,test,2,0,60,5,8,1,83,62,45,1,0
80918,09:19:05,77268698,test,2,1,62,3,36,0,144,55,45,1,0
80918,09:19:05,77268698,test,2,0,64,9,49,0,140,55,43,1,0
80918,09:19:05,77268698,test,2,0,66,2,47,0,199,55,41,1,1
80918,09:19:05,77268698,test,2,1,68,2,56,0,689,50,41,1,0
80918,09:19:05,77268698,test,2,0,70,1,68,1,486,50,44,1,0
80918,09:19:05,77268698,test,2,0,72,10,29,1,235,50,46,1,0
80918,09:19:05,77268698,test,2,0,74,4,22,1,339,50,48,1,0
80918,09:19:05,77268698,test,2,1,76,12,30,0,166,45,48,1,0
80918,09:19:05,77268698,test,2,0,78,8,34,1,440,45,50,1,0
80918,09:19:05,77268698,test,2,1,80,5,72,0,479,41,50,1,0
80918,09:19:05,77268698,test,2,1,82,7,38,1,421,46,50,1,0
80918,09:19:05,77268698,test,2,0,84,3,6,0,309,46,48,1,1
80918,09:19:05,77268698,test,2,0,86,6,48,1,866,46,50,1,0
80918,09:19:05,77268698,test,2,1,88,8,9,0,432,42,50,1,0
80918,09:19:05,77268698,test,2,1,90,11,62,1,352,46,50,1,0
80918,09:19:05,77268698,test,2,1,92,4,53,0,418,43,50,1,0
80918,09:19:05,77268698,test,2,1,94,6,41,0,530,41,50,1,0
80918,09:19:05,77268698,test,2,1,96,10,21,1,558,44,50,1,0
80918,09:19:05,77268698,test,2,1,98,9,60,1,761,47,50,1,1
80918,09:19:05,77268698,test,2,1,100,5,11,0,380,45,50,1,0
80918,09:19:05,77268698,test,2,0,102,12,51,1,486,45,51,1,0
80918,09:19:05,77268698,test,2,1,104,8,59,0,403,42,51,1,0
80918,09:19:05,77268698,test,2,1,106,9,66,1,412,45,51,1,0
80918,09:19:05,77268698,test,2,0,108,2,31,0,580,45,50,1,0
80918,09:19:05,77268698,test,2,1,110,4,12,1,630,47,50,1,0
80918,09:19:05,77268698,test,2,0,112,12,54,0,270,47,48,1,0
80918,09:19:05,77268698,test,2,1,114,1,63,0,556,45,48,1,0
80918,09:19:05,77268698,test,2,1,116,10,44,1,527,48,48,1,0
80918,09:19:05,77268698,test,2,0,118,3,18,0,387,48,47,1,0
80918,09:19:05,77268698,test,2,1,120,6,58,1,268,50,47,1,0
80918,09:19:05,77268698,test,2,1,122,2,50,0,194,48,47,1,0
80918,09:19:05,77268698,test,2,1,124,7,28,1,411,50,47,1,1
80918,09:19:05,77268698,test,2,1,126,3,7,1,412,51,47,1,0
80918,09:19:05,77268698,test,2,0,128,9,49,0,333,51,45,1,0
80918,09:19:05,77268698,test,2,1,130,12,71,0,776,50,45,1,0
80918,09:19:05,77268698,test,2,1,132,11,22,1,362,51,45,1,0
80918,09:19:05,77268698,test,2,1,134,12,64,0,557,50,45,1,0
80918,09:19:05,77268698,test,2,1,136,3,6,0,599,48,45,1,0
80918,09:19:05,77268698,test,2,1,138,8,21,1,696,50,45,1,0
80918,09:19:05,77268698,test,2,1,140,9,68,0,653,48,45,1,0
80918,09:19:05,77268698,test,2,1,142,6,67,0,636,47,45,1,0
80918,09:19:05,77268698,test,2,0,144,11,46,1,227,47,47,1,0
80918,12:29:46,408892577,test,2,1,2,10,48,1,109,100,0,1,0
80918,12:29:46,408892577,test,2,1,4,9,63,0,313,50,0,1,0
80918,12:29:46,408892577,test,2,1,6,7,8,0,302,33,0,1,0
80918,12:29:46,408892577,test,2,0,8,8,37,1,27,33,100,1,0
80918,12:29:46,408892577,test,2,0,10,2,18,1,650,33,100,1,0
80918,12:29:46,408892577,test,2,1,12,2,43,0,289,25,100,1,0
80918,12:29:46,408892577,test,2,1,14,4,72,0,430,20,100,1,0
80918,12:29:46,408892577,test,2,0,16,1,52,1,1198,20,100,1,0
80918,12:29:46,408892577,test,2,0,18,12,56,0,335,20,75,1,0
80918,12:29:46,408892577,test,2,0,20,10,34,1,298,20,80,1,0
80918,12:29:46,408892577,test,2,0,22,3,50,0,176,20,66,1,0
80918,12:29:46,408892577,test,2,1,24,11,14,1,249,33,66,1,0
80918,12:29:46,408892577,test,2,0,26,11,57,1,480,33,71,1,0
80918,12:29:46,408892577,test,2,1,28,3,49,0,310,28,71,1,0
80918,12:29:46,408892577,test,2,0,30,6,16,0,307,28,62,1,0
80918,12:29:46,408892577,test,2,1,32,12,13,0,223,25,62,1,0
80918,12:29:46,408892577,test,2,0,34,2,25,1,23,25,66,1,0
80918,12:29:46,408892577,test,2,0,36,5,54,1,335,25,70,1,0
80918,12:29:46,408892577,test,2,0,38,10,59,0,338,25,63,1,1
80918,12:29:46,408892577,test,2,0,40,3,41,1,382,25,66,1,0
80918,12:29:46,408892577,test,2,0,42,4,1,1,328,25,69,1,0
80918,12:29:46,408892577,test,2,1,44,7,12,0,148,22,69,1,0
80918,12:29:46,408892577,test,2,0,46,12,17,0,303,22,64,1,0
80918,12:29:46,408892577,test,2,1,48,4,36,1,435,30,64,1,0
80918,12:29:46,408892577,test,2,0,50,1,21,0,323,30,60,1,0
80918,12:29:46,408892577,test,2,0,52,8,33,0,359,30,56,1,0
80918,12:29:46,408892577,test,2,1,54,8,68,1,1113,36,56,1,0
80918,12:29:46,408892577,test,2,1,56,5,61,0,446,33,56,1,0
80918,12:29:46,408892577,test,2,1,58,6,26,1,3245,38,56,1,0
80918,12:29:46,408892577,test,2,0,60,11,28,1,372,38,58,1,0
80918,12:29:46,408892577,test,2,1,62,2,5,0,414,35,58,1,0
80918,12:29:46,408892577,test,2,1,64,1,69,1,382,40,58,1,0
80918,12:29:46,408892577,test,2,1,66,11,45,1,688,43,58,1,0
80918,12:29:46,408892577,test,2,1,68,10,31,0,285,41,58,1,0
80918,12:29:46,408892577,test,2,1,70,3,51,1,1298,44,58,1,0
80918,12:29:46,408892577,test,2,0,72,7,46,0,296,44,55,1,0
80918,12:29:46,408892577,test,2,1,74,9,60,1,213,47,55,1,0
80918,12:29:46,408892577,test,2,0,76,9,24,1,310,47,57,1,0
80918,12:29:46,408892577,test,2,1,78,9,53,0,290,45,57,1,0
80918,12:29:46,408892577,test,2,0,80,7,70,1,375,45,60,1,0
80918,12:29:46,408892577,test,2,1,82,11,29,0,2849,42,60,1,0
80918,12:29:46,408892577,test,2,0,84,4,11,1,1464,42,61,1,0
80918,12:29:46,408892577,test,2,1,86,7,6,1,3407,45,61,1,0
80918,12:29:46,408892577,test,2,1,88,1,7,0,639,43,61,1,0
80918,12:29:46,408892577,test,2,0,90,6,20,0,2342,43,59,1,0
80918,12:29:46,408892577,test,2,1,92,12,22,1,802,45,59,1,0
80918,12:29:46,408892577,test,2,1,94,10,39,1,1554,48,59,1,0
80918,12:29:46,408892577,test,2,0,96,11,44,0,620,48,56,1,0
80918,12:29:46,408892577,test,2,0,98,2,62,1,300,48,58,1,0
80918,12:29:46,408892577,test,2,1,100,5,4,1,497,50,58,1,1
80918,12:29:46,408892577,test,2,0,102,9,55,0,423,50,56,1,0
80918,12:29:46,408892577,test,2,0,104,8,42,1,807,50,57,1,0
80918,12:29:46,408892577,test,2,0,106,5,40,1,375,50,59,1,0
80918,12:29:46,408892577,test,2,0,108,12,2,0,505,50,57,1,0
80918,12:29:46,408892577,test,2,1,110,4,10,1,462,51,57,1,0
80918,12:29:46,408892577,test,2,0,112,3,30,0,468,51,55,1,0
80918,12:29:46,408892577,test,2,0,114,1,64,1,235,51,56,1,0
80918,12:29:46,408892577,test,2,1,116,3,47,1,169,53,56,1,0
80918,12:29:46,408892577,test,2,0,118,10,23,1,339,53,58,1,0
80918,12:29:46,408892577,test,2,1,120,8,71,0,526,51,58,1,0
80918,12:29:46,408892577,test,2,1,122,2,65,1,322,53,58,1,0
80918,12:29:46,408892577,test,2,1,124,6,27,0,366,51,58,1,0
80918,12:29:46,408892577,test,2,1,126,9,21,1,424,53,58,1,0
80918,12:29:46,408892577,test,2,0,128,10,52,1,360,53,59,1,0
80918,12:29:46,408892577,test,2,1,130,12,70,0,642,51,59,1,0
80918,12:29:46,408892577,test,2,1,132,3,53,1,441,52,59,1,1
80918,12:29:46,408892577,test,2,1,134,4,29,1,513,54,59,1,0
80918,12:29:46,408892577,test,2,0,136,3,3,0,262,54,57,1,1
80918,12:29:46,408892577,test,2,0,138,11,5,1,381,54,58,1,0
80918,12:29:46,408892577,test,2,0,140,1,47,0,599,54,57,1,0
80918,12:29:46,408892577,test,2,1,142,8,43,1,409,55,57,1,0
80918,12:29:46,408892577,test,2,0,144,6,44,1,561,55,58,1,0
80918,12:37:21,210361004,test,2,1,2,10,25,1,803,100,0,1,0
80918,12:37:21,210361004,test,2,1,4,11,66,1,665,100,0,1,0
80918,12:37:21,210361004,test,2,1,6,3,13,1,522,100,0,1,0
80918,12:37:21,210361004,test,2,0,8,8,72,1,559,100,100,1,0
80918,12:37:21,210361004,test,2,1,10,4,17,1,542,100,100,1,0
80918,12:37:21,210361004,test,2,1,12,8,2,1,1434,100,100,1,0
80918,12:37:21,210361004,test,2,1,14,7,32,1,668,100,100,1,0
80918,12:37:21,210361004,test,2,0,16,11,68,1,505,100,100,1,0
80918,12:37:21,210361004,test,2,0,18,9,33,1,663,100,100,1,0
80918,12:37:21,210361004,test,2,1,20,1,5,0,554,85,100,1,0
80918,12:37:21,210361004,test,2,1,22,4,6,1,771,87,100,1,0
80918,12:37:21,210361004,test,2,1,24,8,16,0,529,77,100,1,0
80918,12:37:21,210361004,test,2,1,26,9,15,0,850,70,100,1,0
80918,12:37:21,210361004,test,2,0,28,10,8,1,1556,70,100,1,0
80918,12:37:21,210361004,test,2,0,30,5,23,1,607,70,100,1,0
80918,12:37:21,210361004,test,2,0,32,1,64,0,508,70,83,1,0
80918,12:37:21,210361004,test,2,1,34,6,19,0,803,63,83,1,0
80918,12:37:21,210361004,test,2,1,36,7,61,0,661,58,83,1,0
80918,12:37:21,210361004,test,2,0,38,12,54,1,669,58,85,1,0
80918,12:37:21,210361004,test,2,1,40,5,31,0,627,53,85,1,0
80918,12:37:21,210361004,test,2,0,42,1,29,1,700,53,87,1,0
80918,12:37:21,210361004,test,2,0,44,5,38,1,626,53,88,1,0
80918,12:37:21,210361004,test,2,0,46,12,46,1,638,53,90,1,0
80918,12:37:21,210361004,test,2,0,48,11,50,0,645,53,81,1,0
80918,12:37:21,210361004,test,2,0,50,10,71,0,756,53,75,1,0
80918,12:37:21,210361004,test,2,0,52,4,45,0,559,53,69,1,0
80918,12:37:21,210361004,test,2,1,54,2,35,1,1291,57,69,1,0
80918,12:37:21,210361004,test,2,0,56,7,42,0,921,57,64,1,0
80918,12:37:21,210361004,test,2,0,58,9,30,1,615,57,66,1,0
80918,12:37:21,210361004,test,2,0,60,2,11,1,696,57,68,1,0
80918,12:37:21,210361004,test,2,1,62,3,60,0,817,53,68,1,0
80918,12:37:21,210361004,test,2,1,64,11,47,0,681,50,68,1,0
80918,12:37:21,210361004,test,2,1,66,1,67,0,627,47,68,1,0
80918,12:37:21,210361004,test,2,1,68,12,34,0,794,44,68,1,0
80918,12:37:21,210361004,test,2,0,70,8,65,0,581,44,64,1,0
80918,12:37:21,210361004,test,2,1,72,10,53,0,940,42,64,1,0
80918,12:37:21,210361004,test,2,0,74,6,40,0,2625,42,61,1,0
80918,12:37:21,210361004,test,2,1,76,3,44,0,741,40,61,1,0
80918,12:37:21,210361004,test,2,1,78,10,48,0,579,38,61,1,0
80918,12:37:21,210361004,test,2,0,80,3,52,0,862,38,57,1,0
80918,12:37:21,210361004,test,2,1,82,12,21,1,621,40,57,1,0
80918,12:37:21,210361004,test,2,1,84,9,63,0,733,39,57,1,0
80918,12:37:21,210361004,test,2,0,86,11,39,1,566,39,60,1,0
80918,12:37:21,210361004,test,2,1,88,1,3,1,658,41,60,1,0
80918,12:37:21,210361004,test,2,0,90,4,1,0,622,41,57,1,0
80918,12:37:21,210361004,test,2,1,92,5,51,0,1155,40,57,1,0
80918,12:37:21,210361004,test,2,0,94,12,58,1,1248,40,59,1,0
80918,12:37:21,210361004,test,2,0,96,5,4,0,1335,40,56,1,0
80918,12:37:21,210361004,test,2,1,98,7,22,1,808,42,56,1,0
80918,12:37:21,210361004,test,2,1,100,11,27,1,527,44,56,1,0
80918,12:37:21,210361004,test,2,1,102,4,24,1,522,46,56,1,0
80918,12:37:21,210361004,test,2,1,104,8,18,1,1937,48,56,1,0
80918,12:37:21,210361004,test,2,0,106,2,56,0,943,48,54,1,0
80918,12:37:21,210361004,test,2,0,108,3,55,0,711,48,52,1,0
80918,12:37:21,210361004,test,2,0,110,1,7,0,1235,48,50,1,0
80918,12:37:21,210361004,test,2,1,112,2,36,1,566,50,50,1,0
80918,12:37:21,210361004,test,2,0,114,6,28,1,1885,50,51,1,0
80918,12:37:21,210361004,test,2,0,116,7,12,1,1419,50,53,1,0
80918,12:37:21,210361004,test,2,1,118,6,9,1,463,51,53,1,0
80918,12:37:21,210361004,test,2,0,120,9,26,0,538,51,51,1,0
80918,12:37:21,210361004,test,2,0,122,10,59,1,676,51,53,1,0
80918,12:37:21,210361004,test,2,0,124,8,10,0,701,51,51,1,0
80918,12:37:21,210361004,test,2,1,126,5,48,0,501,50,51,1,0
80918,12:37:21,210361004,test,2,1,128,9,1,0,642,48,51,1,0
80918,12:37:21,210361004,test,2,0,130,12,56,0,454,48,50,1,0
80918,12:37:21,210361004,test,2,1,132,3,13,1,786,50,50,1,0
80918,12:37:21,210361004,test,2,0,134,6,62,0,598,50,48,1,0
80918,12:37:21,210361004,test,2,0,136,2,7,0,1436,50,47,1,0
80918,12:37:21,210361004,test,2,1,138,4,37,1,865,51,47,1,0
80918,12:37:21,210361004,test,2,1,140,6,6,1,1055,52,47,1,0
80918,12:37:21,210361004,test,2,0,142,3,42,0,645,52,45,1,0
80918,12:37:21,210361004,test,2,0,144,9,49,1,739,52,47,1,0
80918,12:39:37,24223154,test,2,0,2,12,5,0,1892,0,0,1,1
80918,12:39:37,24223154,test,2,1,4,1,22,1,936,100,0,1,1
80918,12:39:37,24223154,test,2,1,6,10,10,1,959,100,0,1,0
80918,12:39:37,24223154,test,2,0,8,8,40,0,1315,100,0,1,1
80918,12:39:37,24223154,test,2,0,10,11,9,1,1259,100,33,1,0
80918,12:39:37,24223154,test,2,1,12,5,38,1,854,100,33,1,1
80918,12:39:37,24223154,test,2,1,14,2,13,1,741,100,33,1,1
80918,12:39:37,24223154,test,2,0,16,1,57,0,1162,100,25,1,0
80918,12:39:37,24223154,test,2,1,18,9,28,1,587,100,25,1,1
80918,12:39:37,24223154,test,2,1,20,8,65,0,1110,83,25,1,0
80918,12:39:37,24223154,test,2,0,22,6,18,0,1022,83,20,1,0
80918,12:39:37,24223154,test,2,0,24,9,11,1,723,83,33,1,1
80918,12:39:37,24223154,test,2,1,26,12,12,1,714,85,33,1,0
80918,12:39:37,24223154,test,2,0,28,2,53,0,1293,85,28,1,1
80918,12:39:37,24223154,test,2,0,30,11,30,1,1209,85,37,1,0
80918,12:39:37,24223154,test,2,0,32,3,54,0,1049,85,33,1,1
80918,12:39:37,24223154,test,2,1,34,8,71,0,1115,75,33,1,0
80918,12:39:37,24223154,test,2,0,36,10,69,1,1647,75,40,1,0
80918,12:39:37,24223154,test,2,1,38,9,42,1,659,77,40,1,0
80918,12:39:37,24223154,test,2,0,40,9,64,1,1659,77,45,1,0
80918,12:39:37,24223154,test,2,0,42,5,6,1,896,77,50,1,0
80918,12:39:37,24223154,test,2,1,44,7,33,1,733,80,50,1,0
80918,12:39:37,24223154,test,2,1,46,3,66,1,856,81,50,1,1
80918,12:39:37,24223154,test,2,0,48,7,8,1,1017,81,53,1,0
80918,12:39:37,24223154,test,2,0,50,4,50,1,1098,81,57,1,0
80918,12:39:37,24223154,test,2,0,52,12,68,1,944,81,60,1,0
80918,12:39:37,24223154,test,2,0,54,8,63,1,1308,81,62,1,0
80918,12:39:37,24223154,test,2,0,56,6,52,1,1371,81,64,1,0
80918,12:39:37,24223154,test,2,0,58,2,23,0,991,81,61,1,0
80918,12:39:37,24223154,test,2,0,60,1,48,1,845,81,63,1,0
80918,12:39:37,24223154,test,2,0,62,4,49,1,856,81,65,1,0
80918,12:39:37,24223154,test,2,1,64,10,72,0,972,75,65,1,0
80918,12:39:37,24223154,test,2,0,66,1,17,1,1480,75,66,1,0
80918,12:39:37,24223154,test,2,0,68,7,7,1,661,75,68,1,0
80918,12:39:37,24223154,test,2,1,70,12,47,1,939,76,68,1,0
80918,12:39:37,24223154,test,2,1,72,5,44,1,738,78,68,1,0
80918,12:39:37,24223154,test,2,0,74,11,56,1,665,78,69,1,0
80918,12:39:37,24223154,test,2,1,76,1,45,1,589,80,69,1,0
80918,12:39:37,24223154,test,2,1,78,6,67,0,809,75,69,1,0
80918,12:39:37,24223154,test,2,1,80,4,20,1,580,76,69,1,0
80918,12:39:37,24223154,test,2,0,82,10,51,1,673,76,70,1,0
80918,12:39:37,24223154,test,2,1,84,2,37,1,580,77,70,1,0
80918,12:39:37,24223154,test,2,1,86,11,61,1,527,78,70,1,0
80918,12:39:37,24223154,test,2,1,88,2,24,1,506,80,70,1,0
80918,12:39:37,24223154,test,2,1,90,7,19,1,497,80,70,1,0
80918,12:39:37,24223154,test,2,1,92,12,46,1,515,81,70,1,0
80918,12:39:37,24223154,test,2,0,94,6,2,1,880,81,72,1,0
80918,12:39:37,24223154,test,2,0,96,2,41,1,684,81,73,1,0
80918,12:39:37,24223154,test,2,1,98,3,36,1,499,82,73,1,0
80918,12:39:37,24223154,test,2,1,100,9,4,0,1645,79,73,1,0
80918,12:39:37,24223154,test,2,1,102,4,62,1,656,80,73,1,0
80918,12:39:37,24223154,test,2,1,104,1,58,1,996,80,73,1,0
80918,12:39:37,24223154,test,2,0,106,8,55,0,677,80,70,1,0
80918,12:39:37,24223154,test,2,1,108,10,21,1,466,81,70,1,0
80918,12:39:37,24223154,test,2,0,110,12,39,1,682,81,71,1,0
80918,12:39:37,24223154,test,2,0,112,9,35,1,700,81,72,1,0
80918,12:39:37,24223154,test,2,0,114,5,3,0,824,81,70,1,1
80918,12:39:37,24223154,test,2,1,116,6,70,1,707,82,70,1,0
80918,12:39:37,24223154,test,2,1,118,5,34,1,539,82,70,1,0
80918,12:39:37,24223154,test,2,1,120,8,29,1,519,83,70,1,0
80918,12:39:37,24223154,test,2,1,122,11,60,1,614,83,70,1,0
80918,12:39:37,24223154,test,2,1,124,10,16,1,693,84,70,1,0
80918,12:39:37,24223154,test,2,1,126,8,31,1,500,84,70,1,0
80918,12:39:37,24223154,test,2,1,128,1,37,1,631,85,70,1,0
80918,12:39:37,24223154,test,2,0,130,3,4,1,1396,85,70,1,0
80918,12:39:37,24223154,test,2,0,132,12,15,1,393,85,71,1,0
80918,12:39:37,24223154,test,2,0,134,3,64,0,769,85,69,1,0
80918,12:39:37,24223154,test,2,1,136,6,62,1,414,85,69,1,0
80918,12:39:37,24223154,test,2,0,138,8,54,1,695,85,70,1,0
80918,12:39:37,24223154,test,2,0,140,1,17,1,968,85,71,1,0
80918,12:39:37,24223154,test,2,0,142,4,50,1,470,85,72,1,0
80918,12:39:37,24223154,test,2,1,144,4,68,1,626,86,72,1,0
80918,12:39:42,833954947,test,2,1,2,5,60,1,1697,100,0,1,1
80918,12:39:42,833954947,test,2,1,4,11,4,0,1315,50,0,1,0
80918,12:39:42,833954947,test,2,0,6,8,69,0,1693,50,0,1,1
80918,12:39:42,833954947,test,2,0,8,12,67,0,1327,50,0,1,1
80918,12:39:42,833954947,test,2,1,10,3,63,1,996,66,0,1,1
80918,12:39:42,833954947,test,2,0,12,11,55,0,1981,66,0,1,1
80918,12:39:42,833954947,test,2,0,14,9,41,0,972,66,0,1,1
80918,12:39:42,833954947,test,2,1,16,10,32,1,778,75,0,1,0
80918,12:39:42,833954947,test,2,0,18,10,27,1,1249,75,20,1,0
80918,12:39:42,833954947,test,2,0,20,4,10,0,1844,75,16,1,1
80918,12:39:42,833954947,test,2,1,22,1,43,0,1606,60,16,1,0
