date,time,subject,blockcode,blocknum,prime_type,trialnum,values.primestim,values.targetstim,correct,latency,trial.prime_positive.totalpercentcorrect,trial.prime_negative.totalpercentcorrect,party,influenced
80918,10:16:22,207177671,test,2,1,108,7,14,0,362,34,28,1,1
80918,10:16:22,207177671,test,2,0,110,4,42,0,235,34,26,1,1
80918,10:16:22,207177671,test,2,0,112,6,36,0,246,34,25,1,1
80918,10:16:22,207177671,test,2,0,114,3,11,0,517,34,25,1,1
80918,10:16:22,207177671,test,2,1,116,9,3,0,1690,33,25,1,1
80918,10:16:22,207177671,test,2,0,118,12,15,0,41,33,24,1,1
80918,10:16:22,207177671,test,2,0,120,5,69,0,462,33,23,1,1
80918,10:16:22,207177671,test,2,0,122,11,7,0,530,33,22,1,1
80918,10:16:22,207177671,test,2,1,124,4,63,0,35,32,22,1,1
80918,10:16:22,207177671,test,2,1,126,3,41,1,1085,34,22,1,1
80918,10:16:22,207177671,test,2,0,128,8,39,0,199,34,21,1,1
80918,10:16:22,207177671,test,2,1,130,9,48,1,690,36,21,1,1
80918,10:16:22,207177671,test,2,0,132,7,49,0,279,36,21,1,1
80918,10:16:22,207177671,test,2,1,134,1,2,1,152,38,21,1,1
80918,10:16:22,207177671,test,2,1,136,7,15,1,241,40,21,1,1
80918,10:16:22,207177671,test,2,0,138,12,29,1,276,40,23,1,0
80918,10:16:22,207177671,test,2,1,140,10,1,1,322,41,23,1,1
80918,10:16:22,207177671,test,2,0,142,3,4,0,225,41,22,1,1
80918,10:16:22,207177671,test,2,0,144,11,27,1,798,41,25,1,0
80918,12:16:48,51723877,test,2,1,2,9,53,1,839,100,0,1,0
80918,12:16:48,51723877,test,2,1,4,10,38,1,576,100,0,1,0
80918,12:16:48,51723877,test,2,0,6,7,42,0,1594,100,0,1,1
80918,12:16:48,51723877,test,2,0,8,6,54,1,1022,100,50,1,0
80918,12:16:48,51723877,test,2,0,10,9,65,1,649,100,66,1,0
80918,12:16:48,51723877,test,2,0,12,1,64,1,722,100,75,1,0
80918,12:16:48,51723877,test,2,0,14,5,67,1,840,100,80,1,0
80918,12:16:48,51723877,test,2,0,16,2,52,1,555,100,83,1,0
80918,12:16:48,51723877,test,2,0,18,12,16,1,3508,100,85,1,0
80918,12:16:48,51723877,test,2,1,20,8,5,1,1297,100,85,1,0
80918,12:16:48,51723877,test,2,0,22,9,43,1,932,100,87,1,0
80918,12:16:48,51723877,test,2,1,24,2,25,1,637,100,87,1,0
80918,12:16:48,51723877,test,2,0,26,8,12,1,728,100,88,1,0
80918,12:16:48,51723877,test,2,1,28,5,22,1,872,100,88,1,0
80918,12:16:48,51723877,test,2,1,30,3,9,1,595,100,88,1,0
80918,12:16:48,51723877,test,2,1,32,7,10,1,662,100,88,1,0
80918,12:16:48,51723877,test,2,1,34,11,61,1,622,100,88,1,0
80918,12:16:48,51723877,test,2,1,36,9,69,1,961,100,88,1,0
80918,12:16:48,51723877,test,2,1,38,7,4,0,997,90,88,1,0
80918,12:16:48,51723877,test,2,0,40,12,15,1,443,90,90,1,0
80918,12:16:48,51723877,test,2,0,42,1,55,1,801,90,90,1,0
80918,12:16:48,51723877,test,2,0,44,5,31,1,1214,90,91,1,0
80918,12:16:48,51723877,test,2,1,46,5,21,1,651,90,91,1,0
80918,12:16:48,51723877,test,2,1,48,4,37,0,1195,83,91,1,0
80918,12:16:48,51723877,test,2,1,50,3,8,1,836,84,91,1,1
80918,12:16:48,51723877,test,2,1,52,10,40,1,760,85,91,1,0
80918,12:16:48,51723877,test,2,1,54,12,35,1,499,86,91,1,0
80918,12:16:48,51723877,test,2,1,56,8,71,1,695,87,91,1,0
80918,12:16:48,51723877,test,2,0,58,10,36,1,801,87,92,1,0
80918,12:16:48,51723877,test,2,0,60,6,45,0,843,87,85,1,1
80918,12:16:48,51723877,test,2,1,62,1,51,1,566,88,85,1,0
80918,12:16:48,51723877,test,2,1,64,2,30,1,4831,88,85,1,0
80918,12:16:48,51723877,test,2,1,66,6,33,1,511,89,85,1,0
80918,12:16:48,51723877,test,2,1,68,8,68,1,1277,90,85,1,0
80918,12:16:48,51723877,test,2,0,70,4,17,1,716,90,86,1,0
80918,12:16:48,51723877,test,2,0,72,3,11,1,525,90,87,1,0
80918,12:16:48,51723877,test,2,0,74,11,23,1,803,90,88,1,0
80918,12:16:48,51723877,test,2,0,76,7,6,1,601,90,88,1,0
80918,12:16:48,51723877,test,2,0,78,2,39,1,738,90,89,1,0
80918,12:16:48,51723877,test,2,0,80,4,49,0,1412,90,85,1,1
80918,12:16:48,51723877,test,2,1,82,9,34,1,886,90,85,1,0
80918,12:16:48,51723877,test,2,1,84,1,24,1,582,90,85,1,0
80918,12:16:48,51723877,test,2,0,86,2,44,0,967,90,80,1,0
80918,12:16:48,51723877,test,2,0,88,8,70,1,1471,90,81,1,0
80918,12:16:48,51723877,test,2,1,90,2,66,1,796,91,81,1,0
80918,12:16:48,51723877,test,2,1,92,4,57,0,841,87,81,1,0
80918,12:16:48,51723877,test,2,0,94,3,48,1,869,87,82,1,0
80918,12:16:48,51723877,test,2,0,96,7,1,1,750,87,83,1,0
80918,12:16:48,51723877,test,2,0,98,11,32,1,791,87,84,1,0
80918,12:16:48,51723877,test,2,0,100,5,60,1,668,87,84,1,0
80918,12:16:48,51723877,test,2,0,102,1,3,1,699,87,85,1,0
80918,12:16:48,51723877,test,2,1,104,3,72,1,462,88,85,1,0
80918,12:16:48,51723877,test,2,1,106,10,47,1,543,88,85,1,0
80918,12:16:48,51723877,test,2,1,108,11,46,1,416,88,85,1,0
80918,12:16:48,51723877,test,2,1,110,7,63,1,457,89,85,1,0
80918,12:16:48,51723877,test,2,0,112,9,7,1,495,89,85,1,0
80918,12:16:48,51723877,test,2,1,114,5,18,1,699,89,85,1,0
80918,12:16:48,51723877,test,2,0,116,12,26,1,584,89,86,1,0
80918,12:16:48,51723877,test,2,1,118,6,2,1,652,90,86,1,0
80918,12:16:48,51723877,test,2,0,120,6,50,1,397,90,86,1,0
80918,12:16:48,51723877,test,2,1,122,12,28,1,545,90,86,1,0
80918,12:16:48,51723877,test,2,0,124,10,20,1,2204,90,87,1,0
80918,12:16:48,51723877,test,2,1,126,12,14,1,458,90,87,1,0
80918,12:16:48,51723877,test,2,0,128,5,46,1,738,90,87,1,0
80918,12:16:48,51723877,test,2,0,130,6,25,1,525,90,87,1,0
80918,12:16:48,51723877,test,2,0,132,8,20,1,639,90,88,1,0
80918,12:16:48,51723877,test,2,1,134,5,50,1,579,90,88,1,0
80918,12:16:48,51723877,test,2,1,136,10,41,1,305,91,88,1,0
80918,12:16:48,51723877,test,2,1,138,2,58,0,752,88,88,1,0
80918,12:16:48,51723877,test,2,1,140,6,42,1,467,88,88,1,0
80918,12:16:48,51723877,test,2,0,142,10,15,1,617,88,88,1,0
80918,12:16:48,51723877,test,2,0,144,2,6,1,527,88,88,1,0
80918,13:22:35,229993324,test,2,0,2,4,34,0,1762,0,0,1,1
80918,13:22:35,229993324,test,2,1,4,4,12,1,590,100,0,1,1
80918,13:22:35,229993324,test,2,0,6,9,41,0,616,100,0,1,1
80918,13:22:35,229993324,test,2,1,8,7,69,1,553,100,0,1,1
80918,13:22:35,229993324,test,2,0,10,2,54,1,1669,100,33,1,1
80918,13:22:35,229993324,test,2,0,12,3,26,0,628,100,25,1,1
80918,13:22:35,229993324,test,2,0,14,10,8,1,452,100,40,1,1
80918,13:22:35,229993324,test,2,1,16,11,68,1,404,100,40,1,1
80918,13:22:35,229993324,test,2,0,18,11,11,1,349,100,50,1,1
80918,13:22:35,229993324,test,2,1,20,2,48,1,385,100,50,1,1
80918,13:22:35,229993324,test,2,0,22,1,63,0,379,100,42,1,1
80918,13:22:35,229993324,test,2,0,24,1,58,0,470,100,37,1,1
80918,13:22:35,229993324,test,2,0,26,9,51,1,709,100,44,1,1
80918,13:22:35,229993324,test,2,1,28,3,37,1,514,100,44,1,1
80918,13:22:35,229993324,test,2,0,30,5,9,0,512,100,40,1,1
80918,13:22:35,229993324,test,2,1,32,12,44,1,277,100,40,1,1
80918,13:22:35,229993324,test,2,1,34,1,64,1,2076,100,40,1,1
80918,13:22:35,229993324,test,2,1,36,3,62,1,363,100,40,1,1
80918,13:22:35,229993324,test,2,0,38,11,17,1,662,100,45,1,1
80918,13:22:35,229993324,test,2,0,40,3,2,1,486,100,50,1,1
80918,13:22:35,229993324,test,2,1,42,9,6,1,509,100,50,1,1
80918,13:22:35,229993324,test,2,1,44,1,30,1,610,100,50,1,1
80918,13:22:35,229993324,test,2,1,46,6,13,1,339,100,50,1,1
80918,13:22:35,229993324,test,2,0,48,4,5,1,39,100,53,1,1
80918,13:22:35,229993324,test,2,0,50,12,49,0,119,100,50,1,0
80918,13:22:35,229993324,test,2,1,52,10,27,1,84,100,50,1,0
80918,13:22:35,229993324,test,2,0,54,8,61,0,449,100,46,1,1
80918,13:22:35,229993324,test,2,1,56,4,31,1,201,100,46,1,1
80918,13:22:35,229993324,test,2,0,58,10,29,0,483,100,43,1,1
80918,13:22:35,229993324,test,2,0,60,2,25,1,41,100,47,1,1
80918,13:22:35,229993324,test,2,0,62,7,72,0,433,100,44,1,1
80918,13:22:35,229993324,test,2,0,64,6,35,0,441,100,42,1,1
80918,13:22:35,229993324,test,2,1,66,12,38,1,418,100,42,1,1
80918,13:22:35,229993324,test,2,1,68,11,20,1,618,100,42,1,1
80918,13:22:35,229993324,test,2,1,70,5,16,1,299,100,42,1,1
80918,13:22:35,229993324,test,2,1,72,8,32,1,881,100,42,1,1
80918,13:22:35,229993324,test,2,0,74,7,52,0,608,100,40,1,1
80918,13:22:35,229993324,test,2,1,76,2,36,1,306,100,40,1,1
80918,13:22:35,229993324,test,2,1,78,7,42,1,519,100,40,1,1
80918,13:22:35,229993324,test,2,0,80,8,59,0,132,100,38,1,1
80918,13:22:35,229993324,test,2,0,82,6,40,0,241,100,36,1,1
80918,13:22:35,229993324,test,2,1,84,3,56,1,249,100,36,1,1
80918,13:22:35,229993324,test,2,1,86,5,15,1,105,100,36,1,1
80918,13:22:35,229993324,test,2,1,88,1,22,1,1399,100,36,1,1
80918,13:22:35,229993324,test,2,0,90,12,57,0,473,100,34,1,1
80918,13:22:35,229993324,test,2,0,92,11,50,0,16,100,33,1,1
80918,13:22:35,229993324,test,2,1,94,4,43,1,361,100,33,1,1
80918,13:22:35,229993324,test,2,0,96,2,47,0,276,100,32,1,1
80918,13:22:35,229993324,test,2,0,98,9,21,0,459,100,30,1,1
80918,13:22:35,229993324,test,2,1,100,8,24,0,267,95,30,1,1
80918,13:22:35,229993324,test,2,0,102,5,10,0,642,95,29,1,1
80918,13:22:35,229993324,test,2,1,104,6,45,1,402,96,29,1,1
80918,13:22:35,229993324,test,2,0,106,1,66,0,371,96,28,1,1
80918,13:22:35,229993324,test,2,1,108,12,70,1,574,96,28,1,1
80918,13:22:35,229993324,test,2,1,110,2,39,1,369,96,28,1,1
80918,13:22:35,229993324,test,2,1,112,9,23,1,356,96,28,1,1
80918,13:22:35,229993324,test,2,1,114,10,7,1,159,96,28,1,1
80918,13:22:35,229993324,test,2,1,116,11,4,1,19,96,28,1,1
80918,13:22:35,229993324,test,2,1,118,7,33,1,268,96,28,1,1
80918,13:22:35,229993324,test,2,0,120,4,67,1,75,96,31,1,1
80918,13:22:35,229993324,test,2,1,122,5,1,1,265,96,31,1,1
80918,13:22:35,229993324,test,2,0,124,10,3,0,121,96,30,1,1
80918,13:22:35,229993324,test,2,0,126,3,56,0,366,96,29,1,1
80918,13:22:35,229993324,test,2,0,128,10,31,0,137,96,28,1,1
80918,13:22:35,229993324,test,2,0,130,3,28,0,261,96,27,1,1
80918,13:22:35,229993324,test,2,1,132,6,59,0,196,93,27,1,1
80918,13:22:35,229993324,test,2,0,134,5,37,0,254,93,26,1,1
80918,13:22:35,229993324,test,2,0,136,9,8,0,94,93,25,1,1
80918,13:22:35,229993324,test,2,1,138,4,40,1,252,94,25,1,1
80918,13:22:35,229993324,test,2,1,140,11,66,1,156,94,25,1,1
80918,13:22:35,229993324,test,2,1,142,9,22,0,31,91,25,1,1
80918,13:22:35,229993324,test,2,0,144,11,63,1,72,91,27,1,1
80918,13:15:53,700535080,test,2,0,2,8,67,1,1507,0,100,1,0
80918,13:15:53,700535080,test,2,1,4,4,11,0,1344,0,100,1,0
80918,13:15:53,700535080,test,2,1,6,11,27,1,1176,50,100,1,0
80918,13:15:53,700535080,test,2,1,8,10,6,1,1162,66,100,1,1
80918,13:15:53,700535080,test,2,0,10,3,70,0,905,66,50,1,1
80918,13:15:53,700535080,test,2,0,12,7,63,1,2933,66,66,1,1
80918,13:15:53,700535080,test,2,0,14,5,64,0,1149,66,50,1,1
80918,13:15:53,700535080,test,2,0,16,6,30,1,667,66,60,1,1
80918,13:15:53,700535080,test,2,0,18,4,24,1,1919,66,66,1,0
80918,13:15:53,700535080,test,2,0,20,10,1,1,1611,66,71,1,0
80918,13:15:53,700535080,test,2,1,22,5,43,0,1224,50,71,1,0
80918,13:15:53,700535080,test,2,0,24,4,16,1,1022,50,75,1,0
80918,13:15:53,700535080,test,2,1,26,7,34,1,5000,60,75,1,1
80918,13:15:53,700535080,test,2,1,28,6,29,1,1094,66,75,1,1
80918,13:15:53,700535080,test,2,1,30,12,58,0,3039,57,75,1,0
80918,13:15:53,700535080,test,2,0,32,10,10,0,1650,57,66,1,1
80918,13:15:53,700535080,test,2,1,34,7,32,1,971,62,66,1,1
80918,13:15:53,700535080,test,2,0,36,1,31,0,1866,62,60,1,1
80918,13:15:53,700535080,test,2,1,38,3,52,1,769,66,60,1,1
80918,13:15:53,700535080,test,2,1,40,10,44,1,1682,70,60,1,0
80918,13:15:53,700535080,test,2,1,42,9,22,1,2117,72,60,1,0
80918,13:15:53,700535080,test,2,1,44,2,61,1,727,75,60,1,1
80918,13:15:53,700535080,test,2,0,46,12,23,0,1600,75,54,1,0
80918,13:15:53,700535080,test,2,1,48,6,68,1,845,76,54,1,0
80918,13:15:53,700535080,test,2,0,50,3,53,0,739,76,50,1,1
80918,13:15:53,700535080,test,2,0,52,7,26,1,1961,76,53,1,0
80918,13:15:53,700535080,test,2,0,54,2,46,0,1566,76,50,1,1
80918,13:15:53,700535080,test,2,1,56,8,19,0,2368,71,50,1,0
80918,13:15:53,700535080,test,2,1,58,4,13,0,1440,66,50,1,0
80918,13:15:53,700535080,test,2,1,60,12,9,1,1204,68,50,1,0
80918,13:15:53,700535080,test,2,0,62,8,50,1,1431,68,53,1,0
80918,13:15:53,700535080,test,2,0,64,9,18,1,2463,68,56,1,0
80918,13:15:53,700535080,test,2,1,66,1,28,1,971,70,56,1,1
80918,13:15:53,700535080,test,2,0,68,5,35,1,2164,70,58,1,0
80918,13:15:53,700535080,test,2,0,70,6,15,0,1570,70,55,1,1
80918,13:15:53,700535080,test,2,1,72,11,33,1,1233,72,55,1,0
80918,13:15:53,700535080,test,2,0,74,11,37,0,1432,72,52,1,0
80918,13:15:53,700535080,test,2,0,76,11,45,1,1309,72,55,1,0
80918,13:15:53,700535080,test,2,1,78,5,54,1,1151,73,55,1,1
80918,13:15:53,700535080,test,2,1,80,8,49,1,1263,75,55,1,0
80918,13:15:53,700535080,test,2,0,82,5,25,0,913,75,52,1,1
80918,13:15:53,700535080,test,2,0,84,8,72,1,644,75,54,1,0
80918,13:15:53,700535080,test,2,1,86,7,65,1,674,76,54,1,1
80918,13:15:53,700535080,test,2,1,88,5,47,0,2190,72,54,1,0
80918,13:15:53,700535080,test,2,1,90,10,59,1,784,73,54,1,1
80918,13:15:53,700535080,test,2,0,92,12,57,1,796,73,56,1,0
80918,13:15:53,700535080,test,2,0,94,6,66,0,1070,73,54,1,0
80918,13:15:53,700535080,test,2,0,96,7,7,1,1548,73,56,1,0
80918,13:15:53,700535080,test,2,0,98,4,17,1,2299,73,57,1,0
80918,13:15:53,700535080,test,2,1,100,1,12,1,3015,75,57,1,1
80918,13:15:53,700535080,test,2,0,102,1,60,0,3664,75,55,1,1
80918,13:15:53,700535080,test,2,1,104,12,20,1,1406,76,55,1,1
80918,13:15:53,700535080,test,2,0,106,9,8,1,1771,76,57,1,0
80918,13:15:53,700535080,test,2,1,108,2,39,1,712,76,57,1,1
80918,13:15:53,700535080,test,2,0,110,3,3,1,3218,76,58,1,1
80918,13:15:53,700535080,test,2,1,112,11,71,1,829,77,58,1,1
80918,13:15:53,700535080,test,2,1,114,9,41,1,648,78,58,1,1
80918,13:15:53,700535080,test,2,1,116,4,36,0,859,75,58,1,0
80918,13:15:53,700535080,test,2,0,118,10,38,0,1582,75,56,1,1
80918,13:15:53,700535080,test,2,0,120,2,40,0,960,75,54,1,1
80918,13:15:53,700535080,test,2,0,122,6,69,1,1188,75,56,1,0
80918,13:15:53,700535080,test,2,1,124,3,48,1,954,76,56,1,1
80918,13:15:53,700535080,test,2,1,126,6,62,1,720,77,56,1,1
80918,13:15:53,700535080,test,2,0,128,10,67,0,642,77,54,1,1
80918,13:15:53,700535080,test,2,0,130,8,63,1,637,77,55,1,0
80918,13:15:53,700535080,test,2,1,132,3,35,1,686,78,55,1,1
80918,13:15:53,700535080,test,2,1,134,12,22,0,2405,75,55,1,1
80918,13:15:53,700535080,test,2,0,136,11,40,0,638,75,54,1,1
80918,13:15:53,700535080,test,2,1,138,8,68,1,2806,76,54,1,0
80918,13:15:53,700535080,test,2,1,140,9,18,1,706,77,54,1,1
80918,13:15:53,700535080,test,2,1,142,7,48,1,639,77,54,1,1
80918,13:15:53,700535080,test,2,0,144,4,44,0,2053,77,52,1,0
80918,10:21:55,562792162,test,2,1,2,3,12,0,1019,0,0,1,0
80918,10:21:55,562792162,test,2,1,4,8,14,0,516,0,0,1,0
80918,10:21:55,562792162,test,2,0,6,2,57,0,569,0,0,1,1
80918,10:21:55,562792162,test,2,1,8,10,65,1,832,33,0,1,0
80918,10:21:55,562792162,test,2,1,10,7,48,0,594,25,0,1,0
80918,10:21:55,562792162,test,2,0,12,1,45,0,632,25,0,1,1
80918,10:21:55,562792162,test,2,1,14,9,59,1,612,40,0,1,0
80918,10:21:55,562792162,test,2,0,16,8,9,1,647,40,33,1,0
80918,10:21:55,562792162,test,2,0,18,9,68,1,774,40,50,1,0
80918,10:21:55,562792162,test,2,1,20,12,40,1,514,50,50,1,0
80918,10:21:55,562792162,test,2,1,22,4,69,1,581,57,50,1,1
80918,10:21:55,562792162,test,2,1,24,10,29,1,534,62,50,1,0
80918,10:21:55,562792162,test,2,1,26,9,54,1,937,66,50,1,0
80918,10:21:55,562792162,test,2,0,28,11,35,1,824,66,60,1,0
80918,10:21:55,562792162,test,2,0,30,4,58,1,899,66,66,1,0
80918,10:21:55,562792162,test,2,0,32,5,72,0,886,66,57,1,1
80918,10:21:55,562792162,test,2,1,34,6,23,0,700,60,57,1,0
80918,10:21:55,562792162,test,2,0,36,7,37,1,856,60,62,1,0
80918,10:21:55,562792162,test,2,1,38,1,50,0,1233,54,62,1,0
80918,10:21:55,562792162,test,2,0,40,11,55,0,969,54,55,1,1
80918,10:21:55,562792162,test,2,1,42,7,7,1,859,58,55,1,0
80918,10:21:55,562792162,test,2,1,44,2,64,0,1012,53,55,1,0
80918,10:21:55,562792162,test,2,0,46,12,47,1,738,53,60,1,0
80918,10:21:55,562792162,test,2,0,48,10,51,0,1605,53,54,1,1
80918,10:21:55,562792162,test,2,1,50,5,61,0,1480,50,54,1,0
80918,10:21:55,562792162,test,2,0,52,2,21,0,1051,50,50,1,1
80918,10:21:55,562792162,test,2,0,54,9,43,1,763,50,53,1,0
80918,10:21:55,562792162,test,2,1,56,11,71,1,883,53,53,1,0
80918,10:21:55,562792162,test,2,0,58,1,49,0,866,53,50,1,1
80918,10:21:55,562792162,test,2,1,60,12,53,1,1479,56,50,1,0
80918,10:21:55,562792162,test,2,0,62,3,39,1,681,56,53,1,0
80918,10:21:55,562792162,test,2,1,64,8,27,1,632,58,53,1,0
80918,10:21:55,562792162,test,2,1,66,4,31,1,1189,61,53,1,1
80918,10:21:55,562792162,test,2,0,68,5,26,0,1120,61,50,1,0
80918,10:21:55,562792162,test,2,0,70,4,4,1,1278,61,52,1,0
80918,10:21:55,562792162,test,2,0,72,6,34,0,673,61,50,1,0
80918,10:21:55,562792162,test,2,0,74,8,19,1,697,61,52,1,0
80918,10:21:55,562792162,test,2,1,76,3,20,1,970,63,52,1,1
80918,10:21:55,562792162,test,2,1,78,3,36,1,522,65,52,1,0
80918,10:21:55,562792162,test,2,0,80,10,32,0,796,65,50,1,1
80918,10:21:55,562792162,test,2,1,82,6,52,0,659,61,50,1,0
80918,10:21:55,562792162,test,2,1,84,4,42,0,2163,59,50,1,0
80918,10:21:55,562792162,test,2,0,86,12,17,1,602,59,52,1,0
80918,10:21:55,562792162,test,2,1,88,10,6,1,521,60,52,1,0
80918,10:21:55,562792162,test,2,1,90,11,70,0,963,58,52,1,0
80918,10:21:55,562792162,test,2,1,92,5,22,0,589,56,52,1,0
80918,10:21:55,562792162,test,2,1,94,9,46,1,559,57,52,1,0
80918,10:21:55,562792162,test,2,0,96,11,66,1,895,57,54,1,0
80918,10:21:55,562792162,test,2,1,98,7,62,1,521,59,54,1,1
80918,10:21:55,562792162,test,2,1,100,1,15,1,550,60,54,1,1
80918,10:21:55,562792162,test,2,0,102,1,41,0,853,60,52,1,1
80918,10:21:55,562792162,test,2,1,104,2,16,1,670,62,52,1,0
80918,10:21:55,562792162,test,2,0,106,6,67,0,642,62,50,1,1
80918,10:21:55,562792162,test,2,1,108,8,44,0,775,60,50,1,0
80918,10:21:55,562792162,test,2,0,110,3,56,0,559,60,48,1,1
80918,10:21:55,562792162,test,2,0,112,7,1,0,2952,60,46,1,0
80918,10:21:55,562792162,test,2,1,114,12,28,1,677,61,46,1,1
80918,10:21:55,562792162,test,2,0,116,9,25,1,1133,61,48,1,0
80918,10:21:55,562792162,test,2,1,118,3,5,0,1120,59,48,1,0
80918,10:21:55,562792162,test,2,1,120,7,24,1,690,60,48,1,0
80918,10:21:55,562792162,test,2,0,122,8,13,1,622,60,50,1,0
80918,10:21:55,562792162,test,2,0,124,2,11,0,883,60,48,1,1
80918,10:21:55,562792162,test,2,1,126,10,13,1,1521,61,48,1,0
80918,10:21:55,562792162,test,2,1,128,4,28,0,1625,60,48,1,0
80918,10:21:55,562792162,test,2,0,130,4,44,1,821,60,50,1,0
80918,10:21:55,562792162,test,2,1,132,5,5,0,682,58,50,1,0
80918,10:21:55,562792162,test,2,0,134,5,1,0,1009,58,48,1,0
80918,10:21:55,562792162,test,2,0,136,10,10,1,843,58,50,1,0
80918,10:21:55,562792162,test,2,0,138,9,70,0,823,58,48,1,0
80918,10:21:55,562792162,test,2,0,140,8,65,0,821,58,47,1,0
80918,10:21:55,562792162,test,2,0,142,6,53,0,662,58,45,1,1
80918,10:21:55,562792162,test,2,0,144,7,35,1,1176,58,47,1,0
80918,13:24:37,724129297,test,2,0,2,9,12,0,581,0,0,1,0
80918,13:24:37,724129297,test,2,0,4,3,9,1,547,0,50,1,0
80918,13:24:37,724129297,test,2,1,6,12,5,0,459,0,50,1,0
80918,13:24:37,724129297,test,2,1,8,2,30,1,525,50,50,1,0
80918,13:24:37,724129297,test,2,0,10,6,45,0,606,50,33,1,0
80918,13:24:37,724129297,test,2,1,12,3,34,1,690,66,33,1,0
80918,13:24:37,724129297,test,2,1,14,6,39,1,371,75,33,1,0
80918,13:24:37,724129297,test,2,1,16,7,71,0,434,60,33,1,0
80918,13:24:37,724129297,test,2,1,18,9,18,0,638,50,33,1,0
80918,13:24:37,724129297,test,2,0,20,11,21,0,457,50,25,1,0
80918,13:24:37,724129297,test,2,0,22,2,56,0,412,50,20,1,0
80918,13:24:37,724129297,test,2,0,24,5,31,0,465,50,16,1,0
80918,13:24:37,724129297,test,2,1,26,5,40,0,491,42,16,1,0
80918,13:24:37,724129297,test,2,1,28,9,48,0,484,37,16,1,0
80918,13:24:37,724129297,test,2,0,30,4,69,1,583,37,28,1,0
80918,13:24:37,724129297,test,2,0,32,8,2,1,477,37,37,1,0
80918,13:24:37,724129297,test,2,0,34,2,24,1,423,37,44,1,0
80918,13:24:37,724129297,test,2,1,36,8,16,0,387,33,44,1,0
80918,13:24:37,724129297,test,2,1,38,12,49,1,473,40,44,1,0
80918,13:24:37,724129297,test,2,0,40,11,6,1,435,40,50,1,0
80918,13:24:37,724129297,test,2,0,42,5,66,1,455,40,54,1,0
80918,13:24:37,724129297,test,2,1,44,2,27,1,401,45,54,1,0
80918,13:24:37,724129297,test,2,1,46,3,72,0,415,41,54,1,0
80918,13:24:37,724129297,test,2,1,48,4,70,0,556,38,54,1,0
80918,13:24:37,724129297,test,2,0,50,4,41,0,403,38,50,1,0
80918,13:24:37,724129297,test,2,0,52,10,42,0,391,38,46,1,0
80918,13:24:37,724129297,test,2,0,54,9,43,0,445,38,42,1,0
80918,13:24:37,724129297,test,2,0,56,1,11,0,384,38,40,1,0
80918,13:24:37,724129297,test,2,0,58,3,1,0,335,38,37,1,0
80918,13:24:37,724129297,test,2,1,60,10,55,0,319,35,37,1,0
80918,13:24:37,724129297,test,2,0,62,12,28,0,392,35,35,1,0
80918,13:24:37,724129297,test,2,0,64,6,67,0,342,35,33,1,0
80918,13:24:37,724129297,test,2,1,66,7,47,0,413,33,33,1,0
80918,13:24:37,724129297,test,2,1,68,6,68,1,602,37,33,1,0
80918,13:24:37,724129297,test,2,1,70,1,17,1,336,41,33,1,0
80918,13:24:37,724129297,test,2,1,72,11,38,0,479,38,33,1,0
80918,13:24:37,724129297,test,2,0,74,7,26,0,346,38,31,1,0
80918,13:24:37,724129297,test,2,1,76,5,10,0,361,36,31,1,0
80918,13:24:37,724129297,test,2,1,78,9,60,0,344,35,31,1,0
80918,13:24:37,724129297,test,2,0,80,6,58,0,240,35,30,1,0
80918,13:24:37,724129297,test,2,0,82,11,59,0,203,35,28,1,0
80918,13:24:37,724129297,test,2,1,84,2,20,0,416,33,28,1,0
80918,13:24:37,724129297,test,2,0,86,4,13,0,389,33,27,1,0
80918,13:24:37,724129297,test,2,1,88,7,22,0,499,31,27,1,0
80918,13:24:37,724129297,test,2,0,90,5,53,0,332,31,26,1,0
80918,13:24:37,724129297,test,2,0,92,3,50,1,316,31,29,1,0
80918,13:24:37,724129297,test,2,1,94,1,52,0,397,30,29,1,0
80918,13:24:37,724129297,test,2,1,96,4,61,0,451,29,29,1,0
80918,13:24:37,724129297,test,2,0,98,2,35,1,382,29,32,1,0
80918,13:24:37,724129297,test,2,1,100,6,36,1,381,32,32,1,0
80918,13:24:37,724129297,test,2,0,102,1,4,0,371,32,30,1,0
80918,13:24:37,724129297,test,2,1,104,11,51,1,417,34,30,1,0
80918,13:24:37,724129297,test,2,0,106,10,46,1,405,34,33,1,0
80918,13:24:37,724129297,test,2,1,108,5,33,0,314,33,33,1,0
80918,13:24:37,724129297,test,2,0,110,8,54,1,411,33,35,1,0
80918,13:24:37,724129297,test,2,0,112,9,32,0,312,33,34,1,0
80918,13:24:37,724129297,test,2,1,114,12,64,0,441,32,34,1,0
80918,13:24:37,724129297,test,2,1,116,3,25,0,356,31,34,1,0
80918,13:24:37,724129297,test,2,0,118,7,19,1,387,31,36,1,0
80918,13:24:37,724129297,test,2,1,120,10,15,0,465,30,36,1,0
80918,13:24:37,724129297,test,2,1,122,8,44,0,323,29,36,1,0
80918,13:24:37,724129297,test,2,0,124,12,14,0,196,29,35,1,0
80918,13:24:37,724129297,test,2,0,126,5,72,0,338,29,34,1,0
80918,13:24:37,724129297,test,2,1,128,3,62,1,473,31,34,1,0
80918,13:24:37,724129297,test,2,0,130,1,49,1,523,31,36,1,0
80918,13:24:37,724129297,test,2,0,132,7,15,0,507,31,35,1,0
