"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"062320","13:28:19","672760453","332188263","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ed931982fb618499fb90bc6","1","39876","0"
"062320","13:28:19","672760453","332188263","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","18 ","1","7095","0"
"062320","13:28:19","672760453","332188263","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","5645","0"
"062320","13:30:41","952419058","830621619","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5edf78f2d0fe7f22b2f5dff0","1","4153","0"
"062320","13:30:41","952419058","830621619","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","34","1","2724","0"
"062320","13:30:41","952419058","830621619","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","6145","0"
"062320","13:30:12","557343549","288808590","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5dbe36c2df0b4834bec","1","83740","0"
"062320","13:30:12","557343549","288808590","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","53","1","4727","0"
"062320","13:30:12","557343549","288808590","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","9137","0"
"062320","13:33:27","727119931","823710832","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5de8576d4f21b47d008d37c7","1","24629","0"
"062320","13:33:27","727119931","823710832","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","22","1","4383","0"
"062320","13:33:27","727119931","823710832","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","8957","0"
"062320","13:39:10","260309945","445201108","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5edcea8b73beeb9b0a9d18c9","1","23900","0"
"062320","13:39:10","260309945","445201108","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","29","1","4143","0"
"062320","13:39:10","260309945","445201108","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5085","0"
"062320","14:08:08","932642712","211766403","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ee31361fec5428685906ff3 ","1","23393","0"
"062320","14:08:08","932642712","211766403","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","46","1","5563","0"
"062320","14:08:08","932642712","211766403","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male ","1","13177","0"
"062320","14:09:22","708290953","657098605","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5edb5fd0cee6c17e7069af09","1","14770","0"
"062320","14:09:22","708290953","657098605","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","40","1","3293","0"
"062320","14:09:22","708290953","657098605","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","3875","0"
"062320","14:11:21","411104617","795967173","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5eea99515141b61b55dd35da","1","64700","0"
"062320","14:11:21","411104617","795967173","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","30","1","4044","0"
"062320","14:11:21","411104617","795967173","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4815","0"
"062320","14:12:51","537649154","863040077","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ebbe8e3c1aef8016cc7","1","45144","0"
"062320","14:12:51","537649154","863040077","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","37","1","3172","0"
"062320","14:12:51","537649154","863040077","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4575","0"
"062320","14:15:59","798516192","601108308","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5edea5aac97eaa13b4887c04","1","4186","0"
"062320","14:15:59","798516192","601108308","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","21","1","3142","0"
"062320","14:15:59","798516192","601108308","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","3711","0"
"062320","14:16:12","302193268","262350518","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ece259aa4ded10009c65c73","1","10291","0"
"062320","14:16:12","302193268","262350518","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","41","1","6047","0"
"062320","14:16:12","302193268","262350518","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","6252","0"
"062320","14:16:31","620689053","724651425","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ea7f0792a8967000bda73f0","1","16991","0"
"062320","14:16:31","620689053","724651425","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","61","1","3300","0"
"062320","14:16:31","620689053","724651425","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4958","0"
"062320","09:18:11","34283744","262832376","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ed76cdd8ec16e030e763b66","1","49446","0"
