subject,prime_type,rating,self_exclusion_1,complete_data
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_A,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_B,1,NA,FALSE
495210064,prime_type_A,0,NA,FALSE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,0,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_A,0,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_B,1,"Yes, use my data",TRUE
551921491,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,0,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,0,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_B,0,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_B,1,"Yes, use my data",TRUE
275003775,prime_type_A,1,"Yes, use my data",TRUE
275003775,prime_type_A,0,"Yes, use my data",TRUE
