"date","time","subject","blockcode","blocknum","trialcode","trialnum","values.primestim","values.targetstim","correct","latency","trial.prime_positive.totalpercentcorrect","trial.prime_negative.totalpercentcorrect"
"103019","13:31:50","281898249","practice","1","prime_positive","3","0","0","0","101","0","0"
"103019","13:31:50","281898249","practice","1","intention_check_positive","4","0","0","1","1180","0","0"
"103019","13:31:50","281898249","practice","1","mask_prime_positive","5","4","19","1","1146","0","0"
"103019","13:31:50","281898249","practice","1","prime_positive","6","4","19","0","101","0","0"
"103019","13:31:50","281898249","practice","1","intention_check_positive","7","4","19","1","2328","0","0"
"103019","12:45:58","551921491","practice","1","prime_negative","3","0","0","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_negative","4","0","0","1","734","0","0"
"103019","12:45:58","551921491","practice","1","mask_prime_negative","5","4","2","0","2323","0","0"
"103019","12:45:58","551921491","practice","1","prime_positive","6","4","2","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_positive","7","4","2","0","2500","0","0"
"103019","12:45:58","551921491","practice","1","mask_prime_positive","8","6","42","0","1202","0","0"
"103019","12:45:58","551921491","practice","1","prime_positive","9","6","42","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_positive","10","6","42","1","2401","0","0"
"103019","12:45:58","551921491","practice","1","mask_prime_positive","11","2","7","1","1750","0","0"
"103019","12:45:58","551921491","practice","1","prime_positive","12","2","7","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_positive","13","2","7","1","1248","0","0"
"103019","12:45:58","551921491","practice","1","mask_prime_positive","14","11","65","0","789","0","0"
"103019","12:45:58","551921491","practice","1","prime_negative","15","11","65","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_negative","16","11","65","1","1901","0","0"
"103019","12:45:58","551921491","practice","1","mask_prime_negative","17","1","31","1","1363","0","0"
"103019","12:45:58","551921491","practice","1","prime_negative","18","1","31","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_negative","19","1","31","1","1004","0","0"
"103019","12:45:58","551921491","practice","1","mask_prime_negative","20","10","61","1","1025","0","0"
"103019","12:45:58","551921491","practice","1","prime_positive","21","10","61","0","101","0","0"
"103019","12:45:58","551921491","practice","1","intention_check_positive","22","10","61","1","880","0","0"
