"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"071218","15:13:16","45790130","787416013","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","57fb71185babd2000141049a","1","3053","0"
"071218","15:13:16","45790130","787416013","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","38","1","2910","0"
"071218","15:13:16","45790130","787416013","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3077","0"
"071218","15:14:06","94479736","148697371","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b20f457bdf4e1000163d450","1","9016","0"
"071218","15:14:06","94479736","148697371","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","33","1","2264","0"
"071218","15:14:06","94479736","148697371","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3284","0"
"071218","15:17:26","697148441","493020342","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5a631237c0d836000107af9c","1","5483","0"
"071218","15:17:26","697148441","493020342","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","33","1","6678","0"
"071218","15:17:26","697148441","493020342","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4627","0"
"071218","15:18:55","761197788","424504674","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ab4a793892136000182dd3a","1","4143","0"
"071218","15:18:55","761197788","424504674","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","3048","0"
"071218","15:18:55","761197788","424504674","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","4042","0"
"071218","15:22:27","832467329","883659666","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","56e1bb4e6ce054000b3ffcaf","1","5052","0"
"071218","15:22:27","832467329","883659666","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","30","1","2766","0"
"071218","15:22:27","832467329","883659666","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","3969","0"
"071218","15:22:52","558161958","46903798","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","59d4b6ae4bf7000128a6404c","1","14982","0"
"071218","15:22:52","558161958","46903798","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","60","1","4278","0"
"071218","15:22:52","558161958","46903798","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","6042","0"
"071218","15:28:40","131692243","488167179","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5a69a13063394a000155e07f","1","4920","0"
"071218","15:28:40","131692243","488167179","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","32","1","2277","0"
"071218","15:28:40","131692243","488167179","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3209","0"
"071218","15:29:38","750647352","28512505","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","54df343bfdf99b772d994a76","1","14232","0"
"071218","15:29:38","750647352","28512505","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","35","1","10869","0"
"071218","15:29:38","750647352","28512505","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5134","0"
"071218","15:31:58","590826703","74695784","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b0283c5293d31000102506b","1","12485","0"
"071218","15:31:58","590826703","74695784","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","29","1","2696","0"
"071218","15:31:58","590826703","74695784","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","2307","0"
"071218","15:33:00","857942750","752504405","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","","1","11950","0"
"071218","15:33:25","857942750","752504405","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","56addda15ea7aa000bbdfbd1","1","2050","0"
"071218","15:33:25","857942750","752504405","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","39","1","2263","0"
"071218","15:33:25","857942750","752504405","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","f","1","2436","0"
"071218","15:33:28","590826703","74695784","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b0283c5293d31000102506b","1","3570","0"
"071218","15:33:28","590826703","74695784","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","29","1","53950","0"
"071218","15:33:28","590826703","74695784","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","21360","0"
"071218","15:38:48","628784538","682413259","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5abe7c59f69e940001d94530","1","14513","0"
"071218","15:38:48","628784538","682413259","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","26","1","2948","0"
"071218","15:38:48","628784538","682413259","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3951","0"
"071218","10:39:29","117844292","606586116","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b1828bb506a840001ae1261","1","4789","0"
"071218","10:39:29","117844292","606586116","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","2650","0"
"071218","10:39:29","117844292","606586116","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","2813","0"
"071218","09:42:01","130661988","560873965","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","58f76757fb4d7500014af761","1","16553","0"
"071218","09:42:01","130661988","560873965","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","26","1","3539","0"
"071218","09:42:01","130661988","560873965","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","3983","0"
"071218","16:48:57","196470792","938096670","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","55c8f221fdf99b2db9fc6ba4","1","4904","0"
"071218","16:48:57","196470792","938096670","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","26","1","3546","0"
"071218","16:48:57","196470792","938096670","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4009","0"
"071218","15:50:46","852726307","496840284","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5a5e2645e0cf3d000126a4af","1","25607","0"
"071218","15:50:46","852726307","496840284","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","26","1","4735","0"
"071218","15:50:46","852726307","496840284","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female ","1","6678","0"
"071218","10:51:06","90788605","423794130","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","","1","20229","0"
"071218","10:51:50","90788605","423794130","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5a9c76db89de8200013f14b7","1","7218","0"
"071218","10:51:50","90788605","423794130","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","45","1","3691","0"
"071218","10:51:50","90788605","423794130","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","6260","0"
"071218","15:53:43","307261225","407826805","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5978de6ca0b66b0001ea6bca","1","4265","0"
"071218","15:53:43","307261225","407826805","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","23","1","2989","0"
"071218","15:53:43","307261225","407826805","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3284","0"
"071218","15:54:46","307261225","407826805","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5978de6ca0b66b0001ea6bca","1","1263","0"
"071218","15:54:46","307261225","407826805","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","23","1","1428","0"
"071218","15:54:46","307261225","407826805","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","2225","0"
"071218","15:56:22","435053026","489270658","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","59790cac6269ab0001789706","1","7638","0"
"071218","15:56:22","435053026","489270658","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","42","1","3349","0"
"071218","15:56:22","435053026","489270658","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","5388","0"
"071218","15:57:29","783468118","377619931","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","59b6b49259f3df0001e086e5","1","8445","0"
"071218","15:57:29","783468118","377619931","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","26","1","3475","0"
"071218","15:57:29","783468118","377619931","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","3528","0"
"071218","09:59:45","846694006","593781581","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5acab7e7e1099600016abc69","1","4990","0"
"071218","09:59:45","846694006","593781581","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","6664","0"
"071218","09:59:45","846694006","593781581","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","3950","0"
"071218","16:02:16","526192182","624910305","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ac72bbf1667e40001d8787a","1","3323","0"
"071218","16:02:16","526192182","624910305","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","39","1","3955","0"
"071218","16:02:16","526192182","624910305","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","9365","0"
"071218","16:02:45","336116221","83203792","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","59346cc74ecc2d0001e7e41e","1","3261","0"
"071218","16:02:45","336116221","83203792","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","3329","0"
"071218","16:02:45","336116221","83203792","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","4289","0"
"071218","11:05:24","627371688","64892823","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","","1","25860","0"
