subject,prime_type,rating,influenced,self_exclusion_1,complete_data,prime_identity
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,5
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,7
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,2
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,8
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,11
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,6
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,9
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,6
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,4
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,2
5244407,prime_type_B,0,1,"Yes, use my data",TRUE,12
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,1
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,4
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,7
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,11
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,8
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,3
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,3
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,10
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,5
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,7
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,5
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,9
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,1
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,12
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,11
5244407,prime_type_B,0,0,"Yes, use my data",TRUE,12
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,10
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,6
5244407,prime_type_B,0,1,"Yes, use my data",TRUE,1
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,3
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,4
5244407,prime_type_B,0,1,"Yes, use my data",TRUE,2
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,10
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,6
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,9
5244407,prime_type_B,0,1,"Yes, use my data",TRUE,4
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,9
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,8
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,10
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,7
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,11
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,5
5244407,prime_type_A,1,0,"Yes, use my data",TRUE,7
5244407,prime_type_B,1,1,"Yes, use my data",TRUE,6
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,12
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,4
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,1
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,8
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,11
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,3
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,2
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,10
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,7
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,9
5244407,prime_type_A,0,1,"Yes, use my data",TRUE,6
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,10
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,2
5244407,prime_type_A,0,0,"Yes, use my data",TRUE,12
5244407,prime_type_B,1,0,"Yes, use my data",TRUE,3
5951467,prime_type_A,1,0,"Yes, use my data",TRUE,9
