"date","time","subject","blockcode","blocknum","trialcode","trialnum","values.primestim","values.targetstim","correct","latency","trial.prime_obama.totalpercentcorrect","trial.prime_trump.totalpercentcorrect"
"082818","12:39:12","58961423","practice","1","prime_trump_practice","5","0","0","1","2720","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","6","0","0","0","2500","0","0"
"082818","12:39:12","58961423","practice","1","prime_obama_practice","7","0","0","0","676","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","8","0","0","1","1701","0","0"
"082818","12:39:12","58961423","practice","1","prime_trump_practice","9","0","0","1","1220","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","10","0","0","1","751","0","0"
"082818","12:39:12","58961423","practice","1","prime_trump_practice","11","0","0","1","1708","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","12","0","0","1","1030","0","0"
"082818","12:39:12","58961423","practice","1","prime_obama_practice","13","0","0","0","538","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","14","0","0","1","1962","0","0"
"082818","12:39:12","58961423","practice","1","prime_obama_practice","15","0","0","0","526","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","16","0","0","1","846","0","0"
"082818","12:39:12","58961423","practice","1","prime_trump_practice","17","0","0","1","351","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","18","0","0","1","717","0","0"
"082818","12:39:12","58961423","practice","1","prime_obama_practice","19","0","0","0","345","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","20","0","0","1","358","0","0"
"082818","12:39:12","58961423","practice","1","prime_obama_practice","21","0","0","0","270","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","22","0","0","1","284","0","0"
"082818","12:39:12","58961423","practice","1","prime_trump_practice","23","0","0","1","1524","0","0"
"082818","12:39:12","58961423","practice","1","intention_check_practice","24","0","0","1","851","0","0"
"082818","12:39:12","58961423","test","2","prime_trump","2","5","26","1","1070","0","100"
"082818","12:39:12","58961423","test","2","intention_check","3","5","26","1","798","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","4","3","60","0","485","0","100"
"082818","12:39:12","58961423","test","2","intention_check","5","3","60","1","506","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","6","5","22","1","359","0","100"
"082818","12:39:12","58961423","test","2","intention_check","7","5","22","1","464","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","8","2","8","1","384","0","100"
"082818","12:39:12","58961423","test","2","intention_check","9","2","8","1","326","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","10","5","32","0","352","0","100"
"082818","12:39:12","58961423","test","2","intention_check","11","5","32","1","569","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","12","1","9","1","532","0","100"
"082818","12:39:12","58961423","test","2","intention_check","13","1","9","1","401","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","14","3","7","0","533","0","100"
"082818","12:39:12","58961423","test","2","intention_check","15","3","7","1","505","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","16","6","34","1","765","0","100"
"082818","12:39:12","58961423","test","2","intention_check","17","6","34","1","459","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","18","3","99","1","403","0","100"
"082818","12:39:12","58961423","test","2","intention_check","19","3","99","1","333","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","20","1","52","0","2097","0","100"
"082818","12:39:12","58961423","test","2","intention_check","21","1","52","1","652","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","22","4","100","1","368","0","100"
"082818","12:39:12","58961423","test","2","intention_check","23","4","100","1","370","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","24","2","38","0","264","0","100"
"082818","12:39:12","58961423","test","2","intention_check","25","2","38","1","333","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","26","4","92","1","842","0","100"
"082818","12:39:12","58961423","test","2","intention_check","27","4","92","1","331","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","28","6","10","0","472","0","100"
"082818","12:39:12","58961423","test","2","intention_check","29","6","10","1","433","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","30","2","31","1","418","0","100"
"082818","12:39:12","58961423","test","2","intention_check","31","2","31","1","331","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","32","4","84","0","368","0","100"
"082818","12:39:12","58961423","test","2","intention_check","33","4","84","1","306","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","34","6","95","1","292","0","100"
"082818","12:39:12","58961423","test","2","intention_check","35","6","95","1","546","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","36","3","42","0","356","0","100"
"082818","12:39:12","58961423","test","2","intention_check","37","3","42","1","306","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","38","5","49","1","321","0","100"
"082818","12:39:12","58961423","test","2","intention_check","39","5","49","1","342","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","40","1","72","1","1217","0","100"
"082818","12:39:12","58961423","test","2","intention_check","41","1","72","1","620","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","42","4","54","0","1084","0","100"
"082818","12:39:12","58961423","test","2","intention_check","43","4","54","1","1156","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","44","6","71","0","979","0","100"
"082818","12:39:12","58961423","test","2","intention_check","45","6","71","1","298","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","46","3","68","1","2269","0","100"
"082818","12:39:12","58961423","test","2","intention_check","47","3","68","1","355","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","48","6","63","1","516","0","100"
"082818","12:39:12","58961423","test","2","intention_check","49","6","63","1","414","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","50","2","59","1","239","0","100"
"082818","12:39:12","58961423","test","2","intention_check","51","2","59","1","286","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","52","4","67","1","251","0","100"
"082818","12:39:12","58961423","test","2","intention_check","53","4","67","1","349","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","54","5","29","0","241","0","100"
"082818","12:39:12","58961423","test","2","intention_check","55","5","29","1","351","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","56","3","82","1","444","0","100"
"082818","12:39:12","58961423","test","2","intention_check","57","3","82","1","327","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","58","5","74","1","215","0","100"
"082818","12:39:12","58961423","test","2","intention_check","59","5","74","1","361","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","60","2","89","0","1724","0","100"
"082818","12:39:12","58961423","test","2","intention_check","61","2","89","1","488","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","62","1","73","1","253","0","100"
"082818","12:39:12","58961423","test","2","intention_check","63","1","73","1","391","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","64","1","2","0","909","0","100"
"082818","12:39:12","58961423","test","2","intention_check","65","1","2","1","247","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","66","5","1","0","300","0","100"
"082818","12:39:12","58961423","test","2","intention_check","67","5","1","1","521","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","68","4","35","0","194","0","100"
"082818","12:39:12","58961423","test","2","intention_check","69","4","35","1","552","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","70","6","23","1","881","0","100"
"082818","12:39:12","58961423","test","2","intention_check","71","6","23","1","302","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","72","1","37","1","1060","0","100"
"082818","12:39:12","58961423","test","2","intention_check","73","1","37","1","359","0","100"
"082818","12:39:12","58961423","test","2","prime_trump","74","2","28","1","1064","0","100"
"082818","12:39:12","58961423","test","2","intention_check","75","2","28","1","174","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","76","1","43","0","1349","0","100"
"082818","12:39:12","58961423","test","2","intention_check","77","1","43","1","460","0","100"
"082818","12:39:12","58961423","test","2","prime_obama","78","6","17","1","739","5","100"
"082818","12:39:12","58961423","test","2","intention_check","79","6","17","1","306","5","100"
"082818","12:39:12","58961423","test","2","prime_trump","80","4","30","1","228","5","100"
"082818","12:39:12","58961423","test","2","intention_check","81","4","30","1","1085","5","100"
"082818","12:39:12","58961423","test","2","prime_obama","82","2","24","0","262","5","100"
"082818","12:39:12","58961423","test","2","intention_check","83","2","24","1","373","5","100"
"082818","12:39:12","58961423","test","2","prime_obama","84","3","45","0","270","5","100"
"082818","12:39:12","58961423","test","2","intention_check","85","3","45","1","284","5","100"
"082818","12:39:12","58961423","test","2","prime_trump","86","5","4","1","249","5","100"
"082818","12:39:12","58961423","test","2","intention_check","87","5","4","1","375","5","100"
"082818","12:39:12","58961423","test","2","prime_obama","88","6","62","0","266","5","100"
"082818","12:39:12","58961423","test","2","intention_check","89","6","62","1","295","5","100"
"082818","12:39:12","58961423","test","2","prime_obama","90","2","11","0","604","4","100"
"082818","12:39:12","58961423","test","2","intention_check","91","2","11","1","311","4","100"
"082818","12:39:12","58961423","test","2","prime_obama","92","4","18","0","228","4","100"
"082818","12:39:12","58961423","test","2","intention_check","93","4","18","1","293","4","100"
"082818","12:39:12","58961423","test","2","prime_obama","94","3","77","0","1382","4","100"
"082818","12:39:12","58961423","test","2","intention_check","95","3","77","1","218","4","100"
"082818","12:39:12","58961423","test","2","prime_obama","96","5","58","0","278","4","100"
"082818","12:39:12","58961423","test","2","intention_check","97","5","58","1","1474","4","100"
"082818","12:39:12","58961423","test","2","prime_trump","98","3","51","1","117","4","100"
"082818","12:39:12","58961423","test","2","intention_check","99","3","51","1","318","4","100"
"082818","12:39:12","58961423","test","2","prime_trump","100","1","70","1","230","4","100"
"082818","12:39:12","58961423","test","2","intention_check","101","1","70","1","294","4","100"
"082818","12:39:12","58961423","test","2","prime_trump","102","3","6","1","233","4","100"
"082818","12:39:12","58961423","test","2","intention_check","103","3","6","1","308","4","100"
"082818","12:39:12","58961423","test","2","prime_obama","104","1","48","0","310","4","100"
"082818","12:39:12","58961423","test","2","intention_check","105","1","48","1","313","4","100"
"082818","12:39:12","58961423","test","2","prime_obama","106","5","50","0","617","3","100"
"082818","12:39:12","58961423","test","2","intention_check","107","5","50","1","459","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","108","4","55","0","234","3","100"
"082818","12:39:12","58961423","test","2","intention_check","109","4","55","1","292","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","110","6","78","0","265","3","100"
"082818","12:39:12","58961423","test","2","intention_check","111","6","78","1","385","3","100"
"082818","12:39:12","58961423","test","2","prime_trump","112","5","61","1","297","3","100"
"082818","12:39:12","58961423","test","2","intention_check","113","5","61","1","311","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","114","3","83","0","298","3","100"
"082818","12:39:12","58961423","test","2","intention_check","115","3","83","1","371","3","100"
"082818","12:39:12","58961423","test","2","prime_trump","116","4","21","1","314","3","100"
"082818","12:39:12","58961423","test","2","intention_check","117","4","21","1","307","3","100"
"082818","12:39:12","58961423","test","2","prime_trump","118","2","85","1","531","3","100"
"082818","12:39:12","58961423","test","2","intention_check","119","2","85","1","297","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","120","1","94","0","382","3","100"
"082818","12:39:12","58961423","test","2","intention_check","121","1","94","1","338","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","122","2","5","0","285","3","100"
"082818","12:39:12","58961423","test","2","intention_check","123","2","5","1","345","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","124","4","12","0","372","3","100"
"082818","12:39:12","58961423","test","2","intention_check","125","4","12","1","390","3","100"
"082818","12:39:12","58961423","test","2","prime_trump","126","6","33","1","369","3","100"
"082818","12:39:12","58961423","test","2","intention_check","127","6","33","1","335","3","100"
"082818","12:39:12","58961423","test","2","prime_trump","128","5","27","1","381","3","100"
"082818","12:39:12","58961423","test","2","intention_check","129","5","27","1","324","3","100"
"082818","12:39:12","58961423","test","2","prime_obama","130","1","14","0","496","3","100"
"082818","12:39:12","58961423","test","2","intention_check","131","1","14","1","468","3","100"
"082818","12:39:12","58961423","test","2","prime_trump","132","6","93","1","253","3","100"
"082818","12:39:12","58961423","test","2","intention_check","133","6","93","1","292","3","100"
