unique_id,experiment,age,gender,party,politics,AMP_domain,AMP_effect,IA_AMP_domain,IA_AMP_effect,influence_rate,influence_general
3_36971546,3,28,male,democrat,a little democratic,Politics,0.42,Generic valence,0.31,0.43,4
3_37441758,3,33,female,democrat,very democratic,Politics,0.97,Generic valence,0.81,0.96,7
3_45250838,3,23,male,democrat,a little democratic,Politics,0.78,Generic valence,0.81,1,4
3_50554708,3,52,female,democrat,somewhat democratic,Politics,0.97,Generic valence,0.11,0.03,2
3_51723877,3,53,male,democrat,somewhat democratic,Politics,0.11,Generic valence,0,0.06,2
3_59088105,3,30,female,democrat,very democratic,Politics,0.03,Generic valence,0.08,0.03,2
3_62735931,3,31,male,democrat,somewhat democratic,Politics,0.08,Generic valence,0.03,0.04,2
3_72372970,3,32,male,democrat,very democratic,Politics,0.94,Generic valence,0.31,0.24,4
3_73899742,3,38,male,democrat,very democratic,Politics,0.89,Generic valence,0.39,1,4
3_77268698,3,35,male,democrat,a little democratic,Politics,0.08,Generic valence,0,0.11,3
3_84443238,3,33,male,democrat,very democratic,Politics,0.03,Generic valence,0.22,0.07,3
3_98170356,3,29,female,democrat,very democratic,Politics,0.08,Generic valence,0.19,0,1
3_110689726,3,34,female,democrat,a little democratic,Politics,0.06,Generic valence,0.44,0.58,5
3_128222221,3,21,male,democrat,somewhat democratic,Politics,0.92,Generic valence,0.81,0.42,5
3_138814248,3,23,female,democrat,very democratic,Politics,0.03,Generic valence,0.08,0,1
3_138894434,3,22,male,democrat,very democratic,Politics,0,Generic valence,0.25,0.36,3
3_143278609,3,61,female,democrat,very democratic,Politics,0.97,Generic valence,0.81,0.89,6
3_150651228,3,37,male,democrat,a little democratic,Politics,0.03,Generic valence,0,0,2
3_159884672,3,40,female,democrat,very democratic,Politics,0.97,Generic valence,0.36,0.31,5
3_164171230,3,26,male,democrat,a little democratic,Politics,0.44,Generic valence,0.17,0.18,3
3_166921097,3,20,male,democrat,very democratic,Politics,0,Generic valence,0.06,0.04,2
3_171062326,3,24,male,democrat,somewhat democratic,Politics,0.03,Generic valence,0.5,0.04,6
3_194566192,3,21,male,democrat,somewhat democratic,Politics,0.11,Generic valence,0.08,0.38,4
3_198000605,3,47,male,democrat,somewhat democratic,Politics,0.06,Generic valence,0.06,0,1
3_199138224,3,26,male,democrat,somewhat democratic,Politics,0.06,Generic valence,0.08,0.03,2
3_204470556,3,43,male,democrat,somewhat democratic,Politics,0,Generic valence,0.08,0.99,5
3_204572509,3,62,female,democrat,a little democratic,Politics,0.19,Generic valence,0,0,1
3_207177671,3,31,female,democrat,very democratic,Politics,0.5,Generic valence,0.17,0.78,5
3_209267071,3,18,male,democrat,very democratic,Politics,0.08,Generic valence,0.06,0.07,2
3_210361004,3,45,male,democrat,very democratic,Politics,0.06,Generic valence,0.06,0,1
3_213834946,3,21,male,democrat,very democratic,Politics,0.11,Generic valence,0.14,0.11,3
3_218358035,3,26,female,democrat,somewhat democratic,Politics,0.06,Generic valence,0.47,0.39,6
3_221569161,3,27,female,democrat,very democratic,Politics,0.08,Generic valence,0.11,0,2
3_229993324,3,48,male,democrat,very democratic,Politics,0.25,Generic valence,0.64,0.97,7
3_250482743,3,37,female,democrat,somewhat democratic,Politics,0.78,Generic valence,0.58,0.58,5
3_257035865,3,34,female,democrat,somewhat democratic,Politics,0.97,Generic valence,0.83,0.6,4
3_265910492,3,41,female,democrat,very democratic,Politics,0.11,Generic valence,0,0.07,3
3_267237454,3,57,female,democrat,somewhat democratic,Politics,0.92,Generic valence,0.28,0.43,5
3_268653392,3,25,male,democrat,very democratic,Politics,0.06,Generic valence,0.22,0.9,5
3_272453798,3,26,female,democrat,very democratic,Politics,0.03,Generic valence,0.06,0.12,3
3_272741273,3,28,female,democrat,very democratic,Politics,0.89,Generic valence,0.08,0.71,6
3_273965715,3,25,female,democrat,somewhat democratic,Politics,0.94,Generic valence,0.92,1,7
3_293682837,3,18,female,democrat,a little democratic,Politics,0.08,Generic valence,0.11,0.07,2
3_304405156,3,22,female,democrat,very democratic,Politics,0.67,Generic valence,0.44,0.82,5
3_309652062,3,22,female,democrat,very democratic,Politics,0.06,Generic valence,0.17,0.19,2
3_317346405,3,58,female,democrat,very democratic,Politics,0.08,Generic valence,0.22,0,2
3_318839397,3,45,female,democrat,very democratic,Politics,1,Generic valence,0.69,0.81,6
3_331134774,3,30,male,democrat,very democratic,Politics,0.19,Generic valence,0.14,0.03,2
3_343702216,3,25,female,democrat,very democratic,Politics,0.25,Generic valence,0.61,0.49,6
3_346753407,3,19,male,democrat,very democratic,Politics,0.5,Generic valence,0.33,0.33,3
3_347524095,3,55,female,democrat,somewhat democratic,Politics,0.33,Generic valence,0.31,0.29,3
3_352648471,3,28,female,democrat,very democratic,Politics,0.06,Generic valence,0.11,0.11,2
3_354555257,3,26,female,democrat,very democratic,Politics,0.17,Generic valence,0.03,0.06,2
3_357697364,3,28,female,democrat,a little democratic,Politics,0.97,Generic valence,0.08,0.38,4
3_358155700,3,24,female,democrat,a little democratic,Politics,0.97,Generic valence,0.81,1,6
3_359728694,3,36,male,democrat,very democratic,Politics,0.17,Generic valence,0.14,0.04,2
3_360411069,3,23,female,democrat,somewhat democratic,Politics,0.94,Generic valence,0.81,1,7
3_370955787,3,25,male,democrat,somewhat democratic,Politics,0.83,Generic valence,0.75,0.36,3
3_371116988,3,29,male,democrat,a little democratic,Politics,0.06,Generic valence,0.28,0.07,2
3_376635527,3,24,male,democrat,a little democratic,Politics,0.11,Generic valence,0.17,0,1
3_378070987,3,41,female,democrat,very democratic,Politics,0.75,Generic valence,0.61,0.42,5
3_384312783,3,33,male,democrat,very democratic,Politics,0.11,Generic valence,0.03,0,1
3_388821475,3,19,female,democrat,somewhat democratic,Politics,0.14,Generic valence,0.47,0.43,5
3_398176801,3,33,male,democrat,somewhat democratic,Politics,0,Generic valence,0.19,0.14,3
3_404330801,3,38,male,democrat,very democratic,Politics,0.33,Generic valence,0.78,1,7
3_408892577,3,27,male,democrat,very democratic,Politics,0.08,Generic valence,0.03,0.06,2
3_414118202,3,19,female,democrat,very democratic,Politics,0.08,Generic valence,0.19,0.28,4
3_416690637,3,29,female,democrat,very democratic,Politics,0.22,Generic valence,0.33,0.42,5
3_418702875,3,34,female,democrat,very democratic,Politics,0.11,Generic valence,0.06,0,1
3_426487590,3,37,female,democrat,somewhat democratic,Politics,0.14,Generic valence,0.03,0.12,3
3_434236063,3,33,male,democrat,very democratic,Politics,0.11,Generic valence,0.11,0.18,3
3_448745278,3,32,male,democrat,very democratic,Politics,0,Generic valence,0.06,0,1
3_456453443,3,24,male,democrat,somewhat democratic,Politics,0.06,Generic valence,0.47,0.58,4
3_456751310,3,26,other,democrat,very democratic,Politics,0.92,Generic valence,0.08,0,3
3_457179380,3,20,male,democrat,somewhat democratic,Politics,0.75,Generic valence,0.42,0.04,4
3_471407358,3,32,female,democrat,somewhat democratic,Politics,0.86,Generic valence,0.36,0.93,6
3_486184649,3,24,male,democrat,somewhat democratic,Politics,0.14,Generic valence,0.11,0,1
3_489509194,3,25,male,democrat,somewhat democratic,Politics,0.89,Generic valence,0.69,0.79,6
3_514348240,3,34,female,democrat,very democratic,Politics,0.06,Generic valence,0.11,0.1,2
3_526087134,3,29,female,democrat,very democratic,Politics,0.33,Generic valence,0.78,0.58,5
3_526660660,3,39,female,democrat,a little democratic,Politics,0.19,Generic valence,0.5,0.71,5
3_537270509,3,32,female,democrat,very democratic,Politics,0.94,Generic valence,0.67,0.58,6
3_539618264,3,25,male,democrat,a little democratic,Politics,0.81,Generic valence,0.69,0,1
3_540464023,3,34,male,democrat,somewhat democratic,Politics,0.14,Generic valence,0.08,0,2
3_541321140,3,45,male,democrat,somewhat democratic,Politics,0.08,Generic valence,0.67,0.85,6
3_546139743,3,23,male,democrat,very democratic,Politics,0.14,Generic valence,0.25,0.19,3
3_555186276,3,46,male,democrat,somewhat democratic,Politics,0.89,Generic valence,0.89,0.04,2
3_557894060,3,25,female,democrat,very democratic,Politics,0.08,Generic valence,0.39,0.43,4
3_562792162,3,36,female,democrat,very democratic,Politics,0.14,Generic valence,0.11,0.26,4
3_570775037,3,47,female,democrat,a little democratic,Politics,0.03,Generic valence,0.14,0.07,2
3_576869868,3,31,male,democrat,somewhat democratic,Politics,1,Generic valence,0.72,0.96,6
3_593163233,3,35,male,democrat,somewhat democratic,Politics,0.22,Generic valence,0.03,0.01,2
3_600998133,3,28,female,democrat,somewhat democratic,Politics,0.03,Generic valence,0.03,0,1
3_603084869,3,46,female,democrat,very democratic,Politics,0.83,Generic valence,0.75,0.19,2
3_609457621,3,21,female,democrat,somewhat democratic,Politics,0.42,Generic valence,0.42,0.88,4
3_612719567,3,22,male,democrat,very democratic,Politics,0.97,Generic valence,0.72,0.97,7
3_615497073,3,24,female,democrat,somewhat democratic,Politics,0.17,Generic valence,0.17,0.25,3
3_618596428,3,47,male,democrat,somewhat democratic,Politics,0.36,Generic valence,0.14,0.12,2
3_621421821,3,31,female,democrat,a little democratic,Politics,0.44,Generic valence,0.39,0.25,5
3_625842193,3,31,female,democrat,very democratic,Politics,0.58,Generic valence,0.44,0.21,5
3_639605524,3,30,male,democrat,somewhat democratic,Politics,0.19,Generic valence,0.11,0.36,3
3_646335740,3,35,male,democrat,very democratic,Politics,0.08,Generic valence,0.08,0,1
3_648001718,3,30,male,democrat,very democratic,Politics,0.92,Generic valence,0.86,0.81,6
3_650286878,3,55,female,democrat,somewhat democratic,Politics,0.22,Generic valence,0.33,0.29,4
3_658590855,3,42,male,democrat,somewhat democratic,Politics,0.47,Generic valence,0.33,0.32,4
3_659121413,3,47,female,democrat,somewhat democratic,Politics,0.22,Generic valence,0.06,0,3
3_670462809,3,34,male,democrat,a little democratic,Politics,0.36,Generic valence,0.25,0.44,4
3_675918708,3,39,male,democrat,a little democratic,Politics,0.11,Generic valence,0.25,0.35,3
3_694856579,3,55,female,democrat,very democratic,Politics,0,Generic valence,0.25,0.28,3
3_694987987,3,26,male,democrat,very democratic,Politics,0.75,Generic valence,0.31,0.62,4
3_700379780,3,28,male,democrat,very democratic,Politics,0,Generic valence,0,0,1
3_700535080,3,35,male,democrat,very democratic,Politics,0.11,Generic valence,0.25,0.51,5
3_724129297,3,38,male,democrat,a little democratic,Politics,0.06,Generic valence,0.06,0,1
3_741795876,3,32,female,democrat,somewhat democratic,Politics,0.75,Generic valence,0.42,0.43,5
3_760814209,3,22,male,democrat,somewhat democratic,Politics,0.11,Generic valence,0.03,0.04,2
3_775087065,3,28,female,democrat,very democratic,Politics,1,Generic valence,0.81,0.26,4
3_790617792,3,41,female,democrat,somewhat democratic,Politics,0.94,Generic valence,0.83,0.18,6
3_793073645,3,21,female,democrat,very democratic,Politics,0.14,Generic valence,0.17,0.32,3
3_803549838,3,23,male,democrat,very democratic,Politics,0.81,Generic valence,0.64,0.94,7
3_804083820,3,37,female,democrat,very democratic,Politics,0.14,Generic valence,0.14,0.12,3
3_806037224,3,23,male,democrat,somewhat democratic,Politics,0.67,Generic valence,0.56,0.78,6
3_814418286,3,26,male,democrat,a little democratic,Politics,0.83,Generic valence,0.67,0.82,5
3_831875577,3,34,female,democrat,somewhat democratic,Politics,0.44,Generic valence,0.17,0.04,3
3_833954947,3,28,female,democrat,very democratic,Politics,0.28,Generic valence,0.03,0.32,5
3_834227260,3,19,male,democrat,a little democratic,Politics,0.92,Generic valence,0.28,0.17,3
3_838309898,3,23,female,democrat,a little democratic,Politics,0.25,Generic valence,0.14,0.15,3
3_842278169,3,31,male,democrat,very democratic,Politics,0.08,Generic valence,0.22,0.39,4
3_845013425,3,55,male,democrat,very democratic,Politics,0.14,Generic valence,0.03,0.03,2
3_855587217,3,36,male,democrat,a little democratic,Politics,0.08,Generic valence,0.11,0.19,2
3_855918927,3,31,male,democrat,somewhat democratic,Politics,0.22,Generic valence,0.03,0.08,2
3_857925846,3,19,female,democrat,somewhat democratic,Politics,0.61,Generic valence,0.53,1,4
3_861245923,3,51,female,democrat,very democratic,Politics,0.03,Generic valence,0.22,0.28,4
3_879040610,3,27,female,democrat,very democratic,Politics,0.11,Generic valence,0.22,0.01,3
3_880653715,3,32,female,democrat,a little democratic,Politics,0.17,Generic valence,0.11,0.24,3
3_881459079,3,26,female,democrat,somewhat democratic,Politics,0.03,Generic valence,0.25,0.78,7
3_901737082,3,20,female,democrat,somewhat democratic,Politics,0.03,Generic valence,0.61,0.72,6
3_901997576,3,23,female,democrat,very democratic,Politics,0.22,Generic valence,0.08,0.19,4
3_907215497,3,24,female,democrat,very democratic,Politics,0.92,Generic valence,0.53,0.92,7
3_908843444,3,25,female,democrat,very democratic,Politics,0,Generic valence,0.19,0.11,2
3_926764296,3,22,female,democrat,very democratic,Politics,0.03,Generic valence,0.11,0.07,2
3_932465236,3,19,female,democrat,very democratic,Politics,0.08,Generic valence,0.33,0.49,3
3_934806219,3,52,female,democrat,very democratic,Politics,1,Generic valence,0.47,0.51,5
3_942233025,3,22,male,democrat,a little democratic,Politics,0.28,Generic valence,0.42,0.39,4
3_943889616,3,26,female,democrat,very democratic,Politics,0.97,Generic valence,0.92,1,7
3_946443588,3,29,female,democrat,very democratic,Politics,0.83,Generic valence,0.67,0.9,6
3_953519607,3,33,male,democrat,a little democratic,Politics,0.06,Generic valence,0.03,0.22,3
3_956349113,3,35,female,democrat,somewhat democratic,Politics,0.97,Generic valence,0.81,1,7
3_969236051,3,25,female,democrat,somewhat democratic,Politics,0.94,Generic valence,0.58,0.85,7
3_989770382,3,30,male,democrat,somewhat democratic,Politics,0.97,Generic valence,1,1,7
4_518965,4,21,female,democrat,somewhat democratic,NA,NA,Generic valence,0,0.17,NA
