unique_id,experiment,age,gender,party,politics,AMP_domain,AMP_effect,IA_AMP_domain,IA_AMP_effect,influence_rate,influence_general,IA_AMP_uninfluenced_effect,IA_AMP_influenced_effect
4_36971546,4,28,male,democrat,a little democratic,Politics,0.42,Valence,0.31,0.43,4,0.07,-0.81
4_37441758,4,33,female,democrat,very democratic,Politics,0.97,Valence,0.81,0.96,7,0,-0.83
4_50554708,4,52,female,democrat,somewhat democratic,Politics,0.97,Valence,-0.11,0.03,2,0.14,-1
4_51723877,4,53,male,democrat,somewhat democratic,Politics,-0.11,Valence,0,0.06,2,0.08,-1
4_59088105,4,30,female,democrat,very democratic,Politics,0.03,Valence,0.08,0.03,2,-0.06,-1
4_62735931,4,31,male,democrat,somewhat democratic,Politics,-0.08,Valence,-0.03,0.04,2,0.08,-1
4_72372970,4,32,male,democrat,very democratic,Politics,0.94,Valence,0.31,0.24,4,-0.11,-1
4_77268698,4,35,male,democrat,a little democratic,Politics,-0.08,Valence,0,0.11,3,0.12,-1
4_84443238,4,33,male,democrat,very democratic,Politics,0.03,Valence,0.22,0.07,3,-0.17,-1
4_98170356,4,29,female,democrat,very democratic,Politics,0.08,Valence,-0.19,0,1,0.19,NA
4_110689726,4,34,female,democrat,a little democratic,Politics,-0.06,Valence,0.44,0.58,5,0,-0.76
4_128222221,4,21,male,democrat,somewhat democratic,Politics,0.92,Valence,0.81,0.42,5,-0.83,-0.77
4_138814248,4,23,female,democrat,very democratic,Politics,0.03,Valence,0.08,0,1,-0.08,NA
4_138894434,4,22,male,democrat,very democratic,Politics,0,Valence,0.25,0.36,3,0.1,-0.74
4_143278609,4,61,female,democrat,very democratic,Politics,0.97,Valence,0.81,0.89,6,-0.25,-0.88
4_150651228,4,37,male,democrat,a little democratic,Politics,0.03,Valence,0,0,2,0,NA
4_159884672,4,40,female,democrat,very democratic,Politics,0.97,Valence,0.36,0.31,5,-0.21,-0.73
4_164171230,4,26,male,democrat,a little democratic,Politics,0.44,Valence,0.17,0.18,3,-0.09,-0.8
4_166921097,4,20,male,democrat,very democratic,Politics,0,Valence,0.06,0.04,2,-0.02,-1
4_171062326,4,24,male,democrat,somewhat democratic,Politics,0.03,Valence,0.5,0.04,6,-0.51,-0.5
4_194566192,4,21,male,democrat,somewhat democratic,Politics,-0.11,Valence,0.08,0.38,4,0.38,-0.74
4_198000605,4,47,male,democrat,somewhat democratic,Politics,0.06,Valence,-0.06,0,1,0.06,NA
4_199138224,4,26,male,democrat,somewhat democratic,Politics,0.06,Valence,0.08,0.03,2,-0.06,-1
4_204572509,4,62,female,democrat,a little democratic,Politics,0.19,Valence,0,0,1,0,NA
4_207177671,4,31,female,democrat,very democratic,Politics,0.5,Valence,0.17,0.78,5,0.67,-0.41
4_209267071,4,18,male,democrat,very democratic,Politics,-0.08,Valence,-0.06,0.07,2,0.13,-1
4_210361004,4,45,male,democrat,very democratic,Politics,0.06,Valence,0.06,0,1,-0.06,NA
4_213834946,4,21,male,democrat,very democratic,Politics,-0.11,Valence,0.14,0.11,3,-0.06,-0.75
4_218358035,4,26,female,democrat,somewhat democratic,Politics,0.06,Valence,0.47,0.39,6,-0.23,-0.86
4_221569161,4,27,female,democrat,very democratic,Politics,-0.08,Valence,-0.11,0,2,0.11,NA
4_229993324,4,48,male,democrat,very democratic,Politics,0.25,Valence,0.64,0.97,7,-1,-0.63
4_250482743,4,37,female,democrat,somewhat democratic,Politics,0.78,Valence,0.58,0.58,5,-0.47,-0.67
4_265910492,4,41,female,democrat,very democratic,Politics,0.11,Valence,0,0.07,3,0.06,NA
4_267237454,4,57,female,democrat,somewhat democratic,Politics,0.92,Valence,0.28,0.43,5,0,-0.69
4_268653392,4,25,male,democrat,very democratic,Politics,0.06,Valence,0.22,0.9,5,-0.83,-0.2
4_272453798,4,26,female,democrat,very democratic,Politics,0.03,Valence,0.06,0.12,3,0.05,-0.83
4_272741273,4,28,female,democrat,very democratic,Politics,0.89,Valence,0.08,0.71,6,-0.21,-0.26
4_293682837,4,18,female,democrat,a little democratic,Politics,0.08,Valence,0.11,0.07,2,0,NA
4_304405156,4,22,female,democrat,very democratic,Politics,0.67,Valence,0.44,0.82,5,0.21,-0.59
4_309652062,4,22,female,democrat,very democratic,Politics,-0.06,Valence,0.17,0.19,2,0.01,-1
4_317346405,4,58,female,democrat,very democratic,Politics,0.08,Valence,-0.22,0,2,0.22,NA
4_318839397,4,45,female,democrat,very democratic,Politics,1,Valence,0.69,0.81,6,-0.43,-0.76
4_331134774,4,30,male,democrat,very democratic,Politics,0.19,Valence,0.14,0.03,2,-0.11,-1
4_343702216,4,25,female,democrat,very democratic,Politics,0.25,Valence,0.61,0.49,6,-0.3,-0.93
4_346753407,4,19,male,democrat,very democratic,Politics,0.5,Valence,0.33,0.33,3,0.13,-1
4_347524095,4,55,female,democrat,somewhat democratic,Politics,0.33,Valence,0.31,0.29,3,-0.04,-0.89
4_352648471,4,28,female,democrat,very democratic,Politics,0.06,Valence,0.11,0.11,2,-0.02,NA
4_354555257,4,26,female,democrat,very democratic,Politics,0.17,Valence,0.03,0.06,2,0.07,NA
4_357697364,4,28,female,democrat,a little democratic,Politics,0.97,Valence,-0.08,0.38,4,0.24,-0.17
4_359728694,4,36,male,democrat,very democratic,Politics,0.17,Valence,-0.14,0.04,2,0.17,NA
4_370955787,4,25,male,democrat,somewhat democratic,Politics,0.83,Valence,0.75,0.36,3,-0.86,-0.5
4_371116988,4,29,male,democrat,a little democratic,Politics,-0.06,Valence,0.28,0.07,2,-0.18,NA
4_376635527,4,24,male,democrat,a little democratic,Politics,-0.11,Valence,-0.17,0,1,0.17,NA
4_378070987,4,41,female,democrat,very democratic,Politics,0.75,Valence,0.61,0.42,5,-0.38,-0.93
4_384312783,4,33,male,democrat,very democratic,Politics,0.11,Valence,-0.03,0,1,0.03,NA
4_388821475,4,19,female,democrat,somewhat democratic,Politics,0.14,Valence,0.47,0.43,5,-0.27,-0.75
4_398176801,4,33,male,democrat,somewhat democratic,Politics,0,Valence,0.19,0.14,3,-0.13,-0.58
4_408892577,4,27,male,democrat,very democratic,Politics,0.08,Valence,-0.03,0.06,2,0.09,-1
4_414118202,4,19,female,democrat,very democratic,Politics,-0.08,Valence,0.19,0.28,4,0.11,-1
4_416690637,4,29,female,democrat,very democratic,Politics,0.22,Valence,0.33,0.42,5,0.03,-0.75
4_418702875,4,34,female,democrat,very democratic,Politics,0.11,Valence,-0.06,0,1,0.06,NA
4_426487590,4,37,female,democrat,somewhat democratic,Politics,0.14,Valence,0.03,0.12,3,0.14,-1
4_434236063,4,33,male,democrat,very democratic,Politics,-0.11,Valence,0.11,0.18,3,-0.01,-0.68
4_448745278,4,32,male,democrat,very democratic,Politics,0,Valence,0.06,0,1,-0.06,NA
4_456453443,4,24,male,democrat,somewhat democratic,Politics,0.06,Valence,0.47,0.58,4,-0.33,-0.57
4_456751310,4,26,other,democrat,very democratic,Politics,0.92,Valence,0.08,0,3,-0.08,NA
4_457179380,4,20,male,democrat,somewhat democratic,Politics,0.75,Valence,0.42,0.04,4,-0.41,-0.5
4_471407358,4,32,female,democrat,somewhat democratic,Politics,0.86,Valence,-0.36,0.93,6,0,0.38
4_486184649,4,24,male,democrat,somewhat democratic,Politics,0.14,Valence,-0.11,0,1,0.11,NA
4_489509194,4,25,male,democrat,somewhat democratic,Politics,0.89,Valence,0.69,0.79,6,-0.22,-0.83
4_514348240,4,34,female,democrat,very democratic,Politics,0.06,Valence,-0.11,0.1,2,0.24,-1
4_526087134,4,29,female,democrat,very democratic,Politics,0.33,Valence,0.78,0.58,5,-0.49,-1
4_526660660,4,39,female,democrat,a little democratic,Politics,0.19,Valence,0.5,0.71,5,0.22,-0.82
4_537270509,4,32,female,democrat,very democratic,Politics,0.94,Valence,0.67,0.58,6,-0.24,-1
4_539618264,4,25,male,democrat,a little democratic,Politics,0.81,Valence,0.69,0,1,-0.69,NA
4_540464023,4,34,male,democrat,somewhat democratic,Politics,0.14,Valence,-0.08,0,2,0.08,NA
4_541321140,4,45,male,democrat,somewhat democratic,Politics,0.08,Valence,0.67,0.85,6,-0.13,-0.77
4_546139743,4,23,male,democrat,very democratic,Politics,0.14,Valence,0.25,0.19,3,-0.06,-1
4_555186276,4,46,male,democrat,somewhat democratic,Politics,0.89,Valence,0.89,0.04,2,-0.89,-1
4_557894060,4,25,female,democrat,very democratic,Politics,0.08,Valence,0.39,0.43,4,0.04,-1
4_562792162,4,36,female,democrat,very democratic,Politics,0.14,Valence,0.11,0.26,4,0.24,-1
4_570775037,4,47,female,democrat,a little democratic,Politics,-0.03,Valence,0.14,0.07,2,-0.05,NA
4_593163233,4,35,male,democrat,somewhat democratic,Politics,0.22,Valence,0.03,0.01,2,-0.01,NA
4_600998133,4,28,female,democrat,somewhat democratic,Politics,0.03,Valence,0.03,0,1,-0.03,NA
4_603084869,4,46,female,democrat,very democratic,Politics,0.83,Valence,0.75,0.19,2,-0.79,-0.57
4_609457621,4,21,female,democrat,somewhat democratic,Politics,0.42,Valence,0.42,0.88,4,0.15,-0.49
4_612719567,4,22,male,democrat,very democratic,Politics,0.97,Valence,0.72,0.97,7,1,-0.77
4_615497073,4,24,female,democrat,somewhat democratic,Politics,0.17,Valence,0.17,0.25,3,-0.25,0
4_618596428,4,47,male,democrat,somewhat democratic,Politics,0.36,Valence,0.14,0.12,2,-0.02,-1
4_621421821,4,31,female,democrat,a little democratic,Politics,0.44,Valence,0.39,0.25,5,-0.12,-0.68
4_625842193,4,31,female,democrat,very democratic,Politics,0.58,Valence,0.44,0.21,5,-0.3,-1
4_639605524,4,30,male,democrat,somewhat democratic,Politics,0.19,Valence,0.11,0.36,3,0.32,-0.94
4_646335740,4,35,male,democrat,very democratic,Politics,0.08,Valence,0.08,0,1,-0.08,NA
4_648001718,4,30,male,democrat,very democratic,Politics,0.92,Valence,0.86,0.81,6,-0.15,-0.97
4_650286878,4,55,female,democrat,somewhat democratic,Politics,0.22,Valence,0.33,0.29,4,-0.01,-1
4_658590855,4,42,male,democrat,somewhat democratic,Politics,0.47,Valence,0.33,0.32,4,0.02,-1
4_659121413,4,47,female,democrat,somewhat democratic,Politics,0.22,Valence,0.06,0,3,-0.06,NA
4_670462809,4,34,male,democrat,a little democratic,Politics,0.36,Valence,0.25,0.44,4,0.35,-1
4_675918708,4,39,male,democrat,a little democratic,Politics,-0.11,Valence,0.25,0.35,3,0.2,-0.89
4_694856579,4,55,female,democrat,very democratic,Politics,0,Valence,0.25,0.28,3,-0,-0.71
4_694987987,4,26,male,democrat,very democratic,Politics,-0.75,Valence,0.31,0.62,4,-0.28,-0.32
4_700379780,4,28,male,democrat,very democratic,Politics,0,Valence,0,0,1,0,NA
4_700535080,4,35,male,democrat,very democratic,Politics,0.11,Valence,0.25,0.51,5,0.27,-0.76
4_724129297,4,38,male,democrat,a little democratic,Politics,0.06,Valence,-0.06,0,1,0.06,NA
4_741795876,4,32,female,democrat,somewhat democratic,Politics,0.75,Valence,0.42,0.43,5,-0.1,-0.79
4_760814209,4,22,male,democrat,somewhat democratic,Politics,0.11,Valence,0.03,0.04,2,0.06,NA
4_775087065,4,28,female,democrat,very democratic,Politics,1,Valence,0.81,0.26,4,-0.72,-1
4_790617792,4,41,female,democrat,somewhat democratic,Politics,0.94,Valence,0.83,0.18,6,-0.79,-1
4_793073645,4,21,female,democrat,very democratic,Politics,0.14,Valence,0.17,0.32,3,0.2,-0.93
4_803549838,4,23,male,democrat,very democratic,Politics,0.81,Valence,0.64,0.94,7,0,-0.7
4_804083820,4,37,female,democrat,very democratic,Politics,0.14,Valence,0.14,0.12,3,0.03,NA
4_806037224,4,23,male,democrat,somewhat democratic,Politics,0.67,Valence,0.56,0.78,6,-0.08,-0.71
4_814418286,4,26,male,democrat,a little democratic,Politics,0.83,Valence,0.67,0.82,5,-0.55,-0.69
4_831875577,4,34,female,democrat,somewhat democratic,Politics,0.44,Valence,-0.17,0.04,3,0.19,NA
4_833954947,4,28,female,democrat,very democratic,Politics,0.28,Valence,-0.03,0.32,5,0.49,-1
4_834227260,4,19,male,democrat,a little democratic,Politics,0.92,Valence,0.28,0.17,3,-0.15,-0.8
4_838309898,4,23,female,democrat,a little democratic,Politics,0.25,Valence,0.14,0.15,3,0.05,-1
4_842278169,4,31,male,democrat,very democratic,Politics,-0.08,Valence,0.22,0.39,4,0.28,-1
4_845013425,4,55,male,democrat,very democratic,Politics,-0.14,Valence,0.03,0.03,2,-0.01,NA
4_855587217,4,36,male,democrat,a little democratic,Politics,-0.08,Valence,0.11,0.19,2,0.04,-0.89
4_855918927,4,31,male,democrat,somewhat democratic,Politics,0.22,Valence,0.03,0.08,2,0.03,-0.67
4_861245923,4,51,female,democrat,very democratic,Politics,0.03,Valence,0.22,0.28,4,-0.01,-0.85
4_879040610,4,27,female,democrat,very democratic,Politics,0.11,Valence,0.22,0.01,3,-0.22,NA
4_880653715,4,32,female,democrat,a little democratic,Politics,-0.17,Valence,0.11,0.24,3,0.06,-0.76
4_881459079,4,26,female,democrat,somewhat democratic,Politics,-0.03,Valence,0.25,0.78,7,-0.27,-0.26
4_901737082,4,20,female,democrat,somewhat democratic,Politics,0.03,Valence,0.61,0.72,6,-0.25,-0.74
4_901997576,4,23,female,democrat,very democratic,Politics,0.22,Valence,0.08,0.19,4,0.1,-0.86
4_907215497,4,24,female,democrat,very democratic,Politics,0.92,Valence,0.53,0.92,7,0.25,-0.62
4_908843444,4,25,female,democrat,very democratic,Politics,0,Valence,0.19,0.11,2,-0.09,-1
4_926764296,4,22,female,democrat,very democratic,Politics,-0.03,Valence,0.11,0.07,2,-0.05,-1
4_932465236,4,19,female,democrat,very democratic,Politics,0.08,Valence,0.33,0.49,3,0.25,-0.88
4_934806219,4,52,female,democrat,very democratic,Politics,1,Valence,0.47,0.51,5,-0.17,-0.89
4_942233025,4,22,male,democrat,a little democratic,Politics,0.28,Valence,0.42,0.39,4,-0.36,-0.46
4_946443588,4,29,female,democrat,very democratic,Politics,0.83,Valence,0.67,0.9,6,-1,-0.64
4_953519607,4,33,male,democrat,a little democratic,Politics,0.06,Valence,-0.03,0.22,3,0.13,-0.38
4_969236051,4,25,female,democrat,somewhat democratic,Politics,0.94,Valence,0.58,0.85,7,0.04,-0.64
5_518965,5,21,female,democrat,somewhat democratic,NA,NA,Valence,0,0.17,NA,0.1,-0.57
5_1470182,5,55,female,democrat,a little democratic,NA,NA,Valence,0.14,0,NA,-0.14,NA
5_2571515,5,37,female,democrat,somewhat democratic,NA,NA,Valence,0.28,0,NA,-0.28,NA
5_11441115,5,26,male,democrat,very democratic,NA,NA,Valence,0.75,0.93,NA,0,-0.77
5_19446760,5,29,female,republican,a little republican,NA,NA,Valence,0,0,NA,0,NA
5_20886049,5,33,male,republican,a little republican,NA,NA,Valence,0.08,0.01,NA,-0.06,NA
5_27409009,5,44,female,democrat,somewhat democratic,NA,NA,Valence,-0.19,0,NA,0.19,NA
5_27456834,5,31,female,democrat,very democratic,NA,NA,Valence,0.06,0.06,NA,-0.03,-0.5
5_36711105,5,42,male,republican,a little republican,NA,NA,Valence,0.22,0,NA,-0.22,NA
5_38065277,5,40,male,democrat,a little democratic,NA,NA,Valence,0,0.97,NA,NA,0.01
5_39398776,5,30,female,republican,very republican,NA,NA,Valence,0.56,0,NA,-0.56,NA
5_48667600,5,40,female,republican,somewhat republican,NA,NA,Valence,-0.08,1,NA,NA,0.08
5_55231197,5,33,male,democrat,very democratic,NA,NA,Valence,0.58,0.57,NA,0.16,-1
5_57742112,5,31,female,republican,a little republican,NA,NA,Valence,-0.17,0.61,NA,0.05,0.25
5_57801962,5,24,male,republican,a little republican,NA,NA,Valence,0.14,0.03,NA,-0.11,-1
5_58567075,5,51,male,democrat,very democratic,NA,NA,Valence,0.06,0,NA,-0.06,NA
5_61026600,5,20,female,democrat,somewhat democratic,NA,NA,Valence,0.31,0.14,NA,-0.07,-1
5_64516932,5,20,male,democrat,very democratic,NA,NA,Valence,0.39,0.99,NA,NA,-0.4
5_66207128,5,56,female,democrat,very democratic,NA,NA,Valence,0.69,0.67,NA,0.03,-0.89
5_68476092,5,18,male,republican,somewhat republican,NA,NA,Valence,0.53,0.89,NA,0.07,-0.6
5_71968352,5,39,female,republican,somewhat republican,NA,NA,Valence,0,0,NA,0,NA
5_84123013,5,50,female,republican,very republican,NA,NA,Valence,0.83,0.39,NA,-0.73,-1
5_84752084,5,23,female,republican,somewhat republican,NA,NA,Valence,0.64,0.85,NA,0.42,-0.83
5_87906137,5,32,female,democrat,very democratic,NA,NA,Valence,-0.06,0,NA,0.06,NA
5_104348820,5,36,male,democrat,very democratic,NA,NA,Valence,0.31,0.35,NA,-0.19,-0.51
5_111322780,5,38,female,republican,a little republican,NA,NA,Valence,0.03,0.07,NA,0.06,-1
5_112920454,5,44,male,democrat,very democratic,NA,NA,Valence,0.06,0,NA,-0.06,NA
5_115209706,5,29,male,republican,a little republican,NA,NA,Valence,-0.17,0.01,NA,0.18,NA
5_123168415,5,22,female,democrat,somewhat democratic,NA,NA,Valence,0.94,1,NA,NA,-0.94
5_123750149,5,37,female,democrat,somewhat democratic,NA,NA,Valence,0.06,0.11,NA,0.02,NA
5_124648870,5,40,female,republican,somewhat republican,NA,NA,Valence,-0.28,0.01,NA,0.3,NA
5_127422324,5,34,female,republican,somewhat republican,NA,NA,Valence,-0.03,0,NA,0.03,NA
5_135018023,5,30,male,democrat,somewhat democratic,NA,NA,Valence,0.61,1,NA,NA,-0.61
5_146903677,5,39,male,democrat,very democratic,NA,NA,Valence,0.64,0,NA,-0.64,NA
5_160194908,5,33,female,democrat,somewhat democratic,NA,NA,Valence,0.72,1,NA,NA,-0.72
5_167200951,5,38,male,republican,a little republican,NA,NA,Valence,0.69,1,NA,NA,-0.69
5_173572528,5,29,male,democrat,somewhat democratic,NA,NA,Valence,0.19,0.03,NA,-0.2,0
5_174773181,5,22,female,republican,somewhat republican,NA,NA,Valence,0.33,0.97,NA,NA,-0.34
5_182244905,5,18,female,democrat,somewhat democratic,NA,NA,Valence,0.03,0.03,NA,0.01,NA
5_189117514,5,20,female,democrat,very democratic,NA,NA,Valence,0.08,0,NA,-0.08,NA
5_189201940,5,36,female,republican,somewhat republican,NA,NA,Valence,-0.06,0.01,NA,0.07,NA
5_200731487,5,18,male,republican,a little republican,NA,NA,Valence,-0.19,0.04,NA,0.25,-1
5_202280389,5,29,female,democrat,very democratic,NA,NA,Valence,0.03,0,NA,-0.03,NA
5_202833004,5,21,male,democrat,very democratic,NA,NA,Valence,-0.06,0,NA,0.06,NA
5_211391325,5,46,female,republican,very republican,NA,NA,Valence,0.83,0.86,NA,-0.33,-1
5_213703054,5,36,female,democrat,very democratic,NA,NA,Valence,-0.17,0,NA,0.17,NA
5_216923730,5,30,male,republican,somewhat republican,NA,NA,Valence,0.03,0.9,NA,0.5,-0.09
5_221411376,5,30,female,democrat,somewhat democratic,NA,NA,Valence,-0.17,0.01,NA,0.19,NA
5_222407816,5,30,female,democrat,very democratic,NA,NA,Valence,0.17,0.08,NA,-0.15,-0.33
5_225367765,5,NA,female,republican,very republican,NA,NA,Valence,0.39,0.32,NA,-0.2,-0.14
5_234778349,5,28,female,republican,a little republican,NA,NA,Valence,0.14,0.07,NA,-0.07,-1
5_235719729,5,63,male,republican,somewhat republican,NA,NA,Valence,0.03,0,NA,-0.03,NA
5_247371384,5,22,female,democrat,somewhat democratic,NA,NA,Valence,0,0.18,NA,0.18,-0.64
5_250345166,5,36,female,republican,very republican,NA,NA,Valence,0.03,0.03,NA,0.01,NA
5_259416466,5,41,male,republican,somewhat republican,NA,NA,Valence,0.28,0.26,NA,-0.15,-0.6
5_261484005,5,47,female,republican,somewhat republican,NA,NA,Valence,0.33,0.44,NA,0.08,-0.87
5_262492060,5,38,female,democrat,very democratic,NA,NA,Valence,0.64,0.76,NA,0.1,-0.85
5_266294809,5,37,female,democrat,very democratic,NA,NA,Valence,0.03,0.11,NA,0.14,-1
5_269210633,5,41,female,democrat,a little democratic,NA,NA,Valence,0.75,0.07,NA,-0.74,NA
5_270026338,5,42,male,democrat,very democratic,NA,NA,Valence,0.64,1,NA,NA,-0.64
5_270612844,5,22,male,democrat,somewhat democratic,NA,NA,Valence,0.31,0.38,NA,0.02,-0.86
5_277709542,5,41,female,democrat,somewhat democratic,NA,NA,Valence,0.89,0.06,NA,-0.88,-1
5_285007326,5,31,female,democrat,very democratic,NA,NA,Valence,0.31,0.12,NA,-0.07,NA
5_290861396,5,26,male,democrat,very democratic,NA,NA,Valence,0.42,0.36,NA,-0.09,-1
5_295215708,5,45,female,republican,somewhat republican,NA,NA,Valence,0.42,0.11,NA,-0.36,-0.86
5_295994828,5,31,female,republican,a little republican,NA,NA,Valence,0,0,NA,0,NA
5_297978615,5,30,female,democrat,very democratic,NA,NA,Valence,0.19,0,NA,-0.19,NA
5_309129355,5,26,other,democrat,very democratic,NA,NA,Valence,0.78,0.93,NA,0.5,-0.88
5_313716435,5,31,male,republican,very republican,NA,NA,Valence,0.42,0.57,NA,-0.8,-0.15
5_318679059,5,28,male,republican,a little republican,NA,NA,Valence,0.17,0,NA,-0.17,NA
5_319942253,5,55,female,democrat,a little democratic,NA,NA,Valence,0.17,0.12,NA,-0.05,-1
5_323705666,5,32,male,republican,very republican,NA,NA,Valence,-0.17,0.08,NA,0.21,-0.33
5_324693797,5,29,male,republican,somewhat republican,NA,NA,Valence,-0.19,0,NA,0.19,NA
5_336044289,5,28,female,democrat,very democratic,NA,NA,Valence,0.72,1,NA,NA,-0.72
5_338213294,5,27,female,democrat,very democratic,NA,NA,Valence,0.11,0.03,NA,-0.09,NA
5_352988338,5,25,male,republican,somewhat republican,NA,NA,Valence,0.22,0.14,NA,-0.09,-1
5_361805861,5,34,female,democrat,a little democratic,NA,NA,Valence,0.19,0.39,NA,0.05,-0.57
5_362224917,5,21,male,democrat,somewhat democratic,NA,NA,Valence,0.06,0.18,NA,0.11,-0.88
5_364029556,5,59,male,republican,somewhat republican,NA,NA,Valence,0.06,0,NA,-0.06,NA
5_366051534,5,42,female,democrat,very democratic,NA,NA,Valence,0.61,0.71,NA,0.4,-0.9
5_368391615,5,39,male,democrat,a little democratic,NA,NA,Valence,0.06,0,NA,-0.06,NA
5_373066428,5,21,female,democrat,somewhat democratic,NA,NA,Valence,0,0.26,NA,0.09,-0.53
5_373420818,5,27,female,republican,a little republican,NA,NA,Valence,0.03,0.08,NA,0.03,-0.67
5_374851831,5,32,male,democrat,very democratic,NA,NA,Valence,0.64,1,NA,NA,-0.64
5_376203370,5,37,male,republican,somewhat republican,NA,NA,Valence,0.44,0.42,NA,-0.14,-0.87
5_382040549,5,57,female,democrat,a little democratic,NA,NA,Valence,0,0,NA,0,NA
5_387613597,5,25,male,democrat,a little democratic,NA,NA,Valence,0.11,0,NA,-0.11,NA
5_388717284,5,33,male,democrat,very democratic,NA,NA,Valence,0.86,1,NA,NA,-0.86
5_388899760,5,19,female,democrat,somewhat democratic,NA,NA,Valence,-0.11,0,NA,0.11,NA
5_391076134,5,31,female,republican,a little republican,NA,NA,Valence,0.39,0.12,NA,-0.32,-1
5_401924849,5,31,male,democrat,somewhat democratic,NA,NA,Valence,0.33,0.61,NA,0.57,-0.88
5_413541867,5,28,male,republican,a little republican,NA,NA,Valence,0.03,0.08,NA,0.06,-1
5_422597787,5,24,female,democrat,somewhat democratic,NA,NA,Valence,-0.14,0.15,NA,0.28,-0.86
5_428696104,5,26,male,democrat,a little democratic,NA,NA,Valence,0.11,0.08,NA,-0.03,-1
5_429670563,5,29,male,republican,a little republican,NA,NA,Valence,0.14,0.15,NA,-0.04,-0.63
5_432260325,5,32,female,democrat,very democratic,NA,NA,Valence,0,0,NA,0,NA
5_435991174,5,42,female,republican,somewhat republican,NA,NA,Valence,0.94,0.99,NA,NA,-0.97
5_443153134,5,38,male,republican,somewhat republican,NA,NA,Valence,0.61,0.19,NA,-0.61,-0.5
5_448076782,5,28,female,democrat,somewhat democratic,NA,NA,Valence,0.53,0.07,NA,-0.49,-1
5_450678103,5,18,female,democrat,a little democratic,NA,NA,Valence,0.25,1,NA,NA,-0.25
5_454051982,5,27,male,democrat,a little democratic,NA,NA,Valence,1,0.99,NA,NA,-1
5_454642253,5,32,female,republican,somewhat republican,NA,NA,Valence,0.19,0.21,NA,0.02,-1
5_460762924,5,58,female,republican,somewhat republican,NA,NA,Valence,0.19,0.01,NA,-0.18,NA
5_464439543,5,23,male,democrat,somewhat democratic,NA,NA,Valence,0.19,0.35,NA,0.21,-0.93
5_466283845,5,42,male,republican,somewhat republican,NA,NA,Valence,-0.06,0.25,NA,0.29,-0.64
5_469316046,5,26,other,democrat,very democratic,NA,NA,Valence,0.92,0.96,NA,1,-1
5_470773296,5,28,female,democrat,somewhat democratic,NA,NA,Valence,0.89,0.69,NA,-0.55,-1
5_472998122,5,62,female,republican,very republican,NA,NA,Valence,0.25,0,NA,-0.25,NA
5_473311049,5,26,male,democrat,a little democratic,NA,NA,Valence,0.83,0.85,NA,-0.33,-0.93
5_473763569,5,28,male,republican,very republican,NA,NA,Valence,0.19,0.08,NA,-0.18,-0.5
5_475546711,5,43,male,republican,very republican,NA,NA,Valence,0.08,0.94,NA,0.5,-0.12
5_481863384,5,21,male,democrat,somewhat democratic,NA,NA,Valence,0.92,0.99,NA,NA,-0.92
5_484334206,5,26,male,democrat,somewhat democratic,NA,NA,Valence,0.36,0.38,NA,-0.33,-0.38
5_486159796,5,43,female,republican,somewhat republican,NA,NA,Valence,0.17,0.43,NA,0.36,-0.92
5_493442358,5,40,male,republican,very republican,NA,NA,Valence,0.08,0.26,NA,-0.05,-0.12
5_495671078,5,27,male,republican,a little republican,NA,NA,Valence,-0.14,0.06,NA,0.23,NA
5_497458263,5,29,male,democrat,somewhat democratic,NA,NA,Valence,-0.08,0,NA,0.08,NA
5_503719655,5,27,female,republican,somewhat republican,NA,NA,Valence,0.19,0,NA,-0.19,NA
5_511305539,5,20,male,republican,somewhat republican,NA,NA,Valence,-0.08,0,NA,0.08,NA
5_518621831,5,42,male,republican,very republican,NA,NA,Valence,0.44,0.12,NA,-0.4,-0.75
5_522693926,5,56,female,democrat,somewhat democratic,NA,NA,Valence,0.83,1,NA,NA,-0.83
5_527935779,5,39,female,republican,somewhat republican,NA,NA,Valence,0.67,0.64,NA,-0.15,-0.96
5_532340149,5,22,male,democrat,very democratic,NA,NA,Valence,0.25,0.03,NA,-0.23,-1
5_537794402,5,61,female,democrat,very democratic,NA,NA,Valence,0.14,0.14,NA,-0,0.11
5_538071791,5,35,male,republican,somewhat republican,NA,NA,Valence,0.11,0.08,NA,-0.03,-1
5_538995601,5,65,female,republican,very republican,NA,NA,Valence,0.08,0,NA,-0.08,NA
5_542557941,5,47,male,democrat,very democratic,NA,NA,Valence,-0.08,0,NA,0.08,NA
5_546686226,5,32,female,democrat,very democratic,NA,NA,Valence,0.19,0.1,NA,-0.13,-0.75
5_552537347,5,29,female,republican,a little republican,NA,NA,Valence,0.11,0,NA,-0.11,NA
5_562784706,5,34,male,republican,somewhat republican,NA,NA,Valence,-0.06,0.01,NA,0.07,NA
5_563686524,5,29,male,democrat,somewhat democratic,NA,NA,Valence,0.28,0.03,NA,-0.26,-1
5_564616694,5,33,male,democrat,a little democratic,NA,NA,Valence,0.03,0.92,NA,0,-0.03
5_568558267,5,49,male,republican,somewhat republican,NA,NA,Valence,0.78,0.93,NA,0.75,-0.89
5_572183112,5,34,male,democrat,somewhat democratic,NA,NA,Valence,-0.03,0,NA,0.03,NA
5_585363575,5,26,male,republican,very republican,NA,NA,Valence,0.11,0,NA,-0.11,NA
5_588773360,5,24,male,republican,a little republican,NA,NA,Valence,0.17,0.22,NA,-0.1,-0.27
