"date","time","subject","blockcode","blocknum","trialcode","trialnum","values.primestim","values.targetstim","correct","latency","trial.prime_positive.totalpercentcorrect","trial.prime_negative.totalpercentcorrect"
"103019","13:29:54","281898249","practice","1","prime_positive_practice","4","0","0","1","974","0","0"
"103019","13:29:54","281898249","practice","1","prime_negative_practice","5","0","0","1","468","0","0"
"103019","13:29:54","281898249","test","2","prime_negative","2","7","35","1","524","0","100"
"103019","12:40:53","495210064","practice","1","prime_negative_practice","4","0","0","1","1875","0","0"
"103019","12:40:53","495210064","practice","1","prime_negative_practice","5","0","0","1","2848","0","0"
"103019","12:40:53","495210064","practice","1","prime_negative_practice","6","0","0","0","1550","0","0"
"103019","12:40:53","495210064","practice","1","prime_positive_practice","7","0","0","0","877","0","0"
"103019","12:40:53","495210064","practice","1","prime_negative_practice","8","0","0","0","3818","0","0"
"103019","12:40:53","495210064","practice","1","prime_positive_practice","9","0","0","1","854","0","0"
"103019","12:40:53","495210064","practice","1","prime_positive_practice","10","0","0","1","1408","0","0"
"103019","12:40:53","495210064","practice","1","prime_negative_practice","11","0","0","0","1112","0","0"
"103019","12:40:53","495210064","practice","1","prime_positive_practice","12","0","0","1","2492","0","0"
"103019","12:40:53","495210064","practice","1","prime_positive_practice","13","0","0","0","1498","0","0"
"103019","12:40:53","495210064","test","2","prime_negative","2","1","55","1","2969","0","100"
"103019","12:40:53","495210064","test","2","prime_positive","3","7","28","0","1711","0","100"
"103019","12:40:53","495210064","test","2","prime_positive","4","4","16","0","1546","0","100"
"103019","12:40:53","495210064","test","2","prime_negative","5","4","25","1","2156","0","100"
"103019","12:40:53","495210064","test","2","prime_negative","6","11","52","0","1384","0","66"
"103019","12:40:53","495210064","test","2","prime_positive","7","6","59","1","1687","33","66"
"103019","12:40:53","495210064","test","2","prime_positive","8","8","60","1","1831","50","66"
"103019","12:40:53","495210064","test","2","prime_positive","9","1","49","1","1391","60","66"
"103019","12:40:53","495210064","test","2","prime_positive","10","2","51","1","868","66","66"
"103019","12:40:53","495210064","test","2","prime_positive","11","11","39","0","1536","57","66"
"103019","12:40:53","495210064","test","2","prime_negative","12","7","47","0","862","57","50"
"103019","12:40:53","495210064","test","2","prime_negative","13","10","14","0","1030","57","40"
"103019","12:40:53","495210064","test","2","prime_negative","14","8","61","0","918","57","33"
"103019","12:40:53","495210064","test","2","prime_negative","15","6","1","1","998","57","42"
"103019","12:40:53","495210064","test","2","prime_negative","16","9","58","0","716","57","37"
"103019","12:40:53","495210064","test","2","prime_positive","17","4","37","0","651","50","37"
"103019","12:40:53","495210064","test","2","prime_positive","18","5","66","1","562","55","37"
"103019","12:40:53","495210064","test","2","prime_positive","19","8","10","1","738","60","37"
"103019","12:40:53","495210064","test","2","prime_negative","20","1","9","0","656","60","33"
"103019","12:40:53","495210064","test","2","prime_positive","21","7","3","0","1175","54","33"
"103019","12:40:53","495210064","test","2","prime_negative","22","11","34","1","930","54","40"
"103019","12:40:53","495210064","test","2","prime_positive","23","6","7","0","896","50","40"
"103019","12:40:53","495210064","test","2","prime_positive","24","3","57","1","557","53","40"
"103019","12:40:53","495210064","test","2","prime_negative","25","4","30","1","862","53","45"
"103019","12:40:53","495210064","test","2","prime_positive","26","10","13","1","849","57","45"
"103019","12:40:53","495210064","test","2","prime_positive","27","9","23","1","454","60","45"
"103019","12:40:53","495210064","test","2","prime_negative","28","7","27","0","836","60","41"
"103019","12:40:53","495210064","test","2","prime_negative","29","12","11","0","789","60","38"
"103019","12:40:53","495210064","test","2","prime_positive","30","1","65","1","393","62","38"
"103019","12:40:53","495210064","test","2","prime_positive","31","12","71","1","555","64","38"
"103019","12:40:53","495210064","test","2","prime_negative","32","5","21","1","585","64","42"
"103019","12:40:53","495210064","test","2","prime_positive","33","2","22","1","540","66","42"
"103019","12:40:53","495210064","test","2","prime_negative","34","10","36","0","478","66","40"
"103019","12:40:53","495210064","test","2","prime_positive","35","11","19","0","1118","63","40"
"103019","12:40:53","495210064","test","2","prime_negative","36","8","45","0","631","63","37"
"103019","12:40:53","495210064","test","2","prime_positive","37","5","33","1","357","65","37"
"103019","12:40:53","495210064","test","2","prime_positive","38","1","72","1","388","66","37"
"103019","12:40:53","495210064","test","2","prime_negative","39","3","8","0","415","66","35"
"103019","12:40:53","495210064","test","2","prime_negative","40","2","43","0","447","66","33"
"103019","12:40:53","495210064","test","2","prime_negative","41","6","32","0","672","66","31"
"103019","12:40:53","495210064","test","2","prime_negative","42","3","26","0","454","66","30"
"103019","12:40:53","495210064","test","2","prime_negative","43","8","63","0","454","66","28"
"103019","12:40:53","495210064","test","2","prime_positive","44","4","40","0","504","63","28"
"103019","12:40:53","495210064","test","2","prime_negative","45","1","56","0","526","63","27"
"103019","12:40:53","495210064","test","2","prime_positive","46","3","64","1","329","65","27"
"103019","12:40:53","495210064","test","2","prime_positive","47","2","29","1","265","66","27"
"103019","12:40:53","495210064","test","2","prime_negative","48","4","6","1","447","66","30"
"103019","12:40:53","495210064","test","2","prime_positive","49","10","4","1","536","68","30"
"103019","12:40:53","495210064","test","2","prime_positive","50","6","54","0","498","65","30"
"103019","12:40:53","495210064","test","2","prime_positive","51","7","41","0","424","62","30"
"103019","12:40:53","495210064","test","2","prime_negative","52","11","12","0","1205","62","29"
"103019","12:40:53","495210064","test","2","prime_negative","53","6","44","0","566","62","28"
"103019","12:40:53","495210064","test","2","prime_positive","54","12","68","1","404","64","28"
"103019","12:40:53","495210064","test","2","prime_negative","55","5","62","1","362","64","30"
"103019","12:40:53","495210064","test","2","prime_positive","56","8","18","1","647","65","30"
"103019","12:40:53","495210064","test","2","prime_negative","57","10","42","0","290","65","29"
"103019","12:40:53","495210064","test","2","prime_negative","58","7","5","1","748","65","32"
"103019","12:40:53","495210064","test","2","prime_negative","59","12","38","0","447","65","31"
"103019","12:40:53","495210064","test","2","prime_positive","60","9","53","1","311","66","31"
"103019","12:40:53","495210064","test","2","prime_positive","61","11","15","0","781","64","31"
"103019","12:40:53","495210064","test","2","prime_negative","62","9","20","0","424","64","30"
"103019","12:40:53","495210064","test","2","prime_negative","63","2","31","0","412","64","29"
"103019","12:40:53","495210064","test","2","prime_negative","64","1","59","0","377","64","28"
"103019","12:40:53","495210064","test","2","prime_positive","65","12","61","1","330","65","28"
"103019","12:40:53","495210064","test","2","prime_negative","66","3","72","0","356","65","27"
"103019","12:40:53","495210064","test","2","prime_negative","67","5","64","1","523","65","29"
"103019","12:40:53","495210064","test","2","prime_negative","68","12","30","1","590","65","31"
"103019","12:40:53","495210064","test","2","prime_positive","69","2","43","1","344","66","31"
"103019","12:40:53","495210064","test","2","prime_positive","70","10","42","1","706","67","31"
"103019","12:40:53","495210064","test","2","prime_positive","71","3","37","1","995","68","31"
"103019","12:40:53","495210064","test","2","prime_positive","72","9","35","1","354","69","31"
"103019","12:40:53","495210064","test","2","prime_negative","73","11","34","0","589","69","30"
