"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"082818","09:20:02","881172520","13563388","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b73157c722bd2000195a191","1","614159","0"
"082818","09:20:02","881172520","13563388","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","27","1","3076","0"
"082818","09:20:02","881172520","13563388","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4496","0"
"082818","09:32:21","881172520","13563388","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b73157c722bd2000195a191","1","2687","0"
"082818","09:32:21","881172520","13563388","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","27","1","2536","0"
"082818","09:32:21","881172520","13563388","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","3724","0"
"082818","09:34:38","881172520","13563388","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b73157c722bd2000195a191","1","2805","0"
"082818","09:34:38","881172520","13563388","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","27","1","3050","0"
"082818","09:34:38","881172520","13563388","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","5916","0"
"082818","12:37:26","63971932","58961423","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","54e4be1bfdf99b5bad68f1a5","1","78333","0"
"082818","12:37:26","63971932","58961423","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","54","1","4153","0"
"082818","12:37:26","63971932","58961423","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","5287","0"
"082818","09:41:05","333883636","803829398","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b731620f20ba900019c9a3a","1","10906","0"
"082818","09:41:05","333883636","803829398","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","27","1","2722","0"
"082818","09:41:05","333883636","803829398","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4502","0"
"082818","12:49:10","141653524","48643450","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5ae4c1d47edeb000014a7661","1","6116","0"
"082818","12:49:10","141653524","48643450","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","33","1","4032","0"
"082818","12:49:10","141653524","48643450","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4297","0"
"082818","11:48:36","347295783","122476071","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5af709b825561e00013acd7e","1","87519","0"
"082818","11:48:36","347295783","122476071","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","35","1","15898","0"
"082818","11:48:36","347295783","122476071","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","11218","0"
"082818","13:09:14","10572801","468621741","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5b5927114b913a000141196f","1","16803","0"
"082818","13:09:14","10572801","468621741","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","42","1","3252","0"
"082818","13:09:14","10572801","468621741","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Female","1","25911","0"
"082818","10:12:22","634406712","885674090","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","58c376f9efb64f0001358464","1","11529","0"
"082818","10:12:22","634406712","885674090","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","45","1","4945","0"
"082818","10:12:22","634406712","885674090","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","8697","0"
"082818","12:12:29","814898530","141407692","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","57bfc1beef05670001ee84c2","1","4049","0"
"082818","12:12:29","814898530","141407692","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","23","1","3580","0"
"082818","12:12:29","814898530","141407692","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","male","1","2691","0"
"082818","10:14:42","701664387","148989737","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","","1","7377","0"
"082818","10:15:12","701664387","148989737","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","56c18af6eb5b22000d5bad24","1","3591","0"
