"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","trialduration","trialtimeout","response","correct","latency"
"021719","09:45:30","898254741","886642803","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c695a065416680001bef3c0","1","13269"
"021719","09:45:30","898254741","886642803","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","3017"
"021719","09:45:30","898254741","886642803","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","5508"
"021719","14:54:43","900798257","766228610","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5a1ddd16728b1b0001adb0f8","1","6102"
"021719","14:54:43","900798257","766228610","5.0.14.0","1","2","demographics","age","0","0","0","0","21","1","5108"
"021719","14:54:43","900798257","766228610","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","4358"
"021719","15:01:24","764401742","113460491","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5b4f45d6938158000163e945","1","19504"
"021719","15:01:24","764401742","113460491","5.0.14.0","1","2","demographics","age","0","0","0","0","20","1","4017"
"021719","15:01:24","764401742","113460491","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","5234"
"021719","15:02:58","318672776","272486146","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5b4b648657e0200001fd601d","1","8727"
"021719","15:02:58","318672776","272486146","5.0.14.0","1","2","demographics","age","0","0","0","0","33","1","4462"
"021719","15:02:58","318672776","272486146","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3855"
"021719","10:03:40","315635601","275523320","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c1bdda80e27a20001276be3","1","12256"
"021719","10:03:40","315635601","275523320","5.0.14.0","1","2","demographics","age","0","0","0","0","18","1","4641"
"021719","10:03:40","315635601","275523320","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","4976"
"021819","03:09:12","670420337","566506627","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c41fbe93be7b70001fcf7c3","1","10643"
"021819","03:09:12","670420337","566506627","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","2052"
"021819","03:09:12","670420337","566506627","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","4084"
"021719","16:08:25","625067684","521153975","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5be8bb3e840041000185c0c4","1","101769"
"021719","16:08:25","625067684","521153975","5.0.14.0","1","2","demographics","age","0","0","0","0","26","1","2777"
"021719","16:08:25","625067684","521153975","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3915"
"021719","16:11:11","675231756","181883259","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c584d2040378900013b6fb9","1","9321"
"021719","16:11:11","675231756","181883259","5.0.14.0","1","2","demographics","age","0","0","0","0","32","1","4678"
"021719","16:11:11","675231756","181883259","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","3819"
"021719","16:12:28","515875480","9223988","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5bd7912fbeca730001ced776","1","10790"
"021719","16:12:28","515875480","9223988","5.0.14.0","1","2","demographics","age","0","0","0","0","41","1","3728"
"021719","16:12:28","515875480","9223988","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","4945"
"021719","16:13:26","304765319","798411943","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5bd752127742790001bb4e50","1","4636"
"021719","16:13:26","304765319","798411943","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","2784"
"021719","16:13:26","304765319","798411943","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","7824"
"021719","11:11:13","406662497","302748787","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c683cd8c643f400012ea0dc","1","4710"
"021719","11:11:13","406662497","302748787","5.0.14.0","1","2","demographics","age","0","0","0","0","24","1","4260"
"021719","11:11:13","406662497","302748787","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","4285"
"021719","18:20:26","333583021","76733551","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c67d802b65acc0001efc38f","1","3950"
"021719","18:20:26","333583021","76733551","5.0.14.0","1","2","demographics","age","0","0","0","0","19","1","3251"
"021719","18:20:26","333583021","76733551","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","6171"
"021719","13:23:27","216274404","320188116","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5be870c79a6d2f000188d53d","1","11996"
"021719","13:23:27","216274404","320188116","5.0.14.0","1","2","demographics","age","0","0","0","0","26","1","14368"
"021719","13:23:27","216274404","320188116","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3474"
"021719","18:23:53","897034045","390382554","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","56a643721688920005701f3f","1","6633"
"021719","18:23:53","897034045","390382554","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","3032"
"021719","18:23:53","897034045","390382554","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","4648"
"021719","18:24:36","409571702","375390","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5afd61924256e90001d5b44c","1","14337"
"021719","18:24:36","409571702","375390","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","2944"
"021719","18:24:36","409571702","375390","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3836"
"021719","12:24:48","606545288","350590201","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","55b532b5fdf99b2b69c824f8","1","4651"
"021719","12:24:48","606545288","350590201","5.0.14.0","1","2","demographics","age","0","0","0","0","36","1","4060"
"021719","12:24:48","606545288","350590201","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","7709"
"021719","18:32:16","21575141","722119343","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c6838ea5f8d580001e8a8ab","1","12261"
"021719","18:32:16","21575141","722119343","5.0.14.0","1","2","demographics","age","0","0","0","0","29","1","4915"
"021719","18:32:16","21575141","722119343","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","3988"
"021719","18:39:42","536846056","30194564","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5a8d9207000dab00018ce7e5","1","5827"
"021719","18:39:42","536846056","30194564","5.0.14.0","1","2","demographics","age","0","0","0","0","22","1","3069"
"021719","18:39:42","536846056","30194564","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5729"
"021719","13:39:46","68326321","727324652","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5b3e37b781b0c00001f7e95e","1","4867"
"021719","13:39:46","68326321","727324652","5.0.14.0","1","2","demographics","age","0","0","0","0","23","1","2813"
"021719","13:39:46","68326321","727324652","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","4706"
"021719","18:40:05","340698112","931799914","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","57616681544688000767f23f","1","4601"
"021719","18:40:05","340698112","931799914","5.0.14.0","1","2","demographics","age","0","0","0","0","26","1","3689"
"021719","18:40:05","340698112","931799914","5.0.14.0","1","3","demographics","gender","0","0","0","0","Female","1","3973"
"021719","18:41:29","163985978","212419107","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c3341609e8d840001317792","1","26937"
"021719","18:41:29","163985978","212419107","5.0.14.0","1","2","demographics","age","0","0","0","0","31","1","3364"
"021719","18:41:29","163985978","212419107","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","8715"
"021719","18:45:21","66729604","475925914","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c3a4af7d1d0f9000166aca3","1","18314"
"021719","18:45:21","66729604","475925914","5.0.14.0","1","2","demographics","age","0","0","0","0","54","1","3223"
"021719","18:45:21","66729604","475925914","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","5688"
"021719","18:45:16","180418717","284332425","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c61fb9c4fa005000132c55a","1","124382"
"021719","18:45:16","180418717","284332425","5.0.14.0","1","2","demographics","age","0","0","0","0","32","1","2256"
"021719","18:45:16","180418717","284332425","5.0.14.0","1","3","demographics","gender","0","0","0","0","female","1","2814"
"021719","13:47:39","914702554","866269419","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5b84b0f7449ef2000114aeff","1","8408"
"021719","13:47:39","914702554","866269419","5.0.14.0","1","2","demographics","age","0","0","0","0","33","1","6303"
"021719","13:47:39","914702554","866269419","5.0.14.0","1","3","demographics","gender","0","0","0","0","Male","1","10818"
"021719","18:51:31","943094477","296810219","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5bf542ca43a7d80001652b64","1","5107"
"021719","18:51:31","943094477","296810219","5.0.14.0","1","2","demographics","age","0","0","0","0","38","1","2908"
"021719","18:51:31","943094477","296810219","5.0.14.0","1","3","demographics","gender","0","0","0","0","male","1","7543"
"021719","18:52:46","238727046","134813332","5.0.14.0","1","1","demographics","ProlificCode","0","0","0","0","5c5c2eedae14ac0001331dac","1","31626"
